,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.109082531146632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433967231172629,0.362356318484135,0.000156244872398625,0,0,-0.271890527722745,0,0.325379047559323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162338559823353,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.16795288025528,0,0,0,0,0,0,0,0,0,0,0,0.0743180358733594,0.0598285879491151,0.0618990585817334,0,0,0,0,0,0,0,0,0,0,0.0244717707861097,0.0592923589326122,0,0,0,0,0.229407535884845,0,0.0682144054644291,0,0,0,0,0,0,0,0,0,0,0.198448993639947,0,0.108073583870607,0
X601939.CH.EQUITY,0,0.068488653386106,0,0.804173294982421,0,0,0,0,0,0.00205445440426643,0,0,0,0,0,0,0.0829079232929464,0.0184515170196503,0.0584047523214457,0,0,0.00323294822355952,0,0,0,0.010463544637826,0,0,0,0.00997617921436436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0565185087959447,0,0.939517499960557,0,-0.0212521629705943,0,0,0,0,0,0,0,0,0,0,0.0170400687026961,0,0.0456412272553087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0848443676129818,0,0,0,0,0,0,-0.0771955970589656,0,-0.0420144596742409,0,-0.00879804077825788
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.397607780533157,0.0109281232087432,0,0,0,0,0,0,0,0,0.0919911220461455,0,0,0,0,0,0,0,0,0.00611536020162844,0,0,0,0,0.3081972729928,0,0,0,0,0,0,0,0,0,0.111175649596762,0.0474371767320972,0,0,0,0,0.0785467878110079,0
X600036.CH.EQUITY,0,0,0.408357945046334,0,0,0,0,0,0.0245910713992872,-0.00634431549246182,0,0,0,0,0,0,0.106654905031055,0,0,0.00503516355043897,0.0125352825238847,0,0,0,0,0.189130652500013,0,0,0,0.124475083807659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,3.46944695195361e-18,0,-0.0582369109404529,0.142980092575025,0,0,0,0,-0.0505590551386557,-0.0803860396180724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109704070930729,0,0,0,0,0,0,-0.0513776645582996,1.07625715959173,0.0172220836782031,0,0.00072249684735866
X1299.HK.EQUITY,0,0,0,0,0.154920302025357,0,0,0,0,0.132247100285619,0,0,0,0,0,0,0,0,0,0,0,0,-0.204693063606868,0,0,0.414950217331087,0,0.0823988885283327,0.160099183569975,0,0.375280996667335,0.0953592584063724,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.168258439081232,0,0,0,0,0,0.0899653832008142,0,0
X5.HK.EQUITY,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0938227722958887,0,0,-0.103597909384409,0,0,0,0,0,0,0.35913569929811,0.394533045971001,0,0,0,0,0,0,0,0,-0.0484790665292542,1.73472347597681e-18,0,0,0,0,0,0,0.0352796424168168,3.46944695195361e-18,-0.0820191638242828,0,0,0.17459823843038,0,0.19882641747167,-0.0662464408328512,0
X388.HK.EQUITY,0,0,0,0,0.303442843038475,0,0,0,0,0,0,0,0,0,0,0,-0.0268252423079075,0,-0.101447483678601,0,0,0,0,0,0.364012619169478,0,0,0,0,0,1.38777878078145e-17,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,-0.11113107675512,-0.153144761799063,0.228329894943744,0.0966850970366675,0,0,0,-0.138113310516986,0.0990119689924615,0
X601658.CH.Equity,0,0,0,0.223351060871266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271558585401027,0,0.055638186603028,-0.0574757319528714,0,0,0,-0.0423393420129012,0,0,0,0.0545732089762911,0,0,0,0,0,0,0,0,0,0,-0.043934225445083,0,0,0.278478375348579,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.119033414900739,0,0,-0.0839478310214104,0,0.00669212805649237,0,0,0.209716499106622,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263937975077783,0,0.0779159755981564,0,0.0389993931677998,0,0,0,0.101786522398472,0,0.202271033420529,0,0.00357235295880338,0.157936671472688,-0.00976017600364587,0.103586962688316,0,0,0.153303117427519,0,0,0,0,-0.0314744858002944,0,0,0.0582156102507409,0
X601066.CH.EQUITY,0,0,0,0,-0.0340908491572883,0,0,0,0,0,0,0.70992529117383,0,0,0,0.0477116729432169,0,0,0,0,0,0,0,-0.0572563367793883,0,0,0,0.109382635270301,0,0,0,0,0,0,0,0,0,-0.0314540230499054,0,0,0,0,0,0.0498114401716067,0,0.0438231728464918,0.0667752876254585,0,-0.0443462286875555,0,-0.0795508322882421,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.140415680220058,0.177593552329965,0,0,0,0.0540756788718381,0,0,0,0,0,0.0180348407180334,0,0,0,0,0.0711878679899201,0,0,0,0,0,0,0,0,0,0,0.129810750967164,0,0.0101426639279926,0,0.0221146159905972,0,0,0.00833299363124743,0,0,0,0,0,-0.0104329336860895,0,0,0,0.452545686423713,0,0,0
X601328.CH.EQUITY,0,0,0,0.0462823742040751,0,0.113329114307948,0.0204853958167543,0,0,0,0,0,0,0,0,0,0.0289970031769216,0,0,0,0,0.373204928811615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245200668537046,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.20731833225289,0.00187559950713068,-0.0664142385029782,0,0,0,0.177026624423767,0,0,0,0.257637021644362,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127932178166361,0.1284915802004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641924566771098,0.0225134622153541,0,0,0
X600000.CH.EQUITY,0,0,0.429056688987339,0,0,0.110165289429093,0,0,0,-0.0445785818135216,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032531811446085,0,0,-0.00834579443546526,0.262431198589598,0,0,0,0,0,0,0.687010618285409,0,0,0,0,0,0,-0.129327541894903,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.15199471392676,0,0,0,0,0,-0.0176130513489174,0,0,0,0,0,0.0661149655452912,0,0,0,0.351564936268206,0,0,0,0,-0.00132266807817012,0,0,0,0,0,0,0,0,0,0,0,0,0.0309606348230338,0,0,0.0809782631353083,0,0,0,0,0,0,0.226094876415008,0,0,-0.0544410999263342,0,0
