,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X300059.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.238411812730366,0,0,0,0.342693574150564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26328889339181,0,0,0.0170150934373722,0,0,0,0.0119309046648001,0.0790327576559775,0,0.0778351909374525,0,0,0,0,0,0,0,0,0,0,0,0,0.0107727529889962,-0.0922640035862572,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.192272730394043,0,0,0,0,0.0733373417712495,0,0,0,0.0872682247265625,0,0.0282994992845371,0,0,0,0.0594301435739096,0.165160871712461,0,0.0993855242285225,0,0,0,0,0,0.185297406437352,0,0,0,0.0650097502249981,0,0,0,0,0,0,0,0,0,0,0,0.0038418943898534,0,-0.0582172773444326,0,0.0277182456751495,0,0,0,0,-0.0656473200620953
X600036.CH.EQUITY,0,0.0338917761104606,0,0,0,0.173575398135443,0,0,0,0,0,0,0.0817837565828739,0,0,0,0.148019896431575,0,0.000931194284412471,0,0,0,0,0,0,0.440228175479662,0,0,0.0954216146908062,0,0,0,0,0,0,0,0,0,-0.153810123591174,0,0,0,-0.0220989020483014,0,0,0,0,0,0,0,-0.0204554339512919,0,-0.0949465589388869
X601939.CH.EQUITY,0.525703994126451,0.109526863204914,0,0,0,0,0,0,0.129885915407191,0,0.199398016592382,0,0,0,0,0,0,0.147275866726887,0,0,0,0,0,0,0,0,0,0,0.16162896310434,0,0,0,0.0152831172456428,0,0,0,0.00285015565285236,0,0.0805482220777897,0,0,-0.109341700191047,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0475748517878875,0,0.142530410532886,0,0,0,0.528061694785196,0,-0.0152773690355853,0,0,0,0,0,0,0,0,0,0,0,0,0.0661982831145042,0,0.0984113952161758,0,0,0,0.0434775150565902,0,0,0.00434257640572574,0,0,0,-0.0379870370147187,0,0,0,0,0,0,0,0,0,0,0,0,0.0516845195534436,0,0,0,0.0678661021423656
X1299.HK.EQUITY,0,0,0,0,-0.0505031241829315,0,0,-0.0714999430385959,0,0.141613610856208,0,0,0,0,0,0.0342566346070882,0,0,0,0,0,0,0.135934966098668,0,0,0,0,0,0,0,0,0,0.0748983952113516,0,0.0122123717773916,0,0,0,0,0.183878567778826,0,0.14551042883403,0.0932358085668705,0,0,0,0,0.0165699559393726,0.298126958219266,0,-0.111769680761047,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.17949459038545,0,0,0,0,0,0.0450124240016471,-0.0453554957491853,0,0,0,-0.0629752426564545,0,0.175131886708069,-0.0768775325183933,0,0,0,0,0,-0.00952860825330563,0,0,0,0.0630767314777696,0,0,0,0.347228434121359,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.104551999806276,0,0,0,0.410367934941622,0,0,0,0,0,0,0.0769568822581165,-0.0165783489695123,0,0,0,0,0.150789444468289,0,0,0,0,0,0,0.0386430967020166,0,0,0,0,0,0,0,-0.131033060112259,0,0,0,0,0,0,0,0,0.120233512694691,0,0.151571293823863,0,-0.0295350518637185,0,0,0,0,0,-0.0624938526409539,0
X5.HK.EQUITY,0,0.156535644764284,0,0.0416305546859592,0,0,0,0,0,-0.0949637803870557,0.0596967184572239,0.0691845143764488,0,0,0,0,0,0,0,0,0,0,0.108983620474994,0,0,0,0.175428988843581,0,0,0.0853318637974573,0,0,0.0209180623045891,0,0,0,0,0,0.301416760252184,0,0,0,0,0,0,0,0.0401801382939177,0,0,0,0,-0.120015528647424,0
X388.HK.EQUITY,0,0,-0.0803832577053802,0,0,0,-0.0953096670794771,0,-0.0720079919118855,0,0,0,0,0,0,0,0,0,0,0,-0.0133784744593463,0,0,0,0,0,0,0,0,0,0,0,-0.200150315956882,0,0,0,0,0.0936276158386754,0,0,0,0,0,0.464605168184341,0.0508678557445598,0,0,0,0.123306172042043,0,0.134248439452946,0,0
