,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.120473731499643,0,0,0,0,0,-0.0896543145633508,0,0,0,0,0,0,0,0,0,0,-0.0583379527984329,0,0,0.54891533594312,-0.167932591958068,0,0,0,0,0.372188643318654,0,0,0,-0.102114806113416,0,0,0,0,0,0,0,0,0,0.0783533792225469,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0214859981195872,-0.0222639644749476,0,0,0,0,0,0.156956117207222,0,0,0,0.418223924763218,0,0,0,0,0,0,0.031626461292699,0,0,0,0.0323076950108066,0,0,0,0.203997001193684,0,0.0508556878974548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166506702043822,0
X601939.CH.EQUITY,0,0,0,0.771501840296384,0,0,0,0,0,0,0.101127015267842,0,0,0,0,0.111056020884804,0,0,0,0,0,0,0,0,0.0101021594089273,0,0,0.0663331598356219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00571206338935727
X601288.CH.EQUITY,0,0,0.926212839110161,0,0,0.0812942502392654,0,-0.0683329670147896,0,0.0223718890636217,0,0,0,0,0,0,0.0317480810559099,0,0,0,0,0,0,0,0,0,0,0.0161071691347596,0,0,0,0,0,0,0,0,0,0,-0.0545056945473945,0,0.0196719698897679,-0.111447136620892,0,0,0,0.0447974412852475,0,0,0,0,-0.104198499060684,-0.00343059064557376,0
X601628.CH.EQUITY,0,0.00721788355330474,0,0,0,0,0,0,-0.101418910206817,0.268648274194269,0,0.276117895812307,0,0,0,0,0,0,0.302863398029072,0,0,0,0,0,0,0,0,-0.0839266439245569,0,0,0.0206979732126133,0,0,0,0.264186368816587,0,0,0,0,0,0,0,0,0,0,0.109309760766818,0,0,0,0,0,0.0416591427576685,0
X600036.CH.EQUITY,0,0,0,0.353492589585849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174818145184463,0,0,0,0,0,0,0,0.188642396376124,0,0.028227302498389,0,0,0,0,0,0,0,0,0.0624988897235439,0,0,0,0,0,0,0,0.0692670744860427,0,0,0,0,0.0131838136092226,0,-0.00927104563155041,0
X601988.CH.EQUITY,0,0,0,0.0691394438999595,0,0,0,0,-0.0269680386223916,-0.0729195487139235,0,0,0,0,0,0,0,0,0,0,0.00121180348691905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131521133378174,-0.0624513492072671,0,0.989431524892923,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.169460663890145,0,0,0,0.06059837809593,0,0,0,0,0,0,0,0,0,0,0,0,0.315310348332603,-0.0473069145043909,0,0,0,0,0.0349009487126786,-0.0682039940054356,0,0,0,0,0,0,0.0407580693466739,0.0721260814638792,0,0,0,0,0.182525684689387,0.0430065784140403,0,0,0,0.150285742371942,0,0,0,0,-0.096035169340211
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.155239686397023,0,0,0,-0.205503814595886,0,0,0,0,-0.204274606431891,0,0,0,0,0,0,0,0,0.058408608296571,0.433315794321358,0,-0.152086121991601,0,0,0,0,0,0.0662595701143789,0,0,0,0.352303100509525,0,0,0.183776129014656,0.360909053038598,0,0,0,0,0.327916062668534,0,-4.33680868994202e-19,0.036125072039501
X388.HK.EQUITY,0,0,0,0,0.174206392662142,0,0,0,0,0,0,0,0,0,0,0,0.0945406842867755,0,0,0,0.298196758011876,0,0.245968518024221,0,0.17535815079052,0,0,-0.049778703172526,0,0,0,-0.0747876378731671,0,0,0,0,0.100633965077205,0,0,0,0,-0.077125301095362,0,-0.210779215787785,0,-2.77555756156289e-17,0,0,0,0,-0.02645443052884,0.340327386116613,0.0406856669467412
