,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.313145322672462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209507565875255,0,0,0.11846708939453,0,0,0,0.161677464260316,-0.0580686227787991,0,0,0,0,0,0,0,0,0,0,-0.147726829002897,0.226933638557433,0,0.0110701391096808,0,0.0353164802639986,-0.132263553855436,0
X601939.CH.EQUITY,0.150075132356396,0,0,0.251222966950744,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.242529583496853,-0.0726846355800848,0,0,0,0,0,-0.0677690317603811,0.0316907354611643,0,0,0,0.343497736721464,0,0,0,0,-0.0846773193824465,0,0,0,0,0,0,0,-0.0479947766389947,0,0,0,-0.0549614973330557,0,0,0,0,0,0.15349342551189,0,0,0,0
X601318.CH.EQUITY,0.0160048537769101,0,0,0,0.232707529010337,0,0,0,0,0,0,0,0.110460575396667,0,0,0,0,0,4.33680868994202e-19,0.0864214433461399,0,0,0,0,0.112137434315241,0,0,0,0,0,0,0,0,0,0,0.163787401758874,0,0,0,0.0953302674372722,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.236442985824566,0.0472481261022021,0,0.40313059871977,0,0,0,0,0,0.158352337988165,0,0.0975549867261525,0,0,-0.0195356565735102,0.0829563641700365,0,0,0,0,0.0145072688090636,0,0,0,0,0,0,0,0.0522661034830168,-4.33680868994202e-19,0,-0.0456411085773127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381522640213314,-0.0723204795411078,0,0,0
X601988.CH.EQUITY,0,0,0,0.387054576012556,0,0,0.0273635928980036,0,0,0.302086869377271,0,0,0,0,0,0.324179715147331,0,0,0.02358935472119,0.0816909656639097,1.38777878078145e-17,0.128302899359056,0,-0.0563967104110614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.468906315995636,0,0,0,0.0553172189624617,0,0,0,0,0,0,0,0,0.331848030405055,0
X600036.CH.EQUITY,0,0.157907727264125,0.0170157559772198,0,0,0,0,0.0278785125038247,0,0,0,0,0.0638001346271732,0,0,0,0,0,0.0990637582399444,0,0,0,0,0,0.235917315791922,0,0,0,0,0,0,0,0,0.377370867438077,0,0,0,0,0,0,0.0676730711817667,0,0,0,0,0,0,0.0793130055329394,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0208198604985034,0,0.120935025192079,0,0,0.0765977513879229,0,6.93889390390723e-18,0.293967218406804,0,0,0,0,0,0,0.0257859478273496,0,0,0,0,0,0,0.0325718832675948,0,0,0,0,0,6.93889390390723e-18,0,0,0.340556457120709,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.390445650450402,0,0,0,0,0,-0.0812035946982283,0,0,0,0,0.020454407796854,0,0,0,0,0,0.215561537591627,0.0354832065754674,0,0,0,0,0,0,0,0.0267762647768985,0,0,0,0,0,0,0,0,0.019232361838299,0,0,0,0,0,0,0,0,0,0.201665918561048,0.0892960762599785,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132833805445335,0,-0.135325213316055,0,-0.0101557159685864,0,0,0,-0.395458528134153,0.807364362198001,0,0,0.574298230576194,0,0,0.195024037713288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109315882056081,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.0263398585767578,0,0.0388853660655266,0.0963578697919834,0,0,0,0,0,0,-0.0345887067555155,0,0.0548509228853654,0,0,0,0,0.14085774601306,0.233548564363306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333193806414756,0,0.134108133758263,-0.159244632673603,0,0,-0.134200442950684,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0
