,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.276795268524963,0,0.396944650241873,0,0,0,0,0.0195070509751118,0,0.115664962329317,0,0,0,0,0,0,0,0,0,0,0.0524365843654933,-0.0763007757207432,0,0,0,0,0,0,0,0.0221526557713998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078784365682924,0,0.0929443412185282,0,0
X601939.CH.EQUITY,0.395771183092693,0,0,0.20069352714975,0,0,-0.115704802748622,0,0,0.00720884557829164,0,0,0.208012940022793,-0.052296228444751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.219309900929988,0,0,-0.0263722260232643,0,0
X601318.CH.EQUITY,0.0239099001249385,0,0,0,0,0,0,0,0,0,0.256875082890452,0,0,0,0,0,0,0,0,0,0,0.178573242913943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192624115099439,0,0,0,0,0,0,0.0600121912904836,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.286783458905328,0.165570766475958,0,0,0.117769366532585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163967128254722,0,0,0,0,0,0,0.00520706195352607,0,0,0,0.0359975909843744,0,0,0.0272223092230969,0,0,0,0.108530788735959,0,0,0.0790206917317013,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0740365154686668,0,0.43801241624553,0,0,0,0,0,0.270426968529611,0,0,0,0,0,0.100098397067902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147100086335523,0,0,0,0,0,0,0,0,0,0,0.0177224400664209,0
X600036.CH.EQUITY,0,0,0.0351430871785414,0,0,0,0,0,0,0,0,0.371481624957815,0,0,0,0,0,0,0,0,0,0,0.03544999812625,0.0244643090093834,0.124077614794073,0,0,0,0,0,0,0,0.0131113616504476,0.0876362123104178,0,0,0,0,0,0,0.054647650100939,0,0,0,0,0,0,0,0.280636370209183,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.118234781945453,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0399498022925227,0.203438541312612,0,0,0.0731214359535691,0,0,0.188290748769971,0,0,0,0,0,0,0,0,0,0,0,0.195052199183879,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.132038586356244,0,-0.16425466845415,0,0,0,0,0,0,0,0,0,-0.0137401638814431,0,0,0,0,0,0,0,0,1.15007770139951,-0.76733487403499,0,0,0.491599468823807,0,0,0,0,0,0,0,0,0,0,0,0,0.462795438149208,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0.100122546327485,0,0
X601628.CH.EQUITY,0.113562184602329,0,0,0,0,0,0,0,0,0,0,0.123265706203088,0,0,0,0,0.148853473307572,0,0,0,0,0.104420158092205,0,0,0,0.0549949137111919,0,0,0.124958638327673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133330633729778,0,0,0,0,0,0,0,0.0586985872222554,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127838379733004,0,0.264207445606542,0,0,0.40065439310617,4.33680868994202e-19,0,0,0,0,0,0.129968034459441,0,0,0,0,0.0891806753809666,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.206323628472455,0,0,0.167629916184308,0,0,0,0,0,0,0,0,0.126981454837119,0,0,0,0,0,0,0,0.138854334219394,0,0,0,0,0.0288129685821043,0,0,0,0,0,0,0,0,0,0,0.0726034268462548,0,0.161770684014901,0,0,0,0.131334057241025,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0283562655190091,0.0613112689554046,0,0,0,0.284797356272569,0,0,0,0,0.0764710716146001,0,0,0,0,0.0182434538188262,0.0899284395508737,0,0,0,0.0563611549096502,0,0,0,0,0,0,0,0,0,0.163592118520325,0,0,0,0,0.0283507938877429,0,0.00187111181621556,0,0,-8.67361737988404e-19,0,0,0,0,0.0552078319772045,8.67361737988404e-19,0.11843200021317,0.0336983980456152,0,0,0,0
X600000.CH.EQUITY,0,6.93889390390723e-18,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0627758121845395,0,0,0,0,0,0,0,0,0,0.400059881635151,0,0,0,0,0.184805710435605,0,0,0,0,0,0,0.0869352499922762,0,0,0,0,0,0,0,0,0,0.0319530916301258,0,0.0513062196838417,0.0793961940384427,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932411440906615,1.38777878078145e-17,0.42380348858398,0,0.0251300416032415,0,0.0363670077097272,0.241754331229763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
