,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,-0.127839086990473,0,0,0,0,0,0,0,0.153408841802414,-0.0786337467431754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0745162661303553,0.155386552768106,0,0,0,-0.21386497097012,0,0,0,0,0.569921228708725,-0.0623598596233585,0.0766201950713578,0,0,0,0,0,0,-0.0329163366746216,0,0,0.104167606340216
X601318.CH.EQUITY,0,0,0,0,0,0,0.0525100592862195,0,0.0705285406541396,0,0,0,0,0.07459983968554,0,0,0,0,0,0,0,0,0,0.194045498606095,0,0,0,0,0,0,0,0,0.0287171703487786,0,0,0,0,0.310947521091166,0,0,-0.0125627193618949,0,0.198639365268219,0,0,0,0,0,0,0,-0.0537802884432574,0
X601939.CH.EQUITY,0.323674392024315,0,0,0,0,0,0,0,0,0.0151890096274087,0,0,0,0,0,0,0,0.131745415346992,0,0,0,0,0.0246491673236716,0,0.0224287332269565,0,0,0,0.138663746594486,0.0996753183928796,0,0,3.46944695195361e-18,0,-0.174257740084716,-0.0172596270099965,0,0,0.444487767251904,0,0,0,0,0,0,0,0,0,0,0,0.108930644156676,0
X601288.CH.EQUITY,0,0,0,0,0,0.0373194094865729,0,-0.120828158904812,0.147764147742546,0,0.548105085161591,0,0,0,0.0658538613602226,0,-0.180254089705943,0,0,0,-0.0618335310981483,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.797419015249645,0,0,0,0,0,0,0,0,0,0,0.359557125691393,0,0,0,0,0.204027160341748,0,0,0,0,0
X5.HK.EQUITY,-0.215831365917051,-0.154315499088694,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.287026350523271,0,0,0,0.237522909316837,0.074930402949337,0,0,0,0.435670374468043,0,0.00627330832627721,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109416944337302,0,0.232720963390022,0,0,0,-0.0300913425713574,0,-0.0274536605884551,0,0,0.0533626367325758
X601988.CH.EQUITY,0.137132952730765,0,0.0151266741571581,0.399111574956637,0,0,0.0352593484651393,0,0,0,0.177726679257311,0,0,0,0,0,0.196907933066557,0.148926304731259,0,0,0,0.0352900161104844,0,0,0,0,0,0,0,0,0,0,0,0,-0.0892265439024614,0,0,0,0.123094544769121,0,0,0,0,0.0907952721579787,0.162592111100026,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0447934745799938,0,0,0,0.592282647961905,0,0,0,0,0.104990190921557,0,0,0.243766284672599,0,-0.106343652337861,0,0,0,0,0.055510314993458,0,0,0.0144879928403152,0,0.337711195772463,0,-0.183442973508808,0,0,0,0,0,0,0,0.0121622773828342,0,0,0,0,0,0,0,0,-0.216758610831305
X1299.HK.EQUITY,0,0.0923813082339196,0.013942974244177,0,0,0,0,0,0.0247995096281874,0,0,0,0,0.144028365620065,0.222453889448085,0,0,0,0,0,0,0,0,0,0,0.023730726448117,-0.00252932848502446,0,0,0.0207301253866742,0,0.304969469112818,0,0,0,0,0,0,0,-0.104683399962661,0,0,0,0,0,0,0.077802686474978,0,0,0,0,0
X601628.CH.EQUITY,0,0.037405955737234,-8.67361737988404e-19,0.0535020174308439,0,0,0,0,0,0,0,0,0,0.318778637714399,0,0,0,0,0,0,0,0,0.0861967963839591,0.0277462795960458,0,0,0,0,0,0,0,0,-0.0540560081010927,0,0,0,0.0451177258738327,0.230611117580996,0.00747240615037397,0,0,0,0,0,0,0.140931367460914,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.299864102244689,0,0,0,0,0,0.191357718883594,0,0,0,0,0,0,0,0.254992649546922,0,0.0542209131436671,0,0,0.0881839211222713,0,0,0,0,0,0,0,-0.172543804089969,0,0,0,0,0,0,0,0,0,0.0875342536019425,0,0,0,0,0,0,-0.230115805832496,0
