,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,-0.105323402732445,0,0,0,0,0,0,0,0,0.11882964824943,0,0,0,0,0,0,0,0,0,-0.185681366872811,0,0,0,0,0,0,0,0,0,0,0.0567818291490908,-0.282278293002321,0,0.0617565330125351,0,0,0.669076846465784,-0.233996851131846,0.0615734049983876,0.142054951065071,0,0,0,0,0,0,0,0,0.21423535092266
X601318.CH.EQUITY,0,0,0,0,0,0,0.113880102072864,0,-3.46944695195361e-18,0.0256532647836136,0,0,0,0.00811576383081281,0,0.0445597251470435,0,0,0,0,0,0,0,0,0.164926177814393,0,0,0,0,0.0511870608657761,0,0,0,0,0,0,0,0.483467361890344,0,0,-0.0430478337930718,0.042808409865926,0,0,0,0,0,0,0,0,0,-0.0143403339061823
X601939.CH.EQUITY,0.281764065713823,0,0,0,0,0.0146037990169683,0,0,0,0.0401896049202315,0,0,0,0,0,0,0,0,0,0,0,0,0.0432091557114803,0.0935442670582873,0,0,0,0,0.193684216144875,0,0.0862813655513356,0,0,0,-0.107140630027469,0,0,0,0.410204408411227,0,0,0,0,0,0,0,0,0,0,0,0.15166410938313,0
X601288.CH.EQUITY,0,0,0,0,0,0.183116004869362,-0.00438261376836939,-0.139963100015748,0.280492212785327,0,0.275407461915966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011718786152678,0.0896735038166106,0,0,0,0,0,-0.52139802102005,0,0,0,0,0,0,0,0,0,0,0.0233587628796215,0,0,0.0550028951664533,0,0,0,0
X5.HK.EQUITY,-0.148847088490131,-0.0301031833802739,0,0,0,0,0,0.0346300523624647,0,0,0.0792439745978849,0,0,0,0.0355673535667399,0.207297890434846,0,0,0,0,0.278982599939608,0,0.419641399545861,0,0.0213870744716303,0,0,0,0,-0.312227135592993,0,0,0,0,0,0,0,0,0,0,-0.039798756694151,0.231193694354833,0,0,0,-0.138739118606112,0,-0.209662436214482,0,0.00472875821539179,0,0.0975397847008771
X601988.CH.EQUITY,0.180218971096069,0,0,0.512768731235581,0,0,0,0,0,0,0.130228001403745,0.0545700712897584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127577458793272,0,0,0,0,0,0,0,0,0,0,0.202713549561152,0,0,0,0,0,0,0,0,0,0,0,0.0954411909519432,0
X600036.CH.EQUITY,0,0.447155267000645,-0.0830740499679838,0,0,0,0,0,-0.00546607163373664,0.50946376474213,0,0,0,0,0,-0.145612245054884,0,0.0460921933177575,0.0620942960089032,0,0,0,0,0,0,0.0826894593414705,0,0.0208107149880936,0,0.361904918671112,0,0,0,0,-0.28092115080823,0,0,0,0,0,0,0.101852595509861,0,0,0,0,0,0,0,0,0,-0.105230295330695
X1299.HK.EQUITY,0,0,0.00647899022639732,0,0.088951406344002,0,0,0,0,0,0,-0.0399318429956568,0,0.0539319473141902,0,0,0.149252246131323,0,0,0,0,0,0,0.0439856554311382,0,0.204494685513569,0,0,0,0,0.125117374268319,0.162237478238456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0118033346789731,0,0,0,0,0,0,0,0,0,0.0150722154295633,0.211772396094119,0,0,0,0,0,0,0,0,0,0.107853667695963,0,0,0,0,0,0,0,0,0,0,0,0,0.000750956554208278,0.395116790904608,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0503096576109978,0
X601328.CH.EQUITY,0,0,0.0476306779002627,0,0,0.130741963928874,0.247635298131762,0,0,0,0,0.0513880964140474,0,0,0,0,0,0.241344831004165,0.170413322996475,0,0,0.0156976546654524,0,0,0,0,0,0,0,0,0,0,-0.158874731996479,0,0,0,0,0,0,0,0,0,0,0,0.157922811034214,0,0,0,0,0,-0.415913126566622,0
