,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.244203047999125,0,0.133790053769136,0,0.038438800339492,0,0,0.2502822116641,0.0714583875180273,-6.93889390390723e-18,0.107493113787815,0,0,0,0,0,0,0.0598174103065277,0,0,-0.0873063375248211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059047090911314,0,0,0,0,0,0,0,0,0,0.0518136448489989,0.0131544649900982,0,0,0,0,0
X601939.CH.EQUITY,0.462093208194836,0,0,0.0175980720446827,0.000403099164414986,0,-0.031113843133034,0,0,0,0.192544568661873,0,0,0.226260798375936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00858792901554455,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.232925704869547,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019979175808148,0,0,0,0,0,0,0.152663598154382,0,0,0.0792287041461669,0,0.173923576305147,0.183717057666238,0,0,0,0,0
X601288.CH.EQUITY,0.358190543572466,0.0429008718962972,0,0,0.392843016299721,0,0,-0.0203074402723482,0,0,0.0691723214319638,0,0,0,0.107204344079852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201872186108782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143396932247557
X601988.CH.EQUITY,0,0.0544863163765224,0,0.318855350150167,0,0,0,0,0,0,0.182515826938765,0,0.0847633414238505,0,0,0,0,0,0.196689461472408,0,0,0,0,0,0,0.0409552642456658,0,-0.0116495243334518,0,0,0.0756760265059242,0,0,0,0,0,0,0,0,0.0683073398368796,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0210325840011211,0,0,0,0,0,0,0,0,0.413718643106049,0,0,0,0,0,0,0,0,0,0.0529784871734491,0,0,0,0.129785431578302,0,0,0,0,0,0,0,0,0,0,0.0833123517033475,0,0,0.0595002586455015,0,0,0,0,0,0,0,0,0,0.260757858902234,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0197346756613531,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0305534744876201,0,0.178039928680229,0.0698279338896949,0,0,0.0920868491533909,0,0,0,0,0,0,0.130864191561022,0,0,0,0,0.237356039150595,0,0,0,0,0,0,0,0,0,0.0228255766463991,0,0,0,0.208591874753135,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564854770705989,0.403903921912441,0,0,0,-0.623149966708828,0,0,0.850436414114007,0,-0.88254609466341,0,0.17403495626434,0,0.597710338136091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188922049955866,0,0,0,0,0,0.0784132536340442,0,0,-0.0896640599884607,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.294237388519137,0,0,0,0,0,0,0.0991892249695584,0,0.161956822217986,0,0,0,0.13168125776834,0,0,0,0.0124152828896052,0,0,0,0,0,0,0.0566625207083038,0,0,0,0,0,0.0931744278479487,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,-0.220934562956926,0.285725821286157,0,0,0,0.0936721860718975,0,0,0,0,0,0,-0.263649561783938,0,0,0,0,0,0,0,0,0,0,0,0,0,0.710459496345544,-0.0149938386724353,0,0,0,0,0,0,0,0,0,0,0,-0.102210823236417,0,0,0,0.745691723368738,0.0998783053367975,0,0,-0.108342242838561,0,0.123257276557374
