,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.36534674223041,0,0.0580022356455686,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0855423962631898,0.140530495643047,0,0,0,0,0,0,0,0,0,0.00147315578314089,0,0,0,0,0,0,0,0.106284235641892,0.0286117235816403,0,0.0823268493977667,0,0,-0.0170873057660594,0,0,0,0.0606648572221932,-0.0333287821701611,0,0,0,0,0.0446185546287087
X601318.CH.EQUITY,0,0,3.46944695195361e-18,0,-6.93889390390723e-18,0,0,0,0,-0.0111088400557352,0,0,0,0,0.171692576128344,0,0,0,3.46944695195361e-18,0.328468277172216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20152502351876,0,0.0505651544375774,0,0,0,0,0,0.00331080715501133,0,0,0,0,0,-4.33680868994202e-19,0.144205040984453,0
X601939.CH.EQUITY,0,0,0,0,0.681196751734887,0,0,0,0,0.0136604341882888,0.242739446295099,0,0,0,0,0.0755673189011917,0,0,0,0.00130228825495227,0,0,0,0.0196002372649312,0,0,0.022886847355403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461819402132196,0,0,0,0,0,0,0,0,0,0,0.0285319567814279
X601628.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.160333716057287,0,0.0669372241095604,0,0,0,0,0,0,0.335275844267697,0,0,0.196744967114477,0,0.0888626418345242,0,0,-0.00443348418740184,0,0,0,0,0,0.160792786387722,0.0343862819065455,0.0767435546430878,0,0,0,0,0,0,0,0,0,0,0,0.150681103210552,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.951135946787084,0.0107600161885646,0,0,0,-0.0621416330286132,0,0,0.0701285327039319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405655920492332,0,0,0,0,0,-0.024548873502663,0,0,0.0027791314223164,-0.0647746890275518,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.228066857431973,0.0740172246268275,0,0.159018818728378,0,0,0.0961261488668679,0,0,0,0,0,0,0.255796726690446,0,0,0.0865655355157485,0,0,0,0,0,0,0,0.203707078807708,0,0,0.0558058014978936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.0820774613016158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208500377169459,0,0,0,0.0978933963085739,0,-0.0400425657335682,0,0,0,0,0,0,0,-0.0249078343209589,0,-0.0367110864577336,0,0,0,-0.146376616274007,0.904547121645444,0,0,0
X1299.HK.EQUITY,0,0,-0.0821719302755593,0,0,0,0,0,0,0.193163122989664,0,0,0,0,0,0,0,0,0,0,0,0,0.214194731976259,0,0,0.109523942973156,0.121021663638835,0,0,-0.0445359951354541,0,0,0,0,0,0,0.0133205006102188,0,0,0,0.0213152069384697,0.0818365752598504,0,0.159783979168868,-0.0272913567394705,0,0,0.143094859280641,0,0,-0.0624478110278483,-0.186331548022262
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.225302810944896,0,0,0,0,0,-0.0474422522837443,0,0,0,0,0,0,0,0.0826480502941093,0.345560654235306,0,0.126031015215117,0,0,0,0,-0.0545432123137823,0,0,0.0917899581080296,0,0,-0.048674460196973,0.14722634637477,0,0.31356075844767,0.0339048279213977,0,0,0,0,0.0682702643945595,0,0
X388.HK.EQUITY,0,0.0978096101569201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161208378972732,0,0,0,0.103688649692727,0,0.0553028787271582,0,0,0,0,0,0,0.110901609194795,0,0,0.0965874620687266,0,0,0,0.178381045782093,0.117165464519763,0.210263400050595,0,0,0,-0.260654636833807,0,0,0,0.302054927897755,0,0,0,0.0321708465035998,0
X601658.CH.Equity,0.128723609992443,0,0.259636851217,0,0.0624165111553765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154378519497678,0,0.233398236291326,0,0,0,0,0,0,0,0,0.0417038600728349,0,-0.0498295050822643,0,0,0,0.0723656247399277,0,0,0,0.0750691777882265,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440128858296876,0,0,0.0046798366902571,0,0,0.128263886109746,-0.00938694560273708,0,0,0,0,0,0,0,0,0,0,0,0.225560985901818,0.02372877280445,0,0,0,0,0.208286826651075,0,-0.0100114429867698,0,0,0,0,0,-0.0580382234221423,0.113061495800879,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0502509567722335,0,0.101032440682019,0,0,0,0,0,0,0,0.0730298512563615,0,0,0,0,0,0,0,0.0778967235431038,0.0583668946070408,0.410731154048146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223385691769644,0,0,0,0.223569647855463,0,0,0
