,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.115556240169244,0,0.626263955397471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113257520677646,0,-0.010182962796021,0,0.0143768149195225,0,0,0,0,0,0,0.0767012305804889,-0.0223909048579389,-0.00409977966830781,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.00168098335173691,-0.0146627299756223,0,0,0,0.18215783853889,0,0,0,0,0,0.344078931065631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182533221986111,0,0,0.0897776062112603,0,0,0,0,0,0,0,0,0,0,0,0,0.140431722156495,-0.00518041710060656
X601939.CH.EQUITY,0,0,0,0,0.322426966345645,0,0.000420958612011442,0,0,0.113568261944383,0.181327966433224,0,0,0.0710208259200615,-0.0445434986158948,0.184365210773845,0,0,0.0700311367230553,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.153869835009745,0,0,0,0,0,0,0,0,0,0,0,0,0.0531729719084454
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0186970576654148,0,0,0.252983369864324,0,0,0,0,0.165639747669315,0,0,0,0.23247096466368,0,0,0,0,0,0,0,0,0,0.0247749690517991,0,0,0,0.192822456642684,0,-3.46944695195361e-18,0,0,0,0,0,0.0862783056617275,0,0,0.104486263667103,0,0,0,0,0
X601288.CH.EQUITY,0.446871233439525,0.0103653382072528,0,0,0,0,0,-0.0244390224147541,0,0,0,0,0,0.0633248345526695,0,0,0.07614580596692,0,0,0.0932065967287773,0,0,0,0,0,0,0,0,0.0702350499707371,0,0,0,-0.0386687539154906,0,0,0,0,0,0,0,0,0.0564779004019631,-0.055801995624398,0,0,0,0,0,0,0.271487309754157,-0.0505090496604297,0
X600036.CH.EQUITY,0.0113750252049153,0.205203740409628,0,0,0,0,0,0,0,0,0,0,0,0.276444831324621,0,0,0,0,0.100034674942646,0,0,0,0,0,0.00780887779885845,0.24871757671167,0,0.0873975753656615,0,0.0733102979224221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.0308202837100001,0.149700916027831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0627034941501731,0,0.000544084952617655,-0.0718867602737958,0,0,-0.126834426994187,0,0,0,0,0,6.93889390390723e-18,0,0,-0.0771477046624974,-1.73472347597681e-18,0,-0.0590274379043086,0.934816044166264,0,0,0
X1299.HK.EQUITY,0,0,-0.129357126695282,0,0,0,0,0,0,0.255871318346002,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.131953530522984,0,0,0,0.187917590015555,0,0.29266863936119,0,0,0,0,0,0,0,0,0,0.0371085993629182,0,0.0184174993499502,0,0,0.061654138315337,0.117013667580041,0,0.121513665756821,0,0,0.0604547065228661,0,0.0226322863174759,-0.0764066426462861,-0.0290920158484503
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.229902839010351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543364058675044,0,0,0.356211780882428,0.136999865731158,0,0,0,0,0,0,0.0677662519342502,0,0,0,0,0.167101057553118,0,0.34128057711742,0,0,0,0,-0.0660113525427983,0,0
X388.HK.EQUITY,0,0.0703637730482046,0,0.130500219219063,0,0,0,0.0287907126022238,0,0,0,0,0,0,0,0,0,0,0,0,0.0605536581250938,0.050250482502057,0,0,0,0,0,0,0,0,0.151964378906153,0,0,0,0,0,0.0608329845639753,0.134114593710612,0.244159668459724,0,-0.234882166878338,0,0,0,0.0176854395840382,0,0.316828419200072,0,0,0,0,0
