,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.143025699439553,0,0.0165209583147347,0,0,0,0,0,0,0.28092642565369,0.241882344158208,0,0,0,-0.0939113949746349,0,0,0,0,0,0,0.0185484163270163,0,0,0,0,0,0,0,0,0.2627133972912,0.0247276679981154,0,0,0,0,0,0.03997224750283,0,0,0.0608934790616338,0,0,0,0.0206396146665959,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0905623481694166,0,0,0.265850585736174,0,0,0.315542650965544,0,0,0,0.106826547430724,0,0,-0.0614620951673302,0,0,-0.0314525055647104,0.0474271751469423,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.109509909013848,0,0,0,0,0,-0.26966967065253,0.136169318993625,0,0.00946897027301059,0.124040069881646,0,0,0,0,0.0325290331486169,0,0,0
X601939.CH.EQUITY,0.477457114041775,0,0,0,0,0.184475532448941,0,0,0,0,0,0,0,0.0591352762222044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365360279277727,0,-0.117497948878206,0,0.0488025159987431,0,0,-0.0455999661835976,0,0,0,0,0
X601288.CH.EQUITY,0.532573409955189,0,0,0,0.0701305284232437,0.160256136010493,0,0,0,0,0,0,0,0,0.049682627629982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228957469625744,0.255246359275746,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.235579553028145,0.00568244558914334,0,0.135650509697484,0,-0.0675892163769572,0,0,0,0.282378130937867,0,0,0,0,0,0.643528234565674,0,0,-0.127271255850339,0,0,0,0,0,-0.202605524027014,0,0,0,0,0,0,0,0,0.0266948132894807,0,0,0,0,0,0,0,0,0,0.134831892710293,0,0,0,0,0
X601988.CH.EQUITY,0.0281435578086359,0,0.144394542846017,0.18102735747534,0,0,0,0,0.115219616876071,0.151688445476454,0.0324424682688168,0,-0.285665102056461,0,0,0,0,0,0,0.352944805739196,0,0,0.00116894693281756,0,0,0,0.0488452983540841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.275374772423917,0,0,0,0,0,0,0,0,0,0.0844145481548824,0,0.172366119061072,0,0.104021652580565,0,0,0,0,0,0,0,0.0782664082780882,0,0,0,0,0,0,0,0,0.167869414612341,0,0,0,0,0,0,0,0.0863402694813203,0,0,0,0,0,0.0648060764518281,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.00906300987399026,0.171698681085798,0,0,0.0478005422768372,0,-0.0729797487782134,0,-0.0833792930765296,1.38777878078145e-17,0,0.335551155095079,0.278500211452354,0,0,0,0,0.108508053817958,0,0,0,0.0547842091553135,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0774618494487659,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.218157537071626,0.384396811304791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246023634589754,0,0,0,0.00117620988218839,0,0,0,-0.0320195784056266,0,-0.0965079319741631,0,0.191030805037983,0,0,0,0,0,0,0,0,0,0,-0.0814321773235734,0.12352220885251,0,-0.149041225157606,0,0.105126514615361,0.1168331277566
X601166.CH.EQUITY,0.167609669798728,0,0,0,0,0.142780407125254,0.105587394879506,0,0,0,0,0,0,0.151676611806598,0,0.555995210613542,0,0,0,0,0,0,0,0,0.073844953051442,0,0.0155707462898926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358466396751075
