,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.363144607524806,0,0,0.0971345582528343,0,0.314046820144813,0,0,0.106707535531348,0,0,0,0,0,0.0904365730272117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152557404752318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.421358217629957,0,0,0.0415316101896154,0,0,0,-0.113954681766073,0,0.0468738329054889,1.38777878078145e-17,0,0.431416572238693,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0487551245153021,0,0,0,0,0,0,0,0,0.0481133846631041,0,0,0,0,0,0,0,0,0,0,0.0270779622633154,0,0,0.0392629874126757,0,0
X601318.CH.EQUITY,0,0,0,0.0482030706682916,0,0,0,0,0,0,0,0.366296129604997,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0150537296777936,0,0,0,3.30348004132976e-05,0,0,0,0,0,0,0,0,0,0,0,0.0791230575275648,0,0.0607991820564004,0.170572387826035,0,0,0,0,0,0.152529328036066,0,0,0,0,0,0
X601288.CH.EQUITY,0.399166505851989,0,0,0,0.347061467294684,0,0,0,0,-0.00299252825904616,0.103253302665658,0,0,0,0,0.053424651069675,0,0.0699319706501204,0,0,0,0,0,0,0,0,0,0,0,0.00748539696990222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361274811204319
X601988.CH.EQUITY,0,0,0,0.277421231708224,0,0,0,0,0,0.00163347686365108,0,0,0,0,0,0,0,0.136281769411422,0,0.135328093463414,0,0,0,0,0,0,0,0,0.00149177988727744,0,0.0662474827526961,0,0.0118887513738753,0,0,0,0.0468096979258135,0,0,0,0,0,0,0,0.165857049237184,0,0.149477457828188,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.175641207084015,0,0,0,0,0,0.0452830330630854,0,0,0,0,0,0,0,0,0,0.191830325388753,0,0,0,0,0,0,0,0,0,0.227132783021556,0,0,0,0,0,0.423491481429919,0,0,0,0,0,0,0,6.93889390390723e-18,-0.0609985950471704,0
X600036.CH.EQUITY,0,0,0.0284392086503994,0,0,0.0493971890388913,0,0,0,0,0,0.333139097270635,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0250573895682046,0,0,0.0897878362019839,0,0.00155906909198993,0,0,0,0,0.132536331357317,0,0,0,0,0,0,0.0718292843377208,0,0,0,0,0,0,0,0,0.275816144149298,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0251838851260229,0.0607712820516315,0,0,0,0,0,0,0,0,0.280319761260069,0,0,0,0,0,0.14929674307387,0,0.0570039904026642,0,0,0,0.136472777546068,0,0,0,0,0,0,0,0,0.20440769316011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0629096748226237,0,0,0,0,0,0,0,0,0,0,0.0774004749358883,-4.33680868994202e-19,0,0,0,0,0.221846672478809,0,0,0,-3.46944695195361e-18,0.172857677043804,0,0,0,0,0,0,0,0.0346435055742232,0,0,0,0.0598006470625506,0,0,0,0,0.181092140415766,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163915460504277,-0.138987498282396,0,0,0,0,0,0,0.0977070533026009,0,0,0,0,0,0,0.271174994748058,0,0,0,0,0,0,0,0,0.120388152969587,0.0771489815709374,-0.48998281475439,0,0,0,0,1.09190966382538,0,0,0,0,-0.182295580318569
X601328.CH.EQUITY,0,0,0,0.261585056151839,0,0,0,0,0,-0.0319398302295651,0,0,0.236918674572205,0,0,0,0,0,0,0.34681730370694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962316327082221,0,0,0.0801870274746285,0,0,0,0.0353356750115157,0,0,0,-6.93889390390723e-18,0,0,0,0.0152383138472151,-0.0168129170556922,0
X601166.CH.EQUITY,0,0.0905780412647747,0,0.0159536492252655,0,0,0.159438295832692,0,0,0,0,0,0.037211443796515,0,0,0,0,0.0247787520458584,0,0,0,0,0,0,0,0,0,0,0,0.311272527588606,0,0,0,0,0,0,0,0,0.0688365316750158,0,0,0,0,0,0,0.229511969600843,0,0,0,0.0833665505048447,0,0
X600000.CH.EQUITY,0,0,0,0.00734831744667614,0,0,0,0,0,0,0.350437077101585,0,0,0,0,0,0,0,0,0.109137116692265,0,0,0.227927544932008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177866113527104,0,0,0,0.115110276668603,0,-6.93889390390723e-18,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0424768651991909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0931003978522768,0,0,0,0.0727697476147115,0.52967499241668,0,0,0,0,0,0,0.150075043068391,0.143264067074481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387552473347637,0,0,0,0,0,0,0,0,0.209465247227344,0.119186841295387,0,0,0,0,0,0,0,0.0313658834691821,0,0.0263568542739379,0.231299668820979,0.0469689086507345,0,0,0.217158829272728,0.0178605918553256,0,0,0
X388.HK.EQUITY,0,0,0.200905332048827,0,0,0,0,0.468108394049482,0,0,0.0355886040469712,0,0,0,0,0,0,0.036598587790176,0,0,0,0,0,0,0,0,0.0466802585040039,0,0,0,0,0,0,0.00213006285174324,0,0,0,0,0,0,0,0.0227275512684928,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.00039885632680336,0.0110607603259146,0,0,0,0,0,0,0,0,0,0.0214932463962136,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.118169609698445,0.271900220905489,0,0.262996838573893,0,0.0930681758039994,0.201645948941706,0,0,0,0,0,0,0.0537329290931127,0,0,0.161128867699768
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0544425675922362,0.351549880020743,0,0,0.0795525871919242,0,0,0,0,0,0,0,0,0,0,0.0781300456666398,0,-8.67361737988404e-19,0,0.272221744115979,0,0,0.134009999951497,0,0,0,0,0,0,0,0,0,0,0.0466008495032627,0,0.00598007360062084,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0518795850623072,0,0,0,0,0,0,0.0501989040975772,0,0,0,0,0,0,0,0,0.0623860715503095,0,0,0,0,0,0.0411966849019444,0,0,0,0,0,0,0.0529689982146759,0,0,0.437788309691932,-8.67361737988404e-19,0,0,0,0.290398669047928,0,0,0,0
