,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.168524990917503,0,0.194418153914194,0,0.156824767406715,0,0,-0.0554626474262612,0,0,0,0,0,0,0,0,0.075384075821805,0,0,0.138218832851659,0,0,0,0,0,0,0,0,0,0,0,0.0698177695099191,0,0,0,0,0.0316614096010742,0,0,0,0,0,0,0,0,0.174744478206061,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0885124937889888,0,0,0.0457231389719721,0,0.0918231498043788,0,0.134121378534482,0,0,0,0,0,0,0.477640869788963,0,0,0,0,0,0,0,0,0.0527672991607863,0,0.0831889190348335,0,0,0,0,0,0,0.0643731415853666,0,0,0,0,0,0,0,0,0,0,0,0,0.0749698965521291,-0.0451696099631903
X601939.CH.EQUITY,0,0,0,0,0.190277602038167,0,0.245058863490956,0,0,0.0840191022096748,0.026496827445311,0,0,-0.139125673563982,0.00895739409946818,0,0,0,0,0,0.0799801230793224,0,0.491675117177931,0,0,-0.0160764942073235,0,0,0,0,0,0,0,0,0,0,0,-0.0371801740704722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.091191092679885,0,0,0,0,0,0,0,0,0,0,0.219812172023337,0,0,0,0,0,0,0.0847384961779154,0,-0.195718389643209,0,0,0.137395314133921,0,0,0,0,0.230356236406301,0.382705691936389,0,0,0,0,0,0,0,0,0,0,0.0686642235182125,0,0,0,0,0.0164570245565401,-0.118416732167745
X601288.CH.EQUITY,0.0927768116432783,0,0.00172840241870838,0,0,0,0,0,0,0.0239667603171472,0,0,0.0246010812830122,0,0,0.494958348724755,0,0,0,0,0,0,0.28203705880348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128186604948489,0,0,0,0,-0.0512019952433422,0
X600036.CH.EQUITY,0.179177866152457,0.110236928829712,0,0.127032009888313,0,0,0.0264285600965032,0.0678638854934039,0,0,0,0,0.301272049686871,0,0,0,0,0,0,0,0,0,0,0,0.217457743588443,0,0,0,0.0487055314667969,0,0,0,0,0,0,0,0,0,0,0,0.0489915917025063,0,0,0,0,0,0,0,-0.0275014486816033,0,0,0
X601988.CH.EQUITY,0,0.184465358264832,0,0,0.294917776996687,0.27810591171768,0,0,0,0,0,0,0.0412538119930468,0,0,0.0990624518226088,0,0,0,0,0.153065064954047,0,0,0,0,0,0,-0.0398572286732957,0,0,0.0888617224931235,0,0,0,0,0,0,0,0,0,0,0,0,-0.149331696644251,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,-0.140907335783181,0,0,0,0,0.36037241663403,0,0,0,0,0,0,0,0.119442579602841,0,-0.00192758907542772,-0.0554329879943873,0,0,0,0.0535309950591515,0,0.364253638857516,0.144908341489703,0.0601359325184144,0,0,0,0,0,0,0,0,0,0,0,0,0.0499815387679902,0.0243581420557001,0,0,0,0,0,-6.93889390390723e-18,0,-0.021199564349859,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.121742220263854,0,0,0,0,-0.0671185525340365,0,0,0,0,0,0,0,0,0.433519849203558,0.0842581247913928,0,0.0368926344158022,0,0,0.135641308003853,0,0,0,-0.00209458665780163,0,0,0,0,0,0.306911546080618,0,0.183712065259446,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.129833207117075,0,0,0,0,-0.00238241330202465,0,0,0,0.0801202649927426,0,0,0,0,-0.111887961466508,0,0,0,0,0,0.46554213301269,0,0,0.1098911929181,0.0352986256268157,0,0,0,0.346655599640507,0,-0.0306749079560649,0.399241368558286,0,0,0,0.129647850814494,0,-0.0783713073862364,0.155064738239369,0,0,-0.408552071032869,0.0687960014864789,0,0,0,0,0,-0.105806302034259
X601658.CH.Equity,0.09019099774753,0.0763493192532691,0,0,0,0,0,0.110069253786104,0,0,0,0,0.0872707920021941,0,0,0.293469230145272,0,0,0.0511454195812609,0,0,0,0.0362786413074072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710617583119985,0,0,0,0,-0.11306238641999,0,0,0.000101301578131239,0.200433212853678,0.0381085571523943,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0338857620320742,0,0,0,0.0202099964462173,0,0.0173692361715478,0,0,0,0,0,0,0,0,0.0756199969178837,0,0.327206617457289,0,0,0,0,0.0483903867016413,0,0,0,0,0,0.0669180837993508,0,0,0,0.233714839618908,0,0.199265172030019,0,0,0,0,0
X000001.CH.EQUITY,0,0.0137319783260948,0.0222781900964486,0,0,0.566789530086594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242606512652566,0.049138830890203,0.0642511575184377,0.00949339228260397,0,0,-0.250458920303319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0056816342563099,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19710257293646,0,0.539270655867603,0,0.0285368199190405,-0.0697977296562325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363763582333962,0,0,0,0.120206005980027,0,0,0,0,0,0,0,0,0,0,0.256155099569403,0,0
X000002.CH.EQUITY,0,0,1.73472347597681e-18,-0.309899835660426,0,0,0,0,0.204168143770945,0,0,0.117631964686181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100478256485267,0,0,0,0,0.129843111466848,0,3.46944695195361e-18,0,0,0,0.0789413824007961,0,0,0,0.00580045959362759,0,0,0,0,0,0.0246325863402041
X601328.CH.EQUITY,0,0.0920508605153802,0,0,0.0411787294348988,0,0.0493808085659991,0,0,0,0,0,0,0,0,0,0,0,0.171169901105408,0,0,0.176301253132093,0,0,0,0,0,0,0.0915667353767236,0,0,0,0.0755228791026337,0,0,0,0.0315360503240046,0.0419432142273804,0,0.0932487561087358,0,0,0,0,0,0,0,0.218625470309343,0,0,0,0
X601601.CH.EQUITY,0,0.434310225472343,0,0.129365321116929,0,0,0,-0.0306365572175127,0,0,0,0.124379712742135,0,0,0,0,0,0,0,0.27009531528828,0,0,0,0,0.00346626931760828,0,0,0,0,0,-0.140403328293425,0,0,0.185498967666322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
