,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.141421298003853,0,0.126665734868351,0,0,0.0262531986456676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486949765321915,0,0.418361277089138,0,0.215961824585671,0,0,0,-0.111988199256617,0,0,0,0,-0.186381085589746,0,0,-0.0357529855262851,-0.0852703173162009,0,-0.687486602712554,-0.0580245672557381,0,0.0917777867756009,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.360468493241822,0,0,0,0,0.0294019553723548,0,0,0,0,0.245151500491228,-0.132126174328491,0,-0.0151402748051156,0,0.0179731942348116,0,0,0,0,0,0,0.061752603298153,0,0,-0.183519779419462,0,0,0,0,0,0,0,0,0,0,0,0.0757696111286704,0,0,0,0,0,0.308850218974288,0,0.138761258630752,0,0.123474966414727,0
X601318.CH.EQUITY,0,0,0,0,0.119152426682393,0.248616498450174,0,0,0,0,0,0,0,0,0,0,0,0.121810150922925,0,0,0,0.126345111530014,0,0,0,0,0.00460372462340809,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.297193442343072,0,0,0.121650315249654,0,0,0,0
X601288.CH.EQUITY,0,0.461340362441467,0,0,0.0601176522386177,0,0,0,0,0,0,0.124617671868101,0.2684806544053,-6.93889390390723e-18,0,0,0,0,0.0365213496057987,0,0.0910578749114872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147881856666419,0,3.46944695195361e-18,0,0,0,0,0,-0.0780508151617701,0,0,0,-0.13217207437806,-0.113372888546471,0,0,0
X601988.CH.EQUITY,0,0,0,0.490588004303626,0,0,0,0,0,0.172923297713355,0,0,0,0,0,0.289639747839669,0,0,0.215377101426726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.496821509032384,0,0,0,0,0.166384941941867,0,0,0,0,0,0,0.332104150895472,0
X600036.CH.EQUITY,0,0.0415402411414902,0,0.0706433447986646,0,0,0.00695897410624707,0.0505278461599712,0,0,0,0,0,0,0,0,0,0,0.0204677671687609,0,0,0.175405926262242,0.0636027109987001,0,0,0,0,0,0,0,0,0,0.0600354709065879,0,0,0,0,0,0,0,0,0.138196587478778,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0764890853821465,0,0,0.0566991333556285,0,0,0.21973016888772,0.0347710089523903,0,0,0,0.0473528023974906,0,0,0,0,0,0,0.0692982810237311,0,0,0,0,0.0833512332411045,0,0,0,0,0,0.144269236592331,0.242532656263061,0,0,0,0,0,0,0.134797607292808,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.35023074437622,0.0566638936311347,0,0,0,-0.114268504032648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761603524731046,-0.0259530999571172,0,0,0,0,0,0,0,0,0.0879008844819577,0,0,0,0,0,0.150283928108693,0.0794502213483799,0,0,0.0619063863788014,0,0,0,0,0,0.0193120278449883,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111061984397224,-0.152675140407452,0,0,0,0,-0.380341223136981,0,0.749515273685209,0.0557582618618991,0.519690807080837,0,0,0,0.0305549216917534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146565984571187,0.100772467427496,0,0,0
X601658.CH.Equity,0,0.0971515181122413,0,0.144217032113701,0,0,0,0,0,0,-0.0497328320698361,0,0,0,0,0,6.93889390390723e-18,-0.124052140982345,0.129521148105023,0.288531385961043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852309582823984,0.288988742302566,0,-0.0224772675716369,0,-0.0230591253072131,0,0,0,0.0419149328714423,0,0,0,0
