,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.00580328319761227,0.357436552775243,0,0,0.0816116492953022,0,0,0,0,0,0,0,0,0.0392395060699234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319501977986275,0,0,0.20389786316819,0,0,0,0.0252241145256029,0,0,0,0,0,0,0,0,0.206249252322533,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.00986747720588464,0,0,0,0.147643597552651,0,0.0587493117929837,0,0.0913935185090452,0,0,0,0,0,0.211332689008232,0,0.216414213201954,0,0,0,0,0,0,-0.0108301287794218,0,0.0828207657539642,0,0,0,0,0.0139825661908663,0,0,0.0514952194688354,0,0,0,0,0,0.0169824940405009,0,0,0,0,0,0,0.0728672499742294,-0.010232961916417
X601939.CH.EQUITY,0,0.0422024371308711,0,0.217698762309826,0,0,0,0,0,0,0,0,0,-0.0200332389716253,0,0,0,0,0,0.0373241622133279,0,0.796390932658124,0.0951135588754798,-0.196789181881551,-0.112638556619068,3.46944695195361e-18,0,0,0,0.0124387085636447,0,0,0,0,0,-0.062142399247952,0,0,0,0,-0.127890125845215,0,0,0,0,0,0,0,0,0,0.0526939760449946,0.111617296698773
X601288.CH.EQUITY,0.219420544865126,0,0.0492070507424179,0,0.044846321886429,0,0.141349256893593,-0.00863656411726754,0,0,0,0,0,0,-0.038796371971549,0.176349649370786,0,0,0,0,0,0.161243756692844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106930500009193,0,0,0,0,0,0,0.218719790375335,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0350949120552155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817427180443252,0,0,0,0,0.0487076017108222,0.265678365744663,0,0,0,0,0,0,0.0671172127076334,0,0.406267162571328,0,0.154794231326481,0,0,0,0,0,0,0,0,0,0,0,0.0121016050208335,0,0,0,0.0887577160588769,-0.0412278474599823
X600036.CH.EQUITY,0,0.155742167763401,0,0,0.102645430054696,0,0.0827357455304582,0.0617698685931803,0,0,0,0,0.265152849712671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29066834972916,0,0,0,0,0.0681817217664962,0,0,0,0,0,0,0.0913590798091011,0,0,0,0,0,0,0,0.0557638022841485,0,-0.0128878090403839,0,0,0
X601988.CH.EQUITY,0.25224775792712,0,0.00200754465836239,0,0,0.354040370928692,0,0,0,0,0,0,0.0516764622848125,0,0,0,0,0,0,0.0268171108874831,0,0,0,0,0,0,0,-0.000873834655806164,0,0.158122309121298,0,0,-0.0683916772883347,0,0,0,0,0,0,0,0,-0.0916238649126312,0,0,0,-0.0265842595407899,0,0,0,0.328126779161662,0,0
X1299.HK.EQUITY,0,0,-0.152753321154534,0,0,0.0857355392439996,0,0,0,0.291732873583306,0,0,0,0,0,0,0.0969844697268784,0,0,-0.0525830570917086,-0.00143982450887156,0,0,0,0,0.207682739058558,0.0134140940285924,0.0924551523816915,0,0,0,0,0,0,0,0,0,0,0,0,0.122882958474728,0,0.104005061506038,0,-0.0126660206404773,0,0,0,0,0,-0.0173440394816562,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837722247677504,0,0,0,0,0.153244432499851,0,0,0,0,0.641848152653132,0.063842511419323,0,0,0,0,0.0133726749514685,0.0704257508334645,0,0,0,0,0,0,0,0,0.141785942327859,0.0646170888315255,-0.156506208296472,0,0.119942823864715,0,0.0895111877743189,0,0.21120420241718,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0494668236757203,0,0,0,0,0,0,0,0,-0.0272500535370809,0,0,-0.128713555381125,0,0,0,0.452315397203839,0.291474116431156,0,0,0,0,0,0,0.177040872246304,0.30650219075093,0,0,0,0,0.207855150246072,0,0,0.0110632216662707,0,0,-3.20594894653234e-05,-0.431294360913674,0,0.0247193007714391,0,0,0,0,0
