,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0567769092080262,0.415131375997156,0,0,0.0251000346253396,0,0,0,-0.00896828474639048,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0185860712808062,0,0,0,0,0.0226824420343019,0.2295562450521,0,0,0,0,0,0,0,0,0,0.233583856696007,0.0208102584616357,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0337695389550648,-1.73472347597681e-18,0,-1.73472347597681e-18,0.142918565336746,0,0.0726965674204412,0,0,0.0856161644409521,0,0,0,0,0.190801494173842,0,0.243994662502,0,0,-0.00816238928287975,0,0,0.0969471646633396,0,0,0,0,0,0,0,0,0,0.0439818756601866,0,0,0,0,0,0,0.0358083837128757,0,0,0,0,0,0,0.0611488501202305,-0.0448053183911589
X601939.CH.EQUITY,0,0.0576028583032711,0,0.108395717943515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464461129291361,0,-0.176644932415796,0.889686990369352,0,0.0604112123787199,0,0,-0.0951169679552764,0,0,0,0,0,0,-0.138197002191827,0,0,0,0,0,0,0,-0.0762337984885012,0,0,0,0,0,0,0,0.0179926789965242,0.0822423447561647
X601288.CH.EQUITY,0.307976028645145,0,0,0,0,0,0.292529228082699,0,0,0,0.0333878004087807,0,0,0,0,0.178679533850677,0,0,0,0,0,0.0292767319378403,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00355520553592858,0,0,0,0,0,0,0,0.173568785285277,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.181594928965696,0,0,0,0.0681336275605437,0.0911303407099898,0,0,0,0,0,0,0.206417678086365,0,0,0,0,0,0,0,0,0,0.0286955484626747,0,0,0,0,0.319142084815389,0,0,0.0873388175999855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178215801394779,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0357672745236163,0,0,0,0,0,0,0,0.158811654629425,0,0,0,0.158438298809094,0,0,0,0,0,0,-0.059743339005698,0,0,0,0.146753561637177,0,0,0,0,0.587337257564415,0,-0.0526666735456131,0,0,0.128726029150244,0,0,0,0,0,0,0,0.0595303286444955,-0.0394474638091162
X601988.CH.EQUITY,0.261579075075558,0.257453105211041,0,2.5592034993257e-05,0.283051045389362,0,0,0,0,0,0,0,0,0,0,0.0982770092349279,0,0,0,0.068240143955503,0,0,0,0,0,0,0.109295174393331,0,0,0,0,0.0436165036109333,-0.0959672465642143,0,0,0,0.0128973808349859,0,0,0,0,-0.0719089387884961,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,-0.0452153694442374,0,0,-0.00229427849158605,0,0,0.128676297792829,0,0,0,-0.183855392103034,0,0,0,0,0,0,0,0,0,0,0,0.226990119730832,0,0.0279787923852411,0,0,0,0,0,0,0,0,0,0,0,0.140055646085197,0.114850288183294,0.0573673316674298,0,0.0671318335340331,0,0.0247474400268133,0.180624533951172,0,0.13662630847104,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229106467771546,0,0.147574910134586,0,0,0,0,0.190376775559395,0,0.15197354292023,0,0,0,0.0699755931238522,-0.056047420383053,0.453453651315831,0,0.0967826240584947,0,0,0,0,0,0,0,0,0,-0.11334988685398,0,0.203250241630748,0,0,0,0,0.118087870416674,0,0.276457188929508,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0624534947166608,0,0,0,0,0,0.0142774349472135,0,0,-0.0521874194525813,0,0,-0.169728852089459,0,0.401368579905447,0,0.311817282678685,0,0,0,0.275027923000804,0,0,0,0.154648964868759,0.294322289713184,0,0,0,0.127501382078602,0,0,0,0,0,0,0,-0.450738394469254,0,0,0,0.0644971443882116,0,-0.0457560287800282,0
