,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.292284569661801,0.0283782409806802,6.93889390390723e-18,0,0,0.461509548072363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100393618647204,0.0411532483652428,0,0,0,0,0,0,0,0,0,0,0.0789992892228093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.227817014742272,0,0,0,0,0,0.180753061017471,0,0,0,0.0153201667072051,0,0.100306178999662,0,0,0.0817064287940335,0,0,0.137724023659428,0,0,0,0,0,0,0,0,0,0.0256618588098459,0,0,0,0,0,0,0.0692324870628767,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1474331421699
X601939.CH.EQUITY,0.383047861003661,0.11833367776376,0,0,0,0,0,0.118596487172755,0,0,0,0,0,0,0,0,0.121898627607588,0,0,0,0,-0.161290556618244,0,0,0,0,0,0,0.104898099499526,-0.00789744851788969,0,0,0.247804798304244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259927334794,0.0772213867148736,0
X600036.CH.EQUITY,0,0,0,0,0,0.184527105069811,0,0.17181609940572,0,0,0,-0.0551567680102707,0.132172143895556,0,0,0,0,0,0,0,0,0,0.0250290125265138,0,0,0.0807272373008218,0,0,0.136091488627084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36100415977389,0.0223471802168735,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.00892264988535587,0.556951073328761,0,0,-0.0882640241896865,0.0438851256570632,0,0,0,0,0,0,0,0,0,0.0805099851837522,0.075635391193011,0,0,0.0807687752110772,0,0,0.106314957785971,0,0,0,0.0563872022906472,0,0,0,0,0,0,0,0,0,0,0,0,0.0619309081545978,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.227222981725209,0.0218960832652181,0,0,0,0,0,0,0.122803626274839,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.107095671894485,0,0,0,0,0,0,0,0,0,0.197473654606709,0,0,0,0,0,0.0575167715506556,0.173853657147985,0.0964196255430489,0,0.305769485394179,0,0,0,0.280601660649751,0,0,0,0,0
X601628.CH.EQUITY,0.118563192378145,0,0,0,0,0,0,0,0,0,0.0282809698783378,0.0935888231501839,-0.0873099265237468,0,0,-0.269167819718456,0,0,0,0,0,0.0153941160383695,0,0,0,0,-0.00983038869223691,0,0,0,0,0,0,0.676791066883921,0.054437124633278,-4.33680868994202e-19,0,0,0,0.00910770820565318,0,0,0,0,0,0,0,0.0770488983745757,-0.0385002031473343,0,0.203779474841781,0
X601988.CH.EQUITY,0.0755071131202835,0,0.0944918087361667,0,0.355718654131316,0,0,0,0,0,0,0,0.211348273937298,0,0,0,0.144145335725318,0,0.006418891478945,0,0,0,0.00636434919315351,0,0,0.0196544738210388,0,0,0,0,0.126978290978366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.123611673937815,0,0,0,0,0,0,0,0,0,0,0.00283607538827925,-0.0947967061181432,0,0,0,0,0,0,0.234317423953305,0,0.189700330903365,0.14058654241302,0,0,0,0,0,0,0,0,0.0603724317687289,0,0,0,0,0,0.198173557399667,0.0625503497331603,0,-0.0628381672523919,0.259291450717836,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0250190549488827,0,0,0,0.0707375825306885,0,0,0,0,0.0699796100540862,0.12514947499364,0,0,0.0925466306797958,0,0,0,0,0,0,0,0,0,0,0.154010281631994,0.00864049490647092,0.426233310031564,0,0,0,0,0,0,0,0,0,0,0.00296703181565299,0,0,0,0,1.73472347597681e-18,0,0,-0.0266719786169087,0,0,-0.0713486065737886,0
X388.HK.EQUITY,0,0,0,-0.312423647516607,0,0.278072824634489,-0.012228400277768,0,0,0,0,0,0.0277802504466197,0,0,0,0,0,0,-0.0853667204130548,0,0.40194955619935,0,0,0,0,0,0.0320463474197234,0,1.73472347597681e-18,0,0,-0.181268189421813,0,0,0,0,0,0,0.124311307636069,0,0.115061171826587,0,0,0,0,0.0838038537291715,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0.219258465746062,-0.0390774826114376,0,0.206495245925295,0,0.298622112910143,0,0,0.0764083541676564,0,0,0.0506901606394494,0.488064368709015,0,0,0,0,0.304803023240264,0,0,0,0,0,0,0,0,0,-0.32857515984392,0,0,0,0,0,0,0,0,-0.0274080233953971,0,0,0,0.0285732251630174,0,0,0,0,-0.407032483675371,0,-0.00544780988887778
X000001.CH.EQUITY,0,0.054668631785159,0,0.272120958782961,0,0,-0.0415669738879433,0.205508643024349,0,0.457390020660984,0.0779098096742935,0,0,0,0,0,0,0,0,0,0,0,0.103071238246261,0,0,0,0.227408590746545,0,0,0,-0.0954072302316945,0,-0.24415851089511,0,0,0,0,-0.0311575897405707,0,0,0,0,0,0,0,-0.0720209933230779,0,0,0,0,0.174805629231395,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0308656795737035,-0.0158835581809527,0,0,0,0,0,0,0.302010098933206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409714046989976,0.0521423452294789,0.201807685187646,0.225643256180861,0,0,0,0,0,0,0.226339099761779,0.0180700899269686,0,0,0.0560231057226868,0,0,0,0
X601601.CH.EQUITY,0,1.73472347597681e-18,0,0,0,0,0,0,0.156585805871405,0,-0.0826880567046511,0,0.383510594950784,0,0,0,0,0.0796708844752192,0,0,0.214715822598922,0,0,0,0,0,0.00505604388708068,0,0,0,-0.0266763140580498,0,0,0,0,0,0,0,0,0,0.0434376147572469,0,0,0,0.0506071522410434,0,0,0.1084956917025,0,0,0,-0.0193015712440169
X000002.CH.EQUITY,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,-0.101758036918993,0.0799092544577068,0,0,0,0,0,0,0,0,0,0,0.00689827263523029,0,-0.0599989849558121,0.309275981870683,0,0.519269032302629,0,0,0.0394429473304141,0,0,0,0,0,0,0,0,0,0,0,0,0.0359167632988028,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.140714501554995,0,0,0,0,0,0.291412861379062,0,0,0,0,0,0,0.127414885802187,0,0,0,0,0,0,0,0,0,0,0,0,0.149632764747225,0,0.0199243975468796,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0246978810420996,0,0.186019551738357,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.448199194276101,0,0,0,0,0,0,0,0,0.0868077718875062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
