,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X600000.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.188503548978277,0,0,0,0,0,0,0,0,0,0,-0.136829202967132,0.497296676082918,0,0.677276416880935,0,0.0598040788611313,-0.119248962593245,0,0,-0.0553671345991652,0,0,0.0599839907984692,0,0,-0.141487672366508,0,0,0,-0.331511446897015,0,0,0,0,0,0,0,0,0,0,0,-0.0252879572823452
X601318.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0,0.0713966598932593,0,0,0,0,0,0,0.0221243969048259,0,0.0486025706240828,0,0,0,0.297001072782751,0,0,0,0,0,0,0,0,0.0591384975560528,0,0.10552924403421,0,0,0,0,0,0.298526471139687,0,0,0,0,0,0,0,0,0.0724478709415663,0,0,0,0,0.104006068942924,0
X601939.CH.EQUITY,0,0,0,0.787642994759213,0.0698068287652066,0,0.0588590180456886,0,0,0,0,0,0,0.02984653408805,0,0,0,0,0,0,0,0,0.00385221642258605,0.00692612105297172,0,0,0,0,0,0,0,0.0753517543678801,0,0,0,0,0.00355076441005807,0,0,0,0,0,0,0,0,0,0,0,0.0341072874369335,0,0,0
X601288.CH.EQUITY,0,0,0.880780513605681,0,-0.0676571722424856,0,0,0,0,0,0,0,0.0405440038943514,0,0.0152871409410108,0,0.0326460167026865,0.126319694362949,0,0,0,0,0,0,0,-0.123958958652649,0,0.0303662117949494,0,0,0,0.00542149818425357,0,0,0,-0.0993120469895471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.852727612910787,-0.0589506893748498,0,0,0,0,0,0,0,0,0,0.151246210399055,0,0,0,0,0,0,-0.0758786660895688,0,0,0.0605030742102409,0,0,-0.033789750914549,0.0197943700378844,0,0,-0.0328151505159882,0,0,0,0.0578523089762337,0,0,0,0,0.0144083742585055,0,0.164923388242801,0
X601988.CH.EQUITY,0,0,0,0,-0.139756775095483,0,0,0,0.0156063794959697,0,0,0,0,1.15537054415549,0,0,0,0,0,-0.115324699557356,-0.0264026953435694,0,0,0.0761470213053412,0,0,0,0,0,0,0,0,-0.218248263613177,0,0,0,0,-0.185431544265413,0,0,0,0.0286022550623261,0,0,0.0779360121782917,0,0,0,0,0,0.216315451686456,0
X600036.CH.EQUITY,0,0,0.386602930426845,0,0,0,0,0,0.045454764353744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470340162990723,0.062906306688293,0,0,0,0.42270566969334,0,0,0,0,0.0146603918807421,0,0,0,0,0,-0.00595792094952128,0.0596640251168941,0,0.0381749402195833,0,0,0,0,0.0662453238679755
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0756909739256443,0,0.126585924718431,0,0,0,0,0,0,0,0,0.159855521920472,0.0631750646543072,0,-0.239789688543789,0,0,0,0,0.0742848380076902,0.319191278103084,0,0,0,0,0,0,0,0,0,0,0,0.0790449422011009,0.0795136700409181,0,0,0,0.476076407847719,0,0,0,0.0927897173347856,0
X5.HK.EQUITY,0,0,0,0,-0.110053537308864,0,0,0,0,0,0,0,0,0,0,0,0.193399181646791,0,0,0,0,0.186937863545251,0,0,0.453830806102607,0,0,0.17707338092672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678073744735615,0,0,0,0,0,-0.015073823104158,0.204816632519468
X388.HK.EQUITY,0,0,0,0,0.475163485343902,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.264819688345405,0,0,0,0,0,0,0.117219638682336,0,0,0,0,0.144781408722128,0,0,0,0,0,0,0.254902805903845,0,0,0,-0.204861807621185,0,0,0,0,0,0,0,-0.124821225711331,0.073247340757577,0
X601658.CH.Equity,0,0,0,0.222408396861271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25207253053696,0.131414117679675,-3.46944695195361e-18,-0.18095301420901,0,0,0,0,-0.130117578632349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41676468223482,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0057193206254006
X600030.CH.EQUITY,0,0,0,0,0.152700739257871,0,0,0,0,0,0,0,0,0,0.0387384463842332,0.160026075290877,0,0,0,0,0,0,0,0,-0.0290468689750513,0,0.0189838670094698,0,0.124052768767873,0,0,0,0,0.484083977884151,0.0956774556167272,0,0,0,0,-0.0704833644866675,0,0,0,0.0277364441726255,0,0,0,0,-0.0511521487946476,0.0520133720628022,0,0
