,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.15366762128299,0,0,0,0,0,0,-0.0164202399930946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286334662189402,0.4262823866784,0.225873113639418,-0.188248961268994,0,0,-0.0492974496214147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.303746334116709,0,0,0,-0.0696703160880339,0,0,0,0.00386729442934153,0,0,0,0.0481934637632038,0,0,0,0,0,0,0,0,0,0,0,0.0529157063127328,0.113692397110676,0,0,0,0,0.241658371066362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618950078664734,0
X601939.CH.EQUITY,0,8.67361737988404e-19,0,0.769475651230382,0,0,0.0112287993394494,0,0,0.00364694108286486,0,0.024660900680849,-0.00991792137842916,0,0,0,0,0.142518870467626,0.0760798558204086,0,0,0,0,0,0,0,0.0016240595602494,0,0.0281658305018945,0,0.0571311602345435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0
X601288.CH.EQUITY,0,0,0.950713501460346,0,-0.100319642038347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457479723735859,0.0383264120000835,0,0,0,0,0,0,0,0,0.0561103316922391,0,0,0,0,0,0,0.00651629076818305,0,0,0,0,-0.0849406312062991,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0144540330141217,0,0
X601628.CH.EQUITY,0.0114349229064785,0,0,0,0,0,0,0,0,0.292693891190533,0.214418907222205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347423609919519,0,0,0,0,-1.73472347597681e-18,0,0,0,0.56008881504187,0,0,0,0,0,0,0,0.0423144553466571,0.205948146585085,0,0,0,0.114369499043731,0
X600036.CH.EQUITY,0,0,0,0.353540210942774,0,0,0,0,0.0530344337260896,0,0,0,0,0,0,0,0.137349030851541,0.0529112476190316,0,0,4.33680868994202e-19,0,0,0,0,0.128314308950725,0,0,0.096187385260098,0,0,0,0.0445777308816192,0,0,0,0,0.0161314759518016,0,0,0,0,0,0.00681467458587652,0.0115768974692652,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0146591092166196,-0.127763154875932,0.0603804844964086,0,0.0522277717700913,0,0,-0.022270190930705,0,0,0,0,0,0,0,0,-0.0312021572708081,0,0,-0.015487568900073,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.097804694072695,0,0,0,0,0,0,0,1.04730435002148,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0732190249096117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36459548212486,0,0,0,0,0,0,0,0,0,0.258856704339455,0.0970894225074419,0,0,0,0,0,0,0,0,0.0469409889953504,0,0,0,0.0879718470296744,0,0,0,0.0780612207128447,-0.00337149940260877
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.012476438421816,0,0,0,0,0,0,0,0,-0.339270534371453,0,0,0,0.0286298909233652,0,0,0,0,0.517445589355518,0.143839797408991,0,0,0,0,0,0,-0.00633454233591882,0,0,0.0713341807077088,0,-0.136775987926852,0,0,0.11326941505952,0.165565141392756,0,-0.172629219531563,0,0,0,0,-8.67361737988404e-19
X388.HK.EQUITY,0,0,-0.186512680817845,0,0.22172468649018,0,0,0,0,0,0,0,0,0,0,0.0436913206275504,0,0,0,0.0521991432954136,0,0,0.3738913641728,0,0,0,0.0846819873374834,0,0,0.0696174061982113,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122126831806571,0,0.140190952436543,0,0,0,0,0.250536080077803,0
X600030.CH.EQUITY,0,0,0,0,0.193715392749782,0,0,-0.0804136319128967,0,0,0,0,0.180093533139563,0,0,0,0,0,0,0,0,0,0,0,-0.0127132508721795,0,0.0677682123130144,0,0,0,0,0,-0.00868844041997829,0.170151052086566,0,0.13850865740518,0,0,0,0.119996528360386,0,0.00891355180342827,-0.0362629509702166,0.174707342728694,0,0,0.010168824848911,0,0,0.129343021021105,0,0
X601658.CH.Equity,0,0,0.289836373715215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868716241018727,0,0,0,-0.0759348413095325,0,0,0,0,0,0,0.130296519482314,0,0,0,0,0,0,0,0,-0.131361497427062,0,0,0,0.644034197647508,0,0,-0.184260163646072,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0932367647832016,0,0,0.0477045594249101,0,0,0.77790051738387,0,0,0,0,0.0102093061044615,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.022887176361787,0,0,0,0,0,0,0,0,0,0.0972272332687789,0,0,0.0834665497810362,0,0,0,0.0194564787191932,0,0,0,0,0
