,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,1.38777878078145e-17,0.29493430885989,0,0.0288326989738065,0,0,0.431662632919398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107788902055571,0,0.0237461184475064,0,0,0,0,0,0,0,0,0,0,0.0889339624047357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.233347853687324,0,0,0,0,0,0.0714281877434204,0,0,0,0.0495903067305315,0,0,0.221869434507463,0.00498407829524233,0.0421007363187943,0,0,0.095464533505495,0,0,0,0,0,0,0,0,0,0.0812266280985781,0,0,0,0,0,0,0,0,0.0364527893908803,0,0.0829462570485616,0,0,0,0,0.00520422454131863,0,0,0,0,-0.0864278886340058
X601939.CH.EQUITY,0.416866017421703,0.0703138142670081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152725197049523,0,0,0,0,-0.12867542090293,0,0,0,0,0,0,0,0,0.161974853333405,0,0.266803097163567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259819279228606,0.0543913117016774,0
X601288.CH.EQUITY,0,0,6.7762635780344e-21,0,0,0,0.00165338699127751,0.556376667022728,0,-0.0848335930053633,0,0.0567019715002612,0,0,0,0,0,0,0,0,0,0,0.057660927598601,0,0.10984991746832,0,0,0,0,0,0.112368040275631,0,0.0471093897874707,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037769294383833,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.18303287102873,0,0.135154135846139,0,0,0,-0.0697838020958733,0.186744304988236,0,0.0668330718677066,0,0,0,0,0,0,0,7.63319949912186e-05,0,0.0718908851556339,0,0.0307275768744811,0,0,0,0.0687819628541271,0,0,0,0,0,0,0,0,0,0.0508239997651679,0,0,0,0,0,0,0,0,0.363623132278842,0.0294840500407968,-0.0142589129160415
X1299.HK.EQUITY,0,0,-0.164213190359578,0,0,0,0,0,0,0.195014618326454,0,0,0,0,0,0,0,0,0,0,0,0,0.034056844636561,0,0,0,0,0,0,0,0,0,0.21483567583401,0,0,0,0,0.0429653550811219,0,0.224012857310922,3.46944695195361e-18,0.0313146574367773,0,0.361655404191966,0,0,0,0.201133824450785,0,0,0,0
X601628.CH.EQUITY,0.211481323016472,0,0,0,0,0,0,0,0,0,0,0,-0.021851192221465,0,-0.255723706650166,0,0,0,0,0,-0.0453753979597121,0.117172454740926,0,0,0,0,-0.0927046087322068,0,0,0,0,0,0,0.166006824240178,0.56284801274019,-0.0301380280851717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123308689464306,0
X601988.CH.EQUITY,0.0913884327216903,0,0.0941390928058904,0.336977513146489,0,0,0,0,0,0.0265207545972477,0,0,0.208332657207669,0,0,0,0.134620730662666,0,0,0,0,0,0.0133694868622525,0,0.0416459053039959,0,0,0,0,0.119882162925318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.197893042629451,0.111559359899246,0,0,0,0,0,0,-0.0375321461644547,0,0,0,0,0,0,0,0,0,0,0,-0.260836413765805,0.0735945444031241,0,0,0.170632660526839,0,0,0,0,0,0,0.0602711943933186,0,0,0,0,0,0,-0.0114915954531045,0.237047899384905,0.0483676836734561,0,0,0,0,0,0,0,-0.063297477030125,-0.163428641840078,0
X388.HK.EQUITY,0,0,0,0,-0.364881442585978,0.250507543793564,6.93889390390723e-18,0,0,0,0,0,0.12110984961711,0,0.137473909140503,-0.0288297177844187,0,0,0.0294944162361995,-0.0179357008624773,0,0.518269295699448,0,0,0,0,0,0.0333745142920676,0,0,0,0,-0.127215444989131,0,0,0,0,0,0.178097906472548,0.0700555364569691,0,0,0,0,0,-0.210019622799396,0,0.0582785961955733,0,0,0,0
