,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.287904502914778,0.0220225863617986,0.033688953999548,0,0,0.435607934681883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101670975307319,0,0.0426267769479451,0,0,0,0,0,0,0,0,0,0,0.079490675884317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.224412189596974,0,0,0,0,0,0.188812932278379,0,0,0,0,0,0.104776296450747,0,0,0.090301760014024,0,0,0.122914272380767,0,0,0,0,0,0,0,0,0,0.0123751640704533,0,0,0,0,0,0,0.0626233549581291,0,0,0,0,0,0,0,0,0,0,0,0,0.00141024283620556,-0.154446113901567
X601939.CH.EQUITY,0.428434984482249,0.285014513701768,0,0,0,0,-1.73472347597681e-18,0.29165350766949,0,0,0,0,0,0,0,0,0.0049596940009689,0,0,0,0,-0.212307050746948,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.115049757088555,0,0,0,0,0,0,0,-0.102936809731107,0,0,0,0,0,0,0,0,0.143125088217824,0.0506921077035779,0
X600036.CH.EQUITY,0,0,0,0,0,0.204580606869861,0,0.172913665722033,0,0,0,-0.0637775946434948,0.155363274343113,0,0,0,0,0,0,0,0,0,0,0,0.0806363896278921,0,0,0,0.135026524207733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37099262056372,0,0
X601288.CH.EQUITY,0,0,0.00992158592539272,0,0,0,0.0616581434839951,0.471698177786444,0,0,-0.0769160536980289,0.128414052783377,0,0,0.0557393790335848,0,0,0,0,0,0,0,0,0,0.0241934181572869,0,0,0,0.0553700997353092,0,0,0,0.028570706257275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576373814983241,0.0878770068556544,0,0,0.0281312526076666
X1299.HK.EQUITY,0,0,-0.209022080421591,0,0,0,0,0,0,0,0.107270689906353,0,0,0,0,0,0,0,0,0.0198743027385104,0,0,0.112482908522434,0,0,0,0,0,0,0,0,0,0.172883106038597,0,0,0,0,0,0.0955093181420652,0,0.162367353793995,0.0669402337940347,0.296630408008217,0,0,0,0.295791601421906,0,0,0,0,0
X601628.CH.EQUITY,0.0860765284450233,0,0,0,0,0,0,0,0,0,0,0.0897044752648771,-0.0791749812624417,0,0,-0.258472156762644,0,0,0,0,0,0,0,0,0,0.00783153871491133,-0.0206054516354605,0,0,0,0,0,0,0.0789676381550747,0.64907946845494,0,0,0,0,0,0.00802748021604956,0,0,0,0,-0.0150256644711238,0,0,0.0488447897801447,0,0.193885656226738,0
X601988.CH.EQUITY,0.0494926177330389,0,0.0906685505406031,0,0.358102937986598,0,0,0,0,0,0,0,0.213205855250882,0,0,0,0.141719151394712,0,0.0199053670987232,0,0,0,0.0116845478042954,0,0.025177457583619,0,-8.67361737988404e-19,0,0,0,0.12266028537002,0,0,0,0,0,0,0,0,0,0,0,0.00844198417132244,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.123335348311945,0,0,0,0,0,0,0,0,0,0,0.0028239899601574,-0.0944955626037271,0,0,0,0,0,0,0.233943713582579,0,0.190193750146747,0.140198039430483,0,0,0,0,0,0,0,0,0.0600301324046139,0,0,0,0,0,0.197789765581904,-0.063211237529026,0.0620743120213121,0,0.257948391592323,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0243250710183761,0.022943913885912,0,0,0.0736142289297418,0,0,0,0,0.0686945375729157,0.131917654162132,0,0,0.106268417660982,0,0,0,0,0,0,0,0,0,0,0.140178707260986,0,0.424094090457689,0,0,0,0,0,0,0,0,0,0,0,0.00845525001365516,0,0,0,-1.73472347597681e-18,0,0,0,-0.0442002556820361,0,-0.0730317156632354,0.00166240091445464
