,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X16.HK.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X000776.CH.EQUITY,X600926.CH.EQUITY,X601169.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.00253986461590272,0,0.337309105011725,0.110493170482668,0,0.207653620206011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165039232663687,0,0,0,0,0,0.0158925727830925,0,0,0,0.0739992550210836,0,0,0,0,0,0.0457108548906385,0,0.0247941834661878,0,0,0,0,-0.0392327973221654,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.062880799318852,0,0,0,0.046850475132495,0.167888220553143,0,0,0,0.0759883036705819,0.0165383466316824,0.0130430180769327,0,0,0.128135757292343,0,0,0,0.151244321023439,0.0760175322283582,0,0,0,0,0,0,0.143469955514545,0,0,0.154771145506393,0,0,0.0245998526364568,0,0.0278818099786329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.120726948257842,0,0,0,0,0,0,0.115886742771562,0,0.0105757988736887,0,0,0,0,0,0,0,0,0.0580374764557864,0,0.312080632602147,0.0701701192286331,0,0,0,0,0.0107636753281082,0,0,0,0,0,-0.11590538877121,0,0,0.0974085501566463,0,-0.0430508407932,0,0,0,0,0,0,0.179438120537279,0,0
X601939.CH.EQUITY,0.578124095071938,0,0,0,0,0,0,0,0.24815273479827,0.0830029564838901,0,0,0,0,0.0209671975530814,0,0,0,0,0,0,0,0,0,0,0,0.112241543914739,0,0,0,0,0,0,0,0,0,0.0885584077495392,0,0,0,-0.0986070959787983,0,0,0.0173367921100936,0,0,0,0,0.158299702505643,0.0622250687585359,0,0
X601288.CH.EQUITY,0,0,0,0.158765735017739,0,0,0.432047576631626,0,0,0.0669954365612585,0,0,0,0,0,0,0.115824330602809,0,0,0,0,0,0,0.0390233483039852,0,0,0.0140622331215525,0,0,0,0,0.0695398933783912,0,0,0,0,-0.0142222575646967,0,0.110704220192585,0,0,0,0,0,0,0,0,0,0,0,-0.0666191748326693,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.072895153861697,0,0.28921475296015,0,0,0.132100615543763,0,0,0,0,0,0,0.154465355155969,-0.20221600733714,0,0,0,0,0,0,0.0825340700146084,0,0.0297467060488458,0.00773163039329535,0,0,0,0,0,0,0,0,0.161803780691861,0.0545055272150196,0,0,0,0,0.134910088614206,0,0,0,0,0.0373745998359244
X601988.CH.EQUITY,0.176139527663609,0,0,0,0.291970229449465,0,0,0.0756758089009316,0,0,0,0.0359112268048294,0,0,0,0,0,0,0.1990879096874,0,0,0,0,0.191542603930327,0,0,0,0,0,0,0,-0.240136520976636,0,0,0,0,0,0,0,0,0,0,-0.0150007088712916,0,0,0,0,0,0,0,-0.0533771331216785,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.114949459150713,0,0,0,0,0,0,0.231970311290219,0,0,0,0,0.0561987172926285,0,0,0,0,0,0.116662182136218,0,0,0,0,4.33680868994202e-19,0,0.016831696525532,0,0,0.241082791460944,0,0,0,0,0,0.26838693103238,0,0,0,0,0,0
X5.HK.EQUITY,0,0.239440006407092,0,0.101998349722449,0,0,0,0,0,0.0501800492724132,-0.123121967730646,0.07744793414507,0,0,0,0,0,0,0,0,0,0,0,0,0.15507653147464,0,0,0.123533041403306,0,0,0,0,0,0,0,0,0,0.27071078961759,0,0,0,0,0,0,0.0414725111137093,0,0,0,0,0,-0.0875548440413504,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.00101972415716494,0,0,3.46944695195361e-18,0.464119861055859,0,0,0,0,0,0,0,-0.0980649682582109,0,0,0,0,0,0.117092526166524,0,0,-0.0809538601964128,0.118805574771085,0,0.156896346473398,0,0,0,0.00699803716097583,0,0,0,0,0,0,0,0.0497551117330976,0,0,0,0.105336460044149,0,-0.109593840202113,0
X388.HK.EQUITY,0,-0.0306541840314258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.227593573772481,0,-0.218107272743357,0,0,0,0,0.0861062716418824,0.0156733392203938,0,0,-0.227080553995515,0,0,-0.18770167956272,0,0,0.241799268152774,0.320437193205268,-0.168262295054952,0,0,0.0882348817550796,0,-0.105932840224792,0.56143578370336,0,0,0,0
X601658.CH.Equity,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.16810773691733,0,0,0,0,0,0,0,0,0,0.536563382311117,0,0,0.0544812467773275,0.0984990949018142,0,-0.134677691590954,0,0,0,0,0,0,0,0,0,0,0.266025068366793,0,0,-0.120165446008824,0,0,0,0,0,0,0,0
