,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0357214618034855,0.446774091010736,0,0,0.00331068119166839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00589930462328247,0,0,0,0,0,0,0,0,0,0,0,0.245765648464652,0,0,0,0,0,0,0,0,0,0,0.166101254459105,0,0.0518547082778888,0,0
X601318.CH.EQUITY,0,0,0,0,0.00680149996166986,0,0,0,0.148367960605752,0,0.0682869360927867,0,0,0.0777359884419451,0,0,0,0,0.203264950032784,0,0.202831564420199,0,0,0,0,0,0,0.10153783633298,0,0,0,0,0,0,0,0,0.0307872778285714,0.0502296921883891,0,0,0,0,0,0.0247965653997309,0,0,0,0,0,0,0.0686394589668903,-0.0210644809616098
X601939.CH.EQUITY,0,0.0330160837742882,0,0.235878013947483,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0209759220680111,0,0,0,0,0,0,0.0308839306785593,0,0.762821791700903,-0.197654171267728,0.103791576317489,0,0,0,0.018594735491473,-0.116825549220707,0,0,0.0122850541861444,0,0,-0.0571432155997647,0,0,0,0,0,0,0,-0.117365129452886,0,0,0,0,0,0,0,0.0531985598383406,0.105977055926313
X601288.CH.EQUITY,0.30993160913487,0,0,0,0,0,0.293728535912401,0,0,0,0.0294760349707014,0,0,0,0,0.183741862651114,0,0.00667925809159085,0,0,0,0,0.0307645691548242,0,0,0,0,0,0,0,0,0,0,0,0,-0.0043389890051778,0,0,0,0,0,0,0,0.176352715914276,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.182327951787251,0,0,0,0.0679773278739979,0.0914057771434775,0,0,0,0,0,0,0.207671651677803,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0.0287951458580002,0.317011656387422,0,0,0,0,0,0.0863635682275008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179509063764979,0
X601628.CH.EQUITY,0,0,0,0.00910150748340991,0,0,0,0,0,0.0540074479917958,0,0,0,0,0,0,0,0.171792208005974,0,0,0,0,0.138561440459943,0,0,-0.0371847234267276,0,0,0,0,0,0,0.144927654058802,0,0,0,0.584550189346869,0,0,0,-0.0372149987629513,0,0.112053405516754,0,0,0,0,0,0,0,0.0845154104621055,-0.0253315850467895
X601988.CH.EQUITY,0.0905980313930414,0,0,0.229769084625984,0.335134565126612,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0255277695966545,0,0,0,0,0,0,0,0.120359777708551,0.0666123748291123,0,0,0,-0.0229326558297642,0,0,0,0,0.176784196876057,0,0,0,-0.161233540490367,0,0,0,0,0,0,0,0.203440319784312,0,0
X1299.HK.EQUITY,0,0,0,-0.0455034710488018,0,0,0,0,0,0.139297815400703,0,8.67361737988404e-19,0,-0.16978222712046,0,0,0,0,0,0,0,0,0,0,0,0,0.239672437527904,0,0.0187630572769852,0,0,0,0,0,0,0,0,0,0,0.0979733700737184,0.128375151591353,0.06250675448811,0,0.0745585328037806,0,0.0265140128854897,0.17155159650252,0,0.139058383097028,0,0,0
X5.HK.EQUITY,0,0.0170482927459089,0,0,0,0,0,0,0,0,0,0,0,0,0.0967224665405131,0,0,0,0,0,0,0,0.0557063280085844,0,0,0,0.122719986142557,0,0.618148000587627,0,0.0336783397579517,0.135981573386997,0,0,0,0,0,0,0,0,-0.111754646172837,0.0919827248202687,0.189382892357539,0,0,0,0.1067417769461,0,0.182363102361913,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0808688511716532,0,0,0,0,0,0.0202073224595302,0,0,-0.0491545638943135,0,0,-0.162300534473668,0,0,0.473387713700153,0,0.226437785314044,0,0,0,0.224413908139824,0,0,0.184177562960366,0.213150415719989,0,0,0,0,0.182242408956591,0,0,0,0,0.0554511140670995,0,-0.428853500077707,0,0,0,0,0,0,0
X601658.CH.Equity,0.123611526237605,0,0.136402556141549,0,0,0,0.0660749362058458,0,0,0,0,0.0638284216606906,0,-8.67361737988404e-19,0,0,0,0,0.437433245218846,0,0,0,0,0,0.0189257340717265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391844395296697,0,0,-0.136715660161697,0,-0.0576528202845903,0,0,0.00174007598650264,0,0.0924836520068316,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.0639140623130557,0,0.0834020707790588,0,0,0.19257776080186,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0614919493323067,0,0.210119980363228,0,0,0.0496956249391814,-6.93889390390723e-18,0.111728149584315,0,0,0,0,0,0,0,0.00972603867012685,0,0.182624708363865,0,0,0,0,0.0841336416887596,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548836029699542,0,0,-0.115459296680986,0.220326104273533,0,0.183196978654439,0,0,0,0,-0.0391144174966229,0,0,0,0,0,0,0.00347283694920235,0.0546749007500339,-2.16840434497101e-19,-0.00420433558715649,0.0894207757147211,0,0,0,0.0453053686001204,0,0,0,-0.00141116139295898,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.550225646858908,0,0,0,0,0.0266869676319118,0,0,0,0,0,0.0758852868053925,0,0,0,0,0,0,0,0,0,0.207661539735989,0,-0.260653821495011,0.0805508099344395,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0557159262158505,0,0
X000002.CH.EQUITY,0,0,0,-2.16840434497101e-19,0,-0.237308399372677,0,0,0.331488120971162,0,0,0.121944478572922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611884473708742,0,0,0,0,0,0,0,-0.0371009170602991,0,0,0,0,0,-0.0886319772767963,0.284179175909071,0,0,0,0,0,0,0,0.103153069512207,0.00529961433947041
X601328.CH.EQUITY,0,0.0223102129183892,0,0,0,0,0.055499164638256,0,0,0,0.0149241779904299,0,0,0,0,0,0,0.0397940450398669,0.344527690127431,0,0,0,0,0.0611450906403331,0,0,0,0,0,0,0.206635871337349,0,0,0,0,0.0287786625834833,0,0,0,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,0,0,0
