,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.141562666238403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139428231895916,0,0.0177615934800898,0.417772686498662,0,0.454654701037697,-0.220359619607133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0603854105586092,0
X601318.CH.EQUITY,0,0,0,0.0160237261461781,0,0,0,0,0,-0.0184478643750136,0,0,0.0184391689748458,0,0.0289785259380249,0,0,0,0.520695026005113,0,0,0,0,0,0,0,0,0,0.125892978672027,0,0,0,0,0,0,0.0689854670231589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0600303736000689,0,0.788031916862243,0,0,0.000369499861041258,0.0121873133967166,0,0.0540263073606712,0.0521158617464162,-0.0196544152771866,-0.0467497601198466,0.0118885641793636,0,0,0.0776881408023529,0,0,0,0,2.16840434497101e-19,0,0,0.0253701672676252,0,0,0,0,0,0,0,0,0,0,0,0,0.102954856337946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00547561357955874
X601288.CH.EQUITY,0,0,0.892117220471975,0,-0.00709720453762754,0,0,-0.0782498076328883,0,0,0,0,0,0,0,0.0175143872674972,0,0,0,0,0.0214456823632358,0,0,0.0823361997492823,0.0908107459383694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151353494925206,0,0,0,0,0,0,0,0,0,0,-0.015801795512594
X601628.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0280766366177142,0.304540422952406,0,0.268612383408703,0,0,0,0,0,0,0.438043533819488,0,0,-1.73472347597681e-18,0,0,-0.0748042574550909,0,0,0,0,0,0,0,0,0,0,0,0,0.035637965678654,0,0,0,0,0,0,0,0.129146357583576,0,0,0,0,1.73472347597681e-18,0
X600036.CH.EQUITY,0,0,0,0.3307032121847,0,0,0,0,0.0476154599149596,0,0,0,0,0,0,0,0.0680484347476945,0.110228661491869,0,0,0,0,0,0,0.0737393349781527,0,0,0,0.144489056899373,0.120393255629863,0,0,0.0161562355769112,0,0,0,0,0,0,0,0,0,0,0,0.0512037780638954,0,0,0.0356097466847274,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0683114708247198,0,0,0,0,-0.052841276303627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710615301303824,0,0,0,0,0.00184680766942755,0,0,0,0,-0.0219950610974552,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.133620789132619,0,0.998800370613664,0,0.000580692178569228,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0283393011967072,0.201380586570856,0,0,0,0,0,0,0,0,0,0,0,0,0.295041062188072,0,0,0,0,0.06099639309713,0,0,0,0,0.135534719071774,0,0,0,0.0311782952931468,0,0.152111987493783,0,0,0.0230717930233103,0,0.0594634392225969,0,-0.0234276181811687,0,0,0,0.169180543736824,0,-0.0526605013233332
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0421257688545849,0.234916772853855,0,0.336198778983844,-0.151360298788173,0,0.003995442890026,0,0,0,0,0,0,0,0.0114245500997951,0,0,0,0,0.436940127991628,0.1202283513114,0,0,0,0,-0.329506683297961,0,0.0688367203394228
X388.HK.EQUITY,0,0,0,0,0.22090640996885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126843408919299,0,0.254848856318704,0,0,0,0.114403124523759,-0.00871119174573403,0,0,0,0,0.129457784810155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181346617229043,0,0,0.283908454659482,0
X601658.CH.Equity,0,0.0241177925901822,0.279197116834807,0,0,0.0614737140322687,0,0,0,0,0,0,0,0,0,0,0.0850673480342309,0.0120084360777141,0.190560626936419,0,0,0,0,0,0,0,0,0,0.0400794819971474,0,0,0,0,0,0,0,0,0.0242448284327947,-0.0638248686112654,0,0,0,0.0734930419400428,0,0.0405202450426532,0,0.030283178860358,0.0307938951988471,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0543416495237134,0,0,0,0,0.0624382129772287,0,0,0.379705283520129,0,0,0,0,0,0,0,-0.0335154531617449,0,0,0,0,0,0.0235092856590619,0,0,0,0,0,0,-3.46944695195361e-18,0,0.129525576188451,0,0,0,0.18493088755273,0,2.16840434497101e-19,0,0.0701856870159926,0,0,0,0,0,0.143508439631157,0,0.0919436725646671
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00258762996069806,0,0.725272364758851,0,0,0.0374458986498111,0,0,0,-0.0422462421534546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614081450519733,0,0,0,0,0.0231062700253899,0,0.0759840639330736,0,0.0228289059888429,0,0,0,-0.00494134698925302,0,0,0,0
X601166.CH.EQUITY,0,0,0.0203792434027381,0,0,0,0.333773796539119,0,0,0,0,0,0,0,0,0,0.144313386920843,0.0183792873494075,0.0830154205844212,0,0,0.0618352475900488,0,0.110996605338848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069102284660157,0,0.210015294171379,0,0,0
X000002.CH.EQUITY,0,0,-1.73472347597681e-18,0.202349618386121,-0.194216909706888,0,0,0,0.198736212274446,0.0215413577934292,0,0,0.373028859956044,0.144116888852093,0,0,0,0,0,0,0.0419523991672753,0,0,0,0,-0.133469251885099,0,0,0,0,0,0,0,0,0,0,0,0,0.0124362728885272,0,0,0,0,0,0,0,0,0,0,0,0.0739755300515012,0.0346347677656404
X601328.CH.EQUITY,0,0,-6.93889390390723e-18,0.268511383275594,0,0,0,0,0,0,0,0.0473239148629613,0,0,0,0,0,0.0757157464141051,0,0,0,0.321286018713731,0,0,0,0,-0.0562539353249432,0,0,0,0.0104489721736021,0,0,0,0,0,0,0,0,0.111044725831837,0,0,0,0,0.102952598145164,0.00696943547369737,0,0,0.0112128516172778,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.58767750582633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809303732908087,0,0,0,0,0,0.144889732555662,0,0,0,0.131309547754853,-0.244641022744274,0,0,0,0,0,0,0.0552176853152349,0,0.148942835880055,0.0208800903814975,0,0,0,0.134991522699923,0,0,0,0,0,-0.0704851104918971,0
X600000.CH.EQUITY,0,0,0,0.116463462987727,0,0.292280964115068,0,0,0,-0.0373380917730009,0,0,0,0,0,1.73472347597681e-18,0.0965924812587535,0,0,0.0956528247992091,0,0,-0.053832747835568,0,0.0824810150956694,0,0,0,0,0,0,0,0,0,0.0132398045391488,0,0,0,0,0,0.635193054225692,0,0,0,0,0,0,0.17623097390561,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0.347261899018475,0,0,-0.0286563205744518,0,0,0,0,0,0,0.186291407239153,0,0,0,0,0.163146604676315,0,0,0,0.272783955746665,0,0,0.0841848210147176,0,0,0.0383538017858918,0,0.0403476965034988,0,0,0,0,0,0.122512723147581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.139052165631629,0,0,0,-0.0852912986205814,0,0,0,0,0,0,0.349712478636889,0,0,0,0.0252477970987089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124991215402281,0,0.23131940501844,0,0,0,-0.0604966761686793,0
X16.HK.EQUITY,0,0,0,0,-0.00562038773391288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181376712734836,0,0,0.0330932550250506,0.414284122730299,0,0,0,0,0,0,0,0,0,0,0,0,0.0907978010548731,0,0.024598982815503,0.207340604892521,0,0,0,0.219009160484571,-0.119417645134892,0,0,0,0,-0.0175433775752828
X600016.CH.EQUITY,0,0,0,0.0675039353027115,0,0,0,0,0,0,0,0,0,0.125789886524938,0,0.120163146796276,0,0,0,0,0,0,0,0,0.0252409691739399,0,0,0,0.0177201587743537,0.0963503981243182,0.0610102098988794,0.0953652573526122,0,0,0.100504106447234,0,0,0,0,0,0,0,0,0,0,0,0.0389896765632824,0,0,0,0,0.0256316434172634
