,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.365851347133769,0,0.294256341438703,0.00376821358064861,0,0.181055394926222,0,0.126409460793139,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.114492325878097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104962836331528,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.021202569830451,0,0,0
X601939.CH.EQUITY,0.317525374887976,0,0,0,0,0,0,0,0.0583616301936,0,0,0.0937059345121669,0.330581031712753,0,0,0,0,0.0931533871544632,0.0852847087095494,0,0,0,0,0,0,0,-0.116873388116269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012988872044999,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.155981879398989,0,0.114023862521182,0,0.0668758960094502,0.21618385165475,0,0,0,0,0,0,0,0,0,0,0,0.0243967993777455,0,0,0,0,0,0,0,0,0,0,0.0747682147036347,0,0,0,0.0820755752751366,0.230360831893101,0,0,0,0,0,0.00224282969347154,-3.46944695195361e-18,0,0,0,0,0
X601288.CH.EQUITY,0.369170755785954,0.0523250941957051,0,0,0.348599220851596,0,0,0,0,0,0.113151440657489,0,0,0,0,0,0.0606518974593761,0,0.0327759877188898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329869502158228
X601988.CH.EQUITY,0,0,0,0.255126940812296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194870006649302,0,0.19240527599596,0,0,0,0,0,0,0,0,0.00498600553915111,0.100025072038952,0,0,0,0.0183253995782754,0,0,0,0,0,0,0,0,0.133345792641377,0,0,0.0851212302419462,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.282573353760796,0,0,0,0,0,0,0,0,0,0,0,0.061380690404527,0,0,0,0,0,0.153642991539899,0,-0.183803726590616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408408626405715,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0999064061546376,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.164311199952979,0,0.0772877504534064,0,0.290903498815514,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.00144407546527581,0,0,0,2.77555756156289e-17,0.189940652906597,0,0,8.67361737988404e-19,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.332783668130005,0,0.0113572809149797
X1299.HK.EQUITY,0,0,0,0,0,0.0419850674479818,0.0173411988752202,0,0,0,0,0,0,0,0,0,0.140201097601145,0,0,0.166637213434682,0,0.0573567198980886,0,0,0,0,0,0.100865732557633,0,0,0,0,0,0,0.184494769438172,0,0,0,0,0,0.0105694032863784,0,0,0,0,0,-2.77555756156289e-17,0,0,0.17795760493678,0,0
X601628.CH.EQUITY,0.156423865263079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124176352397422,0,0,-0.0327043566122492,0.286457886469312,0,0.0504940892823384,0,0,0,0,0,0.132358011057753,0,0,0,0,0,0.0276189453081475,0,0,0.086641314213502,0,0.00304585388888413,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19122994017993,-0.340801917740331,0,0,0,0,0.0169417364497185,0,0,0,0,0,0,0,0.196589945732087,0,0,0.442283768815026,0,0,0,0,0,0,0.429812781333105,0.0717928919844659,0,0,0,-0.357441855812523,0,0.487267343693665,0,0,0,-0.116827753259142,-0.0982494373126978
