,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.133826920791958,0,0.110762708949231,0,0.0698848644011103,0,0,0.333915783777793,0.0505205815285721,0,0,0,0,0,0,0,0,0.123656514783713,0,0,-0.0722473854856745,0,0,0,0,0,0,0,0,0.196129617557421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.395851715732488,0,0,0.051820605895772,0,0,-0.0804690868040556,0,0,0,0,0,0.489467541943659,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685022951237031,0,-0.0304940331718239,0,0,0,0.0848324963184781,0,0,0,0,0,0,0,0,0.00764393359703864,0,0,0,0,0,0,0,0,0.031522004676331,0,-0.103513972821657
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0421753457074601,0,0.0228730781609813,0.303971564326777,-2.16840434497101e-19,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978477074194681,0,0,0.112967162482402,0,0,0.0819791146277936,0.207968159977971,0,0,0,0,0
X601288.CH.EQUITY,0.385404646359437,0.00415343562886595,0,0,0.345559985014344,0,0,0,0,0,0.100054247582172,0,0,0,0,0.061355723961925,0,0,0.0616541113361401,0,0,0,0,0,0,0,0,0,0,0,0.0135289145609063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375807017718816
X601988.CH.EQUITY,0,0,0,0.361326283618691,0,0,0,0,0,0,0.251234518949681,0.0950953376732133,0,0.0855344678070374,0,0,0,0,0.149953634806113,0,0,0,0,0,0,0,-0.0117518227884794,0.0440063771562334,0,0.0149145123901904,0,0,0,0,0,-0.0315464773902194,0,0,0,0,0.0541832101503656,0,0,0,0,0,0,0,0,0.015506093280591,0.0145127823862365,0
X600036.CH.EQUITY,0,0,0.0208627643024733,0,0,0,0,0,0,0,0,0.41351204566421,0,0,0,0,0,0,0,0,0,0.0528916386922198,0,0,0,0,0,0.131903969517757,0,0,0,0,0,0,0,0,0.0824452417401594,0,0,0,0.0590567091599964,0,0,0,0,0,0,0,0,0.259886581107176,0,0
X1299.HK.EQUITY,0,0,0,0,8.67361737988404e-19,0.0130463990514471,0,0,0,0,0,0,-3.46944695195361e-18,0,0.00868720682863163,0.324590082905542,0,0.070216109692185,0,0,0,0.0641088319501352,0,-6.93889390390723e-18,0,0.196636886308828,0,0,0,0,0,0,0,0,0.168115758198345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320831993237721,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406098420890555,0,0,-0.536028307454596,0,0,0.810581673126709,0,-0.833264236821844,0,0,0.635739405272485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15479063887087,0,0,0,0,0.255043654605819,0.0306728040171178,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.407166951247691,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0502374859510875,0,0.284474156264618,0,0,0,0,0,0,0,0,0,0,0.0128780670104705,0,0,-0.0480026424175456,0,0,0,0,0.129798152686574,0,0,6.93889390390723e-18,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.231700076363438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756964891174533,0,0.322772168440888,0.533405658700488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255109895157637,0,-0.578931340591463,0,0,0
X601328.CH.EQUITY,0,0,0,0.319985108676084,0,0,0,0,0,-0.0436621193472256,0,0,0.366136996034317,0.050301017483825,0,0,0,0,0,0.161322657084525,0,0,0,0,0,0,0,0,0,0,0.0292152200358459,0,0,0,0,0.0205830725054406,0,0.0734165102892134,0,0,0,0,0,0.0525083923131072,0,0,6.93889390390723e-18,0,0,0,0,0
X601166.CH.EQUITY,0,0.00494902224086331,0,0.0655445921784677,0,0.159801677809012,0,0,0,0,0,0,0.0709296699695373,0,0,0,-0.0151242980936383,0,0.00241001837445742,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.318639902026283,0,0,0,0,0,0,0,0.0745528778403597,0.000172243708291788,0,0,0,0,0,0.244472609910816,0,0,0,0.0948253798545234,0,0
X600000.CH.EQUITY,0,0,0,0.0185729542897866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495402918927171,0,0,0,0,0.209417678843293,0,0,0,0,0,0,0,0.040228612800477,0,0,0,0,0,0,0.00380047213711404,0,0,0,0,0.0584139544503714,0.0543333641002154,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825409150484892,0,0,0,0.523362364563668,0,0.131129394384817,0,0,0.126318584219538,0,0.026170068824001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.0439472688802543,0,0.0460173553236341,0,0,0,0.205994550125533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158292532731249,0,0,0.19760804220776,0,0,0,0.193743903434134,0,0,0,0,0.129605896736254,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.219279204957857,0,0,4.33680868994202e-19,0.451860765965231,0,0,0,0,0,0,0,0,0,0,0,0.0338582491423258,0,0,0,0,0,0,0,0,0.0396289927746107,0,0,0,0,0.0065989884416346,0,0,0,0,0,0,0,0.00463206388493569,0,0,0.00408662711138123,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267425837642476,0.180268326802057,0,0,0,0.0303983014465546,0,0,0.00495231845410895,0.00461316294179211,0,0,0.243645979455522,0,0,0.15902452958269,0.0338554024801225,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.00885069265139438,0.0683263688875709,0.0770698977905741,0,0,0,0,0.0240598181623667,0,0,0,0,0,0,0,0,0,0,0.332979455160184,0,0,0.31703074139071,0,0,0,0,0,0,0.0579817715904763,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0
