,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.226532262425043,0,0,0,0,0,-0.187330780775715,0,0,0,0,0,0,0,0,0,0,0,0.457918389977863,0.458583787274744,-0.0251161094356137,0,0.112391247193752,0,0,0,0,0,-0.0836184434726936,0,-0.185935592394182,0,0,0,-0.616316072468282,0,0,-0.0697914073589086,0,0.0301665541744482,0,0,0.0278143541389495,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.386367778532967,0.0722441559653987,0,0,0,0,0,0,0,0,0,0,0,0,0.164384812070415,0.0490155759514522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154385537457668,0,0,0,0,0,0,0,0.0532641689805236,0,0,0
X601939.CH.EQUITY,0.0145122232664848,0,0,0.281740709371236,0,0,0,0,0,0,0,0.208403522922915,0.197025506046356,0,0,0,0,0,0,0,0,0,0,0.0353672162786326,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119943419872404,0,0,0,0,0,0,0,0,0,0,0.279395297089793,0,0,0.0178585676449314,-0.108438175801494
X601288.CH.EQUITY,0,0,0.219322848648852,0,0.401011002144802,0,0,0.0619976091039024,0,0,0.0169929398010711,0,0.140331175639158,0,0.0540140407252792,-0.0150699987954832,0,0,0.059275218112356,0,0,0.0183421791194839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0735571478577017,0,0,0,0,0.0263642854595432
X601988.CH.EQUITY,0,0,0.339825633888044,0.148268084471334,0,0,0,0,0,0.0468503214914288,0,0.0243162206116216,0,0,0,0,0.106720024970911,0,0.07603102794044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.421213993278605,0,0,0.116648935418921,0,0,0,0,0,0,0,0.192992617518644,0
X600036.CH.EQUITY,0,0.00734774397357943,0.0911289095461484,0,0,0,0.0312343100752312,0.0622814266329918,0,0,0,0.105265674431335,0,0,0,0,0,0,0,0.127927381785621,0,0,0,0,0.00977050616917916,0,1.0842021724855e-19,0,0,0,0,0,0,0.390286532435951,0,0,0,0,0,0,0,0,0,0,0,0.0782379894067222,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.419357489118574,0,0,0,0,-0.129422904012767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571343247482086,0.252303709484919,0,0.129224211602498,0,0.000557167219256575,0,-0.0508060657545444,0,0.099509760190031,0,0,0.050978054800954,0,0.0148212730303267,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.174240942620713,0,0,0,0,0,0,0,0,0.0809605592920814,0,0,0,0,0.25208699186121,0,0,-0.0505953768198086,0,0,0,0,0,0,0.0940237308633645,0,0,-0.0448309241957002,0,0,0,0,0,0,0,0.107747357055805,0,0,0,0.44253518182125,0.117194660421973,0,0,0,0.000234641268914007,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703222298723875,0,0,0,0,0,0,-0.558308845226372,0.782571291643899,0,0,0.149069709985347,0.624107539433226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423872839425841,0,0,0,0,0,0.13973410286443,0,0
X601658.CH.Equity,0,0,0,0.0168276168363994,0.0445487127549128,0,0,0,0,0,0,0,0,0,0,0,0,0.22111297341438,0.150956717685857,0,-0.129468227581924,0,-0.00637898665473859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263978706375725,0,0.290868087232379,0,0,0,-0.0258708322288465,0,0,-1.73472347597681e-18,0,0,0
