,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.374173067764944,0,0.164213830657894,0,0.136712149426985,0,0,0.19488173904407,-0.0547113290780507,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0923446650743675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554275519765998,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0604392885619562,0,0,0
X601939.CH.EQUITY,0.402485498707422,0,0,0.315873293586451,0,0,-0.120317565750952,0,0,0,0.0279916972488797,0,0.136437064033265,0,-0.09129406405729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00756741390223333,-0.0249525653956026,0,0,0,0,0,0,0,0.176349889270188,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.216560219164112,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0260379833465732,0,0,0,0,0,0,0.181026728844359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258984482202177,0,0,0,0,0.218496813950043,-1.73472347597681e-18,0,0,0,0,0,0.111099338710473,0,0
X601288.CH.EQUITY,0.500249224557682,0,0,0,0.19858825033233,0,0,0,0,0,0,0,0.0747673659214229,0,0,0,0,0,0,0.0129515731190755,0.118438458238712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507744338303312,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,3.46944695195361e-18,0,0.381082253809498,0,0,0,0,0,0.264990416189454,0,0,0,0,0,0.356556475975904,0.087351128758426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.368407272265314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.278494604681567,0,0,0,0,0.0920710277727375,0,0,0,0,0,0,0.010191827754605,0,0,0,0,0,0.043362424825382,0.185151313125279,0,0,0.0916187640837307,0,0,0,0.0159817134354425,0,0,0,0.172707131539466,0,0,0,0,0,0.105441957379379,0.0157016292457397,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0848623483644443,0,0,0.0588445716637051,0.122707865093171,0,0,0,0,0,0,0,0,0,0.0246769585509514,0,0,0,0.14711862867396,0,0,0,0,0,0,0,0,0.21990321696027,0,0,0,0,0,0,0.0922894972629784,0,0,0,0,0.117246036905594,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664270961567337,0,-0.123158745252463,0,0,0,0,0,-0.287527875460904,0.645370680492796,0,0,-1.38777878078145e-17,0,0.777605707219484,0,0,0,0,0,0,0,0,0,0.408959438704312,0,0,0,0,-0.303668035616793,0,0,0,0,0,0,0,0.155110786632068
X601628.CH.EQUITY,0.00511962057732115,0,0.0722076906137997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684381981106048,0,0,0,0.0512883533958289,0.0316916334945199,0,0,0.118819225051502,0,0.229605598440207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786961998887349,0,0,0,0.246236947520724,0,0.0912882874854492,0,0,0
X601658.CH.Equity,0,0,0,0.041868393013628,0.197308167940652,0,0,0,0,0,0,0,0.262614225909556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876404518359095,0.173452060869617,0,0,0,0,0,0,0,0,0,0,0.0447252309467875,0,0,0,0,0,0,-1.38777878078145e-17,0.352152267849065,0,0,0,0,0
