,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.323939372683519,0.147198757634175,0.057099534678078,0,0,-0.0757211509830519,0,0,0,0,0,0,0.0114503083543682,0,0.0645771885270234,0,0,0,0,0,0,0.051135032658498,0,0,0,0,0,0.0238090642304075,0,0,0,0,0.144563772368973,0,0,0,0,0.0107204606143652,0,0,0.379289271628319,0,0,-0.0503026670850489,0,0,-0.100247894272267,0
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0112353371470817,0,0,0,0,0,0.169686136219888,0,3.46944695195361e-18,0,0.33477536979454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198261890559459,0,0,0.0495023512964638,0,0,0,0,0,0.00325685560653504,0,0,0,0,0,0,0.15736136847365,0
X601939.CH.EQUITY,0,0,0,0,0.665862828041272,0,0,0,0,0.00634529955603982,0,0.306123124237603,0,-0.0368050175873103,0.044203579852239,0.0245261163499125,0,0,0.0232517073769464,0,0,0,0,0.027796060521452,0,0.0460481494884795,0.020942612631897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592095601408953,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.159703767740186,0.109962139948355,0,0,0,0,0,0,0.318300517301558,0,0,0,0,0.139764703743538,0.0842847154735354,0,0,-0.042335244849897,0,0,0,0.0217428246040087,0,0.0522968876722238,0.0962978094157828,0,0.142184688529778,0,0,0,0,0,0,0,0,0,0,0,0.135727723678814,0,0,0,-0.00228535229256313
X601288.CH.EQUITY,0.160886049574075,0,0.793680981149147,0,0,0,0,-0.0795784007610926,0,0,0,0.0516754511778035,0,0,0,0,0.0397398823430839,0.0228553585983073,0,0,0.00868131286583376,0,0,0,0,0,0,0,0,0.0219411180467911,0,0,0,0,0,0.0280619801548049,0,0,-0.085132523764735,0,-0.184121203123448,0,-0.0142568129818108,0,0,0,0,0,0,0.0671524343808609,0,0
X600036.CH.EQUITY,0.230231508787404,0.0383348920692792,0.216992364993272,0,0,0,0,0,0,0,0,0,0,0,0,0.183103390826713,0,0,0.0291736462272513,0,0,0,0,0,0,0.240880320833615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212772676898471,0,0,0.0101033838582351,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0740603646697993,0,0,-0.0270174601581043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602524297349566,0,-0.00739321566661267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282811403258176,0,0,0,0,0,0,0,0.930132072641334,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.143254937219358,0,0,0,0,0,0,0,0,0,0,0,0.271385119264586,0,0,0,0.13467722769847,0,0,0,-0.0887909126562317,0.0291461169302706,0,0,0,0,0,0.0941246616128637,0.0559678790469645,0,0,0,0,0.124846196251295,0.112841795765351,0,0,0.0096417606739375,0,0,0,0,-0.0604075474890358
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759399661967024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295685446484497,0.0648358639601685,0,0,0,0,0,-0.252978291464786,0,0,0,0,0,0,0.0697262823644123,0.34118882034011,0.104195787821987,0,0,0.0589323824846448,0,0,0,0
X388.HK.EQUITY,0,0.0294213733676811,0,0.147946767466107,0,0,0,0.133931731353465,0,0,0,0,0,0,0,0,0,0,0,0,0.0820140885604506,0.395018261796376,0.138619055769762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263067851429737,0.120423141065416,0.134173156550921,0,-0.185716447722306,0,0,0,0,0,0,0,0,0,0.068144133255612,0
