,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.313808142446955,0,0.000444776164869584,0,0,0.354259531172808,0,0,0,0,0,0,0,0.0209560878599663,0,0,0,0,0,0,0,0,0.17399815969461,0,0.0226143814113709,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.105799965833849,0,0,0,0,0,0,0,0,0,0,0,-0.0308068300003309,0,0
X601318.CH.EQUITY,0,0,0.158349413325437,0,0,0,0,0,0.195692465217916,0,0,0,0.0784460333727783,0,0.0708533443179684,0,0,0.0931555885328519,0,0,0.176721994917596,0,0,0,0,0,0,0,0,0,0.0366177056737758,0,0,0,0,0,0,0.0212099582629055,0,0,0,0.0636019027570753,-0.0696423595067682,0,0,0,0,0.0535408435209637,0,0,0,-0.121195793618965
X601939.CH.EQUITY,0.419358017725242,0.394445955137309,0,0,0,0,0,0.367732878832821,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171138160475444,0,0,0,0,0,0,0.0202076117825,0,0,0,0.051888674770369,0,0,0,0,0,0,-0.260622163447462,0,0,0,0,0,0,0,0,0,0,0.0335478706105035,0
X601288.CH.EQUITY,0,0,0,0,0,0.00345293327558224,0,0.52781195009873,0,0,-0.0785270382399415,0.0631077857870028,0,0,0,0,0,0,0,0,0,0,0.0666107000342663,0,0.152176845166933,0,0,0,0.0993831040001075,0,0,0,0.0419445228586875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452851677091404,0,0.0166904041213056,0,0
X600036.CH.EQUITY,0,-3.46944695195361e-18,0,0,0,0,0.264774884022107,0,0,0,-0.023974848193128,-0.00862743055944736,0.173942208232869,0,0,0.152959648741438,0,0,0,0,0,0,3.46944695195361e-18,0.473560041334233,0.00960694548580981,0,0.137789298229723,0,0.00623031982870701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133688284360124,-0.025170353087125
X601628.CH.EQUITY,0.0895610364916066,0,0,0,-0.018207686414908,0,0,0,0,0,0,0.0769812414962967,-0.0796654840497067,0,0,-0.256260733653307,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102462163301562,0.627765435709909,-0.00812130127950357,0,0,0,0,0,0,0,0,0,0.0485073694015708,0,0,0.0645597960391808,0.00473158765484757,0.205738982035917,0
X1299.HK.EQUITY,0,0,-0.0423314885920429,0,0,0,0,-0.0337393058101448,0,0,0.0930835007649202,-0.021494637225189,0,0,0,0,0,0,0,0,0,0,0.128186134061017,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0294182482873217,0,0,0,0,0.0600659257542829,0,0.12891101148816,0.115033687119161,0.139685847691596,0.153389390985451,0,0,0,0,0,0,0.284067902187142,0,0.025322540777086
X601988.CH.EQUITY,0.171873501523194,0,0.0906713427306059,0.378651728600186,0,0,0,0,-2.71050543121376e-20,0,0,0,0.244363530017007,0,0,0,0.0705110157904437,0,0,0,0,0,0.0324951963871209,0,1.73472347597681e-18,0,0,0,0,0,0.119042689829888,0,0,0,0,0,0.017081571756408,0,0,0,0,0,0.0181042046873704,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.124606379576275,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0884561906794476,0,0,0,0,0,0,0.238589028356606,0,0.186829770332178,0,0,0.142663016523241,0,0,0,0,0,0,0.0545130345198216,0,0,0,0,0,-0.066993634722144,0.0530311278277666,0.197491988281455,0,0.270977680222991,0,0,0,0,0,0,0,0,-1.0842021724855e-19
X601166.CH.EQUITY,0,0,0,0,0.124449861236229,0.0587687670150904,-0.0151915215711696,0,0,0,0.012191456738639,0.0591437653849526,0.14420567040917,0,0,0.114758893683746,0,0,0,0,0,0,0,0,0,0,0.0878622723720441,0,0.423293559307624,0,0,0,0,0,0.0280382166070703,0,0,0,0,0.0345302241698563,0,0,0,0,0,0,0,0,-0.105321653224587,0,-0.0974041657987479,0
X388.HK.EQUITY,0,0,0,0,-0.260873007971433,0,0.272957143205348,0,0,0,0,0,0,0,-0.0882678510158329,0,0,0,0,-0.218896804407482,0,0.2215079793855,0,0,0,0,0,0.0878749135576869,0,0,0,0,-0.114605799932291,0,0,0,0,0,0.404488602560098,0.0833982589639264,0,0,0,0,0,-0.0365393319664626,0.0423249517770007,0,0,0.235291204594661,0,0
X601658.CH.Equity,0,0,0,0.504860416331077,-0.358589747623619,0.0716166837809458,-8.67361737988404e-19,8.67361737988404e-19,0,0.27501592646889,0,0,0.0484708325107515,0,0,0.0637777756680339,0.312579132078252,0,-0.00212300020038731,0,0,0.22276164273292,0,0,0,0,0,0,0,0,0,-0.25848330617932,0,0,0,0,0,0,0,0,0,0,0.107927548588973,0,0,0,0,0,0,0,0,-0.0578849998285413
X000001.CH.EQUITY,0,0.103548926738511,0,0,0.149798247596668,0,0,0.248105285004317,0,0.291148158744104,0.0487965350778727,0,0,0,0,0,0,0,0,0,0,0,0.184375803380896,0,0,0,0.179423537826585,0,0,0,-0.0934904476790949,0,-0.304969198391271,0,0,0,0,-0.0660114918359084,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0289443144672902,0.0413975422025263,0,0,0,0,0,0,0,0.26380201090904,0,0,0,0,0,0,0,0,0,0,0,0,0.0320474126484123,0,0.0336504160583448,0.0369925791426266,0.258148408295997,0.18245821029586,0.0058086194606675,0,0,0,0,0,0.199637794648293,8.67361737988404e-19,0.0529787283824145,0,0,0.0662746459122132,0,0,0
X601601.CH.EQUITY,0,0.00252217713603539,0,0,0,0,0,0.0591894609494736,0,0,-0.0151450791306893,0,0.378714922101033,0,0,0,0,-4.33680868994202e-19,0,0,0.161588997070721,0,0,0,0,0,0,0.0609845256039631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053936989035558,0,0,0,0.280465419735225,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0138204052577991,0,0,0,0,0,-0.0715516079001571,0.132689419502406,0,0,0,0,0,0,0,0,0,0,0.0106064215353209,-0.156613046486279,0.346456667134777,0,0,0.451283328109045,0,0,0.0704954090509793,0,0,0,0,0,0,0,0,0,0,0,0,0.0674228670243706,0,0,0,0,0,0.0198831753349377,0,-0.023798271117834
X601328.CH.EQUITY,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.14256144437689,0,0,-8.67361737988404e-19,0,0,0.294978197126743,0,0,0,0,0,0.128062185978231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149454530310264,0,0.0199405507506242,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0270222778332736,0,0,0.142525235717291,0,0,0,0,0.00667172881316747,0,0,0,0,0.0193921262266446,0,0.507354210862673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626268257257362,0,0,0,0,0,0,0.0167648314516876,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0110088046753508,0,-0.0911061268999029,0,0,0,0,0,0,0.0606198874790065,0,0.69847309200007,0,0,0,0,0,0,0,0,-0.0959491622705285,0,0.172572654140443,-0.101157026600457,0.00973393253672756,0,0,0,0,0,0,0,0,0,0,-0.0494302694141258,0.174786029657017,0,0,0,0,0,0,0,0,0,0,0,0.101035501000704,0
X16.HK.EQUITY,0,0,0,0,0,0,0.0524784312855188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853991193945431,0,0.217341227374005,0,0,0,0.161428026926127,0,0,0,0,0,0,0,0,0,0,0.23936424245427,0.0447389768671958,0.183590079285245,0,0,0,-0.589410134287765,-0.085599913148448,0.143585811203274,0.152746260265058,0,0
X601319.CH.EQUITY,0,0.134660608511574,0.158078975907256,0,0,0,0,0.0630080967258852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157745440625896,0,0.0294758927872048,0,0,0,0.0453638018215784,0,0,0,0,0,0,0.145284602968082,0.139734338805207,0,0,0,0,0,0,0,0,0.0588751382571444,0.00146687466016484,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0.0211226731166437,0,0,0,0,0.0789953235374512,0.0820238142008594,0,0,0,-0.00465446727664319,-0.0296565579086162,0,0.188171704195766,0,0,0,-0.00249100381874182,0,0,0,0,0,0,0,0,0,0,0,0,0.110351825542431,0,0,0,0,0,0,0,0.193082132330011,0.202892032553639,-0.0584343194562736,0.263481667599898,0,0,0.0982211180766266,0.0967775242927865,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0642881786940408,0.691614375528159,0,0.0955707761633863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16282532686743,0,0,0,0.0180196984757165,0,0,0.0408168543739584,0,0,0,0,0.166993572000416,0.0608853380819602,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0369051361143718,0,0,0,0,0,0,0,0,-0.11583334615524,0,0,0,0,0.132375282074457,0,0,0,0,0,-0.0261761713363543,0,0,0,0,0.113045756481205,0.161477788422816,0,0.0653091894672116,0,0,0.442188578804143,0,0,0,0,0,0,0,0,0,-0.105763425621823,0,0,0,-0.0713282648707337,0.297877106551852,0,0.0493235207603229,0
X601998.CH.EQUITY,0,0,0,0.234615898144284,0,0,0.20386788315307,0.138505131032765,0,-0.142976017453717,0,0,0,0,0,0.174351966819321,0,0.141655923248987,0.0260556757882051,0,0,0,0,0,0,0,0,0,0.352257378651843,0,0,0,0,0,0,0.130210558214469,0,0,0,0,0.0329426553499296,-0.0236426523520347,0,0,0,0,0,0.088079761818484,-0.197005802244163,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.149987603033815,0,0.0867825757883638,0.180150141283032,0,0,0,0,0,0,0,0.226065144246727,0,0,0.0464935681378383,0,0,0,0,0,0.0405766485097166,0,0,0,0,0,-0.0502137560494118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199233653657999,0,0,-0.202096352562523
X002142.CH.EQUITY,0,0,0,0,0.145677002945342,0,0,0,0,0.0895977035244657,0,0,0.0768462150526202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347842436108714,0,0.0898607891656933,0,0,0.273426478673165,0,0.0547573720017442,0,0,0,0,-0.0416795580720087,0,1.0842021724855e-19,0,0.036709910986376,0,0,0,-0.0337415707717961,-0.0524683912586972,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.140426507872073,0,0,0,0,0.618188193200355,0,0.016476374164454,-0.060576165481063,0,0,0,0,0.0611759537842785,0,0,0,0,0,0,0.0319798895077373,0,0,0,0.238320635229367,-0.0777834182116456,0,0,0,0,0,0,0,0,0,0,0,0,0.238837430206688,0,0,0.202806021567413
X601818.CH.EQUITY,-0.159257104051766,0.0648082704960024,0,0,0,0.200907863936253,0,0,0,0.25126595894176,0,0,0,0,0,0,0,0.0409899645700201,0,0,0,0,0,0,0.361289383418484,0,0.0983058770872528,0,0,0,0.0941101617696087,0,0.0879589233084554,0,0,0,0,0,0,0.0465062991022117,0,0,0,0,0,0.0285578469540085,0,0,0,0,-0.0980053208832925,0
X1109.HK.EQUITY,0,-0.0753173430658639,0,0,0,0.0501905864718756,0,0,0,0,0,0,0.0302108113970213,0,0,0,0,0,0,0.130557452232669,0,0,0,0,0,0,0.169192780651207,0,0,0,0,0.2084451595767,0.231512116594169,0,0,0,0,0,0,0,0,0,0,0,-0.173586975048796,0,0,-0.00227368922293368,0.00232562511084337,0,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141902641807212,0,0,0,0,0,0,0,0,0,0.0469375834618004,0,0,0,0,0,0,0,0.318799471803712,0,0,0,-0.208110446297036,0.176285907453553,0,0,0,0,0,0,-0.059994381462527,0,0,0,0.281862833139463,0,0.355000420679883,0
X600999.CH.EQUITY,0.0413776418205132,0,0,0,0.134780941119894,0.090934376748552,0.157952558251917,0.000463464623997753,0,0,0,0,0,0.395884216055854,0,0,0,0,0,0,0,0,0,0,0,0,0.109199428904078,0,0,0.0730851523452248,0,0,-0.0196860709415952,0,0,0,0,0.0438339191226433,0.0387443079886247,0,0,-0.00508938828053189,0,0,0,0.0454832261698899,0,-0.127646684860067,0,0,-0.112384805725186,0
