,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.166987905998553,0,0,0,0,0,-0.192226946607021,0,0,0,0,0,0,0,0,0,0,-0.0220951765672842,0,0,0.384570704383023,-0.0313559530012252,0,0,0,0.430692033650245,0,4.33680868994202e-19,0,0,-0.069395994989081,0,0,0,-0.034448521783132,0,0,0,0,0,0.0233556970945153,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.17358703143236,0,0,0,0.371382225585435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197297021165851,0,0,0.0121413765475783,0,0,0,0,0,0,0,0,0,0,0,0,0.1489241073077,0
X601939.CH.EQUITY,0,0,0,0.771517215453456,0,0,0,0,0,0,0.101778505673274,0,0,0,0,0.112937171931355,0,0,0,0,0,0,0,0,0.0100421739617011,0,0,0.0677994039400228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581089645091266
X601288.CH.EQUITY,0,0,0.94628004670731,0,-0.0368946314429598,0,0,-0.0324756165842084,0,0,0,0,0,0,0,0,0,0,0,0,0.0789016563041095,0,0,0,0,0.0717942728525786,0,0,0,0,0,0.0496834829637032,0,0,0,0,0,0,-0.0587160400212193,-0.00319341042442442,0,-0.087253551388705,0,0,0,0,0,0,0,0,-0.0472671253549953,0
X601628.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.243171761110248,0,0,0,0,0,0,0,0,0.445580966454185,0,0,0,0,0,0,0,0,-0.0559497809479718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105129902058167,0,0.373783538572978,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.371042193085552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157717813517616,0,0,0,0,0,0,0,0.160521446347305,0,0,0,0,0,0,0,0,0,0,0,0.0563121874528788,0,0,0,0,0,0,0.0493757719219875,0,0,0,0,0.0296413672203756,-0.0116928260132315,0
X601988.CH.EQUITY,0,0,0,0.0587880203903332,0,0.0230568201428474,0,0,-0.0624511803850913,-0.00900872425760627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070632554511112,0,0,0,0,0,-0.0272406151465995,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.128469959574454,0,1.00102022499142,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.153718841723895,0,0,0,0.171390709333872,0,0,0,0,0,0,0,0,0.31373645051518,0,0,0.0492466179599348,0,0,-0.072294709533069,0,0.0468206073068315,0,0,0,0,0,0.0942026901078717,0.0620686256702775,0,0,0,0,0.162505197343495,0,0,0,0,0,0,0,0,-0.0140968626277864
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0521819400242705,0,0,0,0,0,0,0,0,0.0830799362496932,0,0.55662400254593,0,0,0,0,0,0,0,0,0,0.0266905969708684,0,0,0,0.198227982735138,0.259128161205335,0.329755463394289,0,0,0,0.235888535981581,0,0
X388.HK.EQUITY,0,0.212763751338695,0,0,0.170885362291761,0,0,0.0421593853361081,-0.0550530933461281,0,0,0,0,0,0,0,0,-0.0727847767960075,0,0,0.0373263758106551,0,0.178680179104229,0,0.135859729040673,0,0,0,0,0,0,0,0,0,0,0,0,0.232629783265168,0,0,0,0,0,0,-0.14573486259488,0.0918434300744428,0,0,0,-0.0718996300025734,0.230236213710294,0
X601658.CH.Equity,0,0.02050453884904,0.188986402354508,0.149102538439037,0,0,0,0,0,0,0,0,0,0,0,0.0375655110146571,0,0.0490812851876402,0,0,0,0,0,0,0,0,0.18057473587806,0,0,0,0,0,0,0,0,0,0.0053518470788209,0,0,-0.0380426229136752,0.128131165942217,0,0,0,0,0,0.0727815592669685,0,0,0.0519724875163397,0,0
