,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X000776.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0663434578311899,0.433033157676837,0,0,0,0,0,0,-0.0182598998810855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316945704478921,0,0,0,0,0,0,0,0,0.0522829966992383,0.181614073640584,0,0,0,0,0,0,0,0,0,0.0483033644750323,0.060077355902838,0.269709588249679,0,2.16840434497101e-19
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.151756030423788,0,0.0601098269846281,0,0,0.0679333601572454,0,0,0,1.73472347597681e-18,0.224578075156421,0.205203320440037,0,0,0,0,0,0,0.107262491357664,0,0,0,0,0,0,0,0,0,0.0444817214291185,0.000121253787264624,0,0,0,0,0,0,0.03527382382623,0,0,0,0,0,0.0555725839722231,-0.031560642476617
X601939.CH.EQUITY,0,0,0,0.209795874442744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242361865952037,-0.207764297022482,0.803681428757621,0.0926637693075866,0,0,0.026327760177626,0.029420921489609,-0.118667124120518,0,0,0,0,0,-0.0704724928409833,0,0,0,0,0,0,0,-0.131390607466119,0,0,0,0,0,0,0,0.0358131466445091,0.0948181013653471
X601288.CH.EQUITY,0.301311528309682,0,0,0,0,0,0.284512459764293,0,0,0,0.0362607856318162,0,0,0,0,0.176169747307576,0,0.00435176949573447,0,0,0,0.0308453921359529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175254662968851,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.190603733697233,0,0,0,0.0717984471771293,0.0936798358850932,0,0,0,0,0,0,0.216091850923366,0,0,0,0,0,0,0,0,0,0,0.0303358941248253,0.336641486590541,0,0,0,0,0,0.0927885417535134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190018571213616,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0250205894591932,0,0,0,0,0,0,0,0.139145034019275,0,0,0,0.067694708075488,0,0,0,-0.0650795183740066,0,0,0,0.0448747945320797,0,0,0.248935780775881,0,0.068147041094466,0,0,0.501800531386797,0,0,-0.0213701558082487,0,0.0612189170086688,0,0,0,0,0,0,0,0.109058543330295,0
X601988.CH.EQUITY,0.147198050109685,0.0294872083190237,0.0198891957216942,0.115470667570038,0.35125222724167,0,0,0,0,0,0,0,0,0,0,0.146858506309995,0,0,0,0,0,0,0,0,0,0,0.0782831953733586,0,0,0,0,0,-0.133269441359871,0,0,0,0.225570232423832,0,0,0,0,0,0,-0.0684043914184709,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0421177360991201,-0.0329569920704298,0,0,-0.000245895169626309,0,0,0.118887429916232,0,0,0,-0.168451675120293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219797721261843,0.0306051064453192,0,0,0,0,0,0,0,0,0,0,0.142887693279072,0.145626084045975,0.0315429121473798,0,0.0710925055034046,0.0607377255022314,0,0.180788654855662,0,0.132670015780662,0,0,0
X5.HK.EQUITY,0,0,0,0.0104751007650344,0,0,0.0155988749826733,0,0,0,0,0,0,0.053138831841185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146575709789091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272120313396333,0.468201863164002,0,0,0.170903152021138,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.149622764984049,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283645866033763,0.492140981160407,0,0,0,0,0,0,0.155895607754624,0,0,0.124151675956587,0.176725692889746,0,0,0,0.0271286813341735,0,0,0,0,0.0782494188011342,0.0359831173754698,0,-0.0248373837245387,-0.173105617077224,0.0756524944746357,0,0,0,0,0
X601658.CH.Equity,0.208987194991012,0,0,0,0.0643315039159117,0,0.0429578433534284,0,0,0,0,0.0817050633981801,0,0.0861950818879366,0,0,0,0,0.246874225837675,0,0.0373538802750202,0,0,0,0.00834302217213648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.042670953697431,0.0267427504719258,-0.134536634430586,-0.0175681289446819,0,0,0,0.074832093880937,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549684418072171,0,0,0,0,0,0,0,0,0,0,0,0.133566408341519,0,0,0,0,0.345476739624284,-0.0280525612718287,0.0480488303185614,0,0,0,0,0.0797158776224241,0,0,0,0,0,-1.73472347597681e-18,0,0.124589876673588,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622133613057576,0,0,0.190446375004967,0,0.087671682352466,0,0,0,0,0,-0.152046060136674,0,0,0,-0.00282584276050993,0,0,0.077612561053531,0,0,0,0.0173606816035796,0.109500107607624,-0.0451401635799511,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0
