,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.147018830690425,0,0,0,0,0,-0.107356133529745,0,0,0,0,0,0,0,0,0,0,-0.0834292223313232,0,0,0.426273525473459,-0.125306907244757,0,0,0,0,0.472181555033149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296370516208674,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0364312012965048,-0.0214195631918058,0,0,0,0,0,0.247803844413357,0,0,-1.73472347597681e-18,0.503822632089989,0,0.0184843467384115,-0.0110176066680326,0,0,0,0.01593779358562,0,0,0,0.0528098192676109,0,0,0,0.118293725923094,0,0.054590686396615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152146399901285,0
X601939.CH.EQUITY,0,0,0,0.77145755418598,0,0,0,0,0,0,0.101226883430714,0,0,0,0,0.110981395494787,0,0,0,0,0,0,0,0,0.0100963821220792,0,0,0.0664936049895874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005830721399486
X601288.CH.EQUITY,0,0,0.92694474852565,0,0,0,0,-0.0258156605906932,0,0,0,0,0,0,0,0,0.00792710200846221,0,0,0,0.0923985144700362,0,0,0,0,0.0380766474503796,0,0,0,0,0,0.0547809973672203,0,0,0,0,0,0,-0.0651407517754559,0,0,-0.109455657087722,0,0,0,0,0,0,0,0,-0.0413904125535725,0
X601628.CH.EQUITY,0,0.00721732970674877,0,0,0,0,0,0,-0.1012751718353,0.268481445254067,0,0.27615205032773,0,0,0,0,0,0,0.302658696812376,0,0,0,0,0,0,0,0,-0.0839192875649089,0,0,0.0206785404160129,0,0,0,0.263942493059868,0,0,0,0,0,0,0,0,0,0,0.109213358905952,0,0,0,0,0.0405559241560387,0
X600036.CH.EQUITY,0,0,0,0.343425275076324,0,0,0,0,0,0,0.0124451013619793,0,0,0,0,0,0,0.177825558708415,0,0,0,0,0,0,0,0.195031252443595,0,0.0264240230478569,0,0,0,0,0,0,0,0,0.0675920524259843,0,0,0,0,0,0,0,0.0741381119122368,0,0,0,0,0.00383135083537333,-0.0115534341291426,0
X601988.CH.EQUITY,0,0,0,0.0691136415246498,0,0,0,0,-0.0269844471774511,-0.0730310191723118,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.00120044717180201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131738494749886,-0.0627228554315233,0,0.989875984223246,0,0,0
X1299.HK.EQUITY,0,0.064042383220525,0,0,0.080156979023309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337355915957557,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0559834315848706,0.0849272723447013,0,0,0,0,0.193781609867972,0,0,0,0,0.0939204236644003,0,0,0,-0.062750090345751
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467591552833123,0,0,0,0,0,0,0,0,0.0624881887851446,0.562903594339562,0,-0.0393896151341743,0,0,0,0,-0.0109829166962232,0,0,0,0,0.0338520556431088,0,0,0.213448399287572,0.270330614601652,0.327333263154463,0,0,0,0.23501927638484,0,0
X388.HK.EQUITY,-0.0330386425351595,0,0,0,0.156954368740231,0,0,0,0,0,0,0,0,0,0,0,0.12094284446787,0,0,0,0.246735759397693,0,0.246443349835769,0,0.215857480618057,0,0,-0.0973429758010759,0,0,0,-0.0604071378173202,0,0,0,0,0.185280498240734,0,0,0,0,-0.0691352855846016,0.0405258268280503,-0.190402123896122,-0.0624970604178644,0,0,0,0,-0.0014986828216836,0.314668278387365,0
