,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.47891083749609,0.117873109560679,0.123322657932274,0,0,0,0,0,-0.0916772776410916,0,0,0,-0.0318643279830294,0,0,0,0,0,0,0,0,0,-0.0341924289567911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965673573417525,0.120311085115633,0,0
X601939.CH.EQUITY,0.304222847143264,0,0,0.201157743714828,0,0,0,0,-0.128116933242302,0,0.0598487351309625,0,0,0.253042969151536,-0.0731922965350729,0,0,0,0,0,0,0,0,0,0.195404714534441,-0.0267367178395673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194932967497664,0,0.0349147097581302,0.0813695880399513,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.224788711865036,0.117469268322905,0,0,0,0,0,0,0,0,0.0515834085436623,0,0,0,0,0,0,0.188867653030786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395607537104335,0,0,0,0,0,0,0.187273519154752,0,0,0,0,0,0
X601288.CH.EQUITY,0.376213650296921,0,0,0,0.214645123924333,0,0,0,0,0,0,0,0,0.14643548386881,0,0,0,0.0916044299074741,0,0,0.0341909517223404,0,0,0,0,0,0,0,0,0,0,0,0.084240309937545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.514737708623476,0,0,0,0,0,0.199410576554726,0,0,0,0,6.93889390390723e-18,0.105208478066707,0.122957404754316,0,0,0,0,0,0,0,0,0,0.0396027645535453,0,0,0,0,0,0,0,0,-0.510948980429702,0,0,0,0,0,0,0,0.156827371119369,0,0,0,0,0,0,0.247231295096119,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.240065933229863,0.00134895701509785,0,0,0,0.124487394903996,0,0,0,0,0.026046051305133,0,0.0110951887661836,0,0,0,0,0,0.154301404526766,0.0407063587530638,0.126489506230851,0,0,0,0,0,0,0.0605326667054179,0,0,0,0.149114831194157,0,0,0,0.0920886416413858,0.00509952188801282,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0326551276060699,0,0,0,0,0,0,0,0,0.203592296197914,0,0,0.0437073944103761,0,0.479684870626296,0,0,0,0,0.135672379340242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864800678969004,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142487346915014,0,-0.149768932175313,0,0,0,0,0,-0.148709657832228,0.394184600992112,0,0,0,0.713381052338992,0,0,0,0,0,0,0,0,0,0.34500806512987,0,0,0,0,0,0,0,-0.233046107426213,0,0,0,0,0,0
X601628.CH.EQUITY,0.0823369688231831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187582781809718,0,0,0,0,0,0,0,0,0,0,0,0.168952195707697,0,0,0,0,0,0,0,0,0,0,0,0,0.208279369310816,0,0,0.0364961870497251,0,0,0,0,0.151675796162143,0,0
X601658.CH.Equity,0,0,0,0.0581131909317222,0.154818174959254,0,0,0,0,0,0,0,0,0.152599101702393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223116620031075,0,0,0,0,0,0,0,0,0.146510743329117,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.312051770622312,0,0,0
