,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.484862196212365,0.0899736891351009,0,0,0,-1.73472347597681e-18,0,-1.73472347597681e-18,0,0,0,0.0816324129718928,0.0668176945585003,0,0,0,0,-0.143772367573187,0,0,0,0,0,0,0,0,0.0247327451726308,0,0,0,0,0,0,0.0485333597090912,0,0,0,0,0,0,0,0,0,0,0.100368398573225,0.182406981073121,0.0392262765281869,0,0
X601318.CH.EQUITY,0,0,0.210127001976684,0.109194357665425,0,0,0,0,0,0,0,0,0,0,0.296311256463703,0.071049540363336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140467600597051,0,0,0,0,0,0,0,0.099704515110152,0,0,0,0,0,0,0,0.0238476133628049,0,0,0
X601939.CH.EQUITY,0.331714750053202,0,0,0,0,0,0,0,0,0,0,0,0,0.456195868058269,0,0,0,0,0.148647037142036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104723955108173,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0
X601288.CH.EQUITY,0.347933626126681,0,0.0171030113781523,0,0.506041206849398,0,0,0,0,0,0.0105362450062706,0,0,0,0,0.0488362636547246,0,-0.031868367186582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000437634743246183,0,0,0,0,0,0,0,0.0857519082573348,0,0,0
X601988.CH.EQUITY,0,0,0,0.10921731532284,0,0,0,0,0,0,0,0.499979552166075,0,0,0,0,0,0,0,0,0,0,0.0208354631861873,0,0.00741890559559868,0,0,0,0,0,0,0,0,0,0.104779474589553,0,0,0,0,0,0.11223710968855,0,0,-6.93889390390723e-18,0,0.031267094472445,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.205708769820595,-1.38777878078145e-17,0,0.245211546282339,0,0,0,0,0.675115067674268,0,0,0,0.48518467952738,0,-0.672124614222891,0,0,0,0,0.128993770065894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0962710601908618,0
X600036.CH.EQUITY,0.0937124102848482,0.0304329697784772,0,0,0,0,0,0,0,0,0.156468297772797,0,0,0,0.0502167250764452,0,0,0,0.0729461760051275,0,0,0,0,0,0,0,0,0,0,0,0.107841038500517,0,0,0.239498652039825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213287280949164,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121512217317041,0.0260916539554495,0,0,0,0.0888985107104715,0.0843151638099537,0,0,0,0,0,0,0.0707847018297501,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.313042712300297,0,0,0
X601628.CH.EQUITY,0,0,0.299877696222683,0.135002049994302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600230426078039,0.0499786673748045,-0.00745144300547333,0,0,0,0,0,0,0,0,0.202499722017591,0,0,0,0,0.00756363987023749,-4.33680868994202e-19,0,0,0,0,0,0,0.10458206506002,0,-1.38777878078145e-17,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.131368974177025,0,0,-0.0319173799667331,0,0,0,0,0,0,0,0,0,0,0,0,0.0625563311523969,0,0,0,0,0,0.571824653306495,0,0,0,-0.161946922983011,0,0.466947677375287,-0.351595008066362,0,0,0,0,0.795069400449804,0,-0.369953424763205,0,0,-0.190731486356616
X601166.CH.EQUITY,0,0,0,0.176879505022814,0,0,0.253579554737908,0,0,0,0,1.38777878078145e-17,0,0.141181575949051,0,0,0,-0.0235041635890889,0,0,0,0,0,0,0,0,0,0,0,0,0.281883464847632,0,0,0,0,0,0,0,0.139125856646314,0,0,0,0,0,0,0.0485720330701923,0,0,0,0,0,0
X601328.CH.EQUITY,0,-6.93889390390723e-18,0,0.255484238000141,0.201844059543808,0,0,0,0,0,0,0,0,0.176131975903907,0,0,0,0,0,0,0,0,0.279997471273712,0,0,0,0,0,0,0,0,0,0,0.0416164437736407,0,0,0.0471782834829103,0,0,0,0,0,0.0296020713523636,0,0,0,0,0,0,0,0,0
