,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.236079830188651,0,0.138064619366436,0,0.0317185233751184,0,0,0.250273593937151,0.0690781341341964,0,0.095278389302953,0,0,0,0,0,0,0,0.0758046540248902,0,0,-0.0857510135687243,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.0634038742747342,0,0,0,0,0,0,0,0,0,0.0416275032524079,0.0264595165268538,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.483654639691138,0,0,0,0,0,-0.0479824384039058,0,0,0.0165524871480978,0.192378048208905,0,0.22971402528337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149524697791319,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0805869534163651,0,0,0,0,0,0,0.211831663525676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.113484704146676,0,0,0.156845004583899,0,0.147433256622641,0.14110223321146,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.346414616986803,0.0459241833385488,0,0,0.40214305058863,0,0,-0.0315225423669819,0,0,0.0627201536352468,0,0,0,0,0.114516301961452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211076302087112,0,0,0,0,0,0,0,0,0,0,0.0134290649525287,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0874399563705062,0,0.289774371298211,0,0,0,0,0,0,0.249436936660742,0,0,0.10029647476395,0,0,0,0,0,0.14346601747604,0,0.0690978966256331,0,0,0,0,0,-0.00853578892108114,0,0,0.021515069784988,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0445725600829765,0,0,0,0,0,0,0,0.0532735161370144,0,0,-0.00294756443523704,0,0,0
X600036.CH.EQUITY,0,0,0.021090221690153,0,0,0,0,0,0,0,0,0.411344444837843,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.126443798391761,0.0523347399657583,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0833242399998119,0.059642864826389,0.00130541562506508,0,0,0,0,0,0,0,0,0.264347201019873,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.09852649612587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998443896358728,0,0,0,0.0419307713851373,0,0.179236969856052,0,0,0.118133768477698,0,0.208422269975309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142167065698439,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.195609381122694,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,1.38777878078145e-17,0,0,0,0,0,0,-0.210698501680697,0,0.118989434437429,1.13960469110501,0,-0.778866864187774,0,0,0.508100747747619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400622288499716,0,0,0,0,0,0,0,0.0126011091482293,0,-0.0856153310394056,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0907286854354006,0,0,0,0,0,0,0,0,0.0284472893102072,0,0,0.246279722069842,0,0.345023762991334,0,0,0.060238811597134,0,0,0,0,0,0,0,0,0,0,0,0.0125581825083746,0,0,0,0,0,0,0,0,0,0.0721548864173187,0,0,0
X601658.CH.Equity,0,0,-0.117796478078264,0.30366326563206,0,0,0,0.0989874624682232,0,0,0,0,0,0,0,-0.274347802218731,0,0,0,0,0,0,0,0,0,0,0,-0.0803935700259008,0.79884171388506,-0.0837521693558958,0,0,-0.0913473958926624,0,0,0,0,0,0.0534343613977174,0,0,-0.188078788965763,0,0,0,0.841538734114517,0.00424790259218411,0,0,-0.102572686570501,0,0,0,0.166666440278929
