,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.465195220290404,0,0,0,0.0665764787377674,0,0,0.00887918915480232,0.11765260986546,0,0,0.165044433600745,0,0,0,0.0731213054853921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588855808897963,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0293819499637627,0.0982992457867919,0.265117138380099,0,0,0,0,0,0,0.0531210438831544,0,0.325176806934293,0.0889710900613006,0,0.064834591341192,0,0,0,0,0.0250941855825635,0,0,0,-0.0396394875886043,0,0,0,0,0,0,0,0,0,0.0508054306524646,0,0.0019488727351645,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.135619165626149,0,0,0.495794454350042,0.0910262995484817,0.0745368990809731,0,0,0,0.0668503746770102,0,0,0,0,0,-6.93889390390723e-18,0,-0.0336600941834807,0,0,0,0,0,0,0,0,0,0.199342866405516,0,-0.0106393618255871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454191436130927,0
X601288.CH.EQUITY,0,0,0.159492857776469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2887601013255,0,0,0.124297827949068,0,0,0,0.0767846982705952,0,0,0,0.0533176138402576,0,0,0,0,0,0,0.085557440356654,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0565753146686152,0,0,0.206145328567847,0,0.206672060477743,0,0,0,0.211980077419856,-0.00846424715578563,0,0,0,0,0,0.195457761256452,0,-0.242530569056106,0,0,0,0,0.044702483625175,0,0,-0.059760228429021,0,0,0,0,0,0.196413859977358,0,0,0,0,0.080525235654721,0,0,0,0,0,0,0.171787888412206,-0.00758250915537319,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.321980533297045,0,0,0,0.107044681559008,0,0,0,0,0,0,0,0.0547506859021842,0,0,0,0,0,0,0,0.103754814001412,0,0,0,0,-0.230299147351994,0,0.0456784859508266,0.0738966679517267,0,0,0,0,0,0,0,0,0.070229675024143,0,0,0,0,0,0,0,0.0791670138859616,-0.0685236596463624,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0816332601310833,0,0,0.0772867401858671,0,-0.132843154222229,0,0,0.0634701840992819,0,0,0.529228315132726,0,0,0.0420583493174066,0,0,0.113104339777314,0,0,0,0,0,0.069763247596748,0,0,0,0,0.0277018814749719,0.243085724037978,0,0,0,0.129174787392044,0,0,0,0,0.0106658450205426,-0.0252981644004399
X1299.HK.EQUITY,0,0,0,0,0.0770670119196465,0,0,0,0,0,0,0,0,0,0,0,0.205954719184619,0,0,0,0,0,0,0,0,0.138971808961444,0.0457932819423741,0,0.07721867663868,0,0,0,0,0,0.174785317018972,0,0,0,0,0,0,0,0,0,-0.0582483843546243,0.102508650259115,0,0,0,0,0,0,0.117163466933881
X601628.CH.EQUITY,0,0.162461092339955,0,0.109617254978173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747474967842961,0,0,0,0,0,0,0.051695514333136,0,0,0,0,0,0,0,0,0.0514213404888831,0,0,0.359405010997934,0,0,0,0.0808230324364926,0,0.0973601970148685,0,0.0295671818265854,0,0,0,0,0,0,0,-0.0255376921548052
X601328.CH.EQUITY,0,0,0.370130861246302,0,0,0,0,0,0,0,0,0.419250364837213,0,0,0,0,0,0,0,0,0,0.010351639085257,0.150808187921918,0,0,0,0,0,0,0,-0.0179930719423972,0,0,0.0272895283251304,0,0,0,0,0,0.0912815661580439,0,-0.016059403086987,0.213210114530774,0,0,0,0.0808957605558877,0,0,0,0,0,0
