,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.258671793093295,0,0.154920006622832,0,0.128855990363794,0,0,0.27683111660307,0.0858371706801599,-6.93889390390723e-18,0,0,0,0,0,0,0,0.00624727361635798,0,0,0,-0.11246191418575,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0321134777525485,0,0,0,0,0,0,0,0,0,0.117822434651022,0.0132361025613677,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.479927622118259,0,0,0,0,0,-0.0319175291789948,0,0,0,0.16961177652577,0,0.266021201991617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.000415116388919737,-0.0148115237494527,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0129036645827782,0,0,0,0,0,0,0.188004255764681,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153701400399647,-6.93889390390723e-18,0.0918269288242618,0,0.16553676649287,0.206706889997074,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.429829866176542,-1.73472347597681e-18,0,0,0.343526735716584,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0790278234528272,0,0,0,0.0741286273196984,0.0324962030707452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.32426650306383,0,0,0,0,0,0,0.256760346710428,0.144372836367242,0,0.071119494880864,0,0.0106880033849997,0,0,0.129217215931875,0,0,0,0,0,0.0379075156355539,0,-0.0213054442875288,0,0,0,0,0,0,0,0,0,0,0,0,0.0410401535387663,3.46944695195361e-18,0,0,0,0,0,0,0.0242481013434083,0,0,-0.0217264271839766,0,0,0.0107445029988886
X600036.CH.EQUITY,0,0,0.0210302853051232,0,0,0,0,0,0,0,0,0.409099221973553,0,0,0,0,0,0,0,0,0,0,0.052591849550942,0,0.12224713286293,0,0,0,0,0,0,0,0,0,0,0,0,0.0838465304239906,0,0.058348062604756,0,0,0,0,0,0,0,0,0,0.260910072878029,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,8.67361737988404e-19,0.0835238565259222,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0998919647418337,0,0,0,0,0.088035295664111,0,0,0,0,0,0.177833789753194,0,0,0.0875500427035134,0,0.207098677509334,0,0,0,0,0,0,0,0,0,0.0100538889844932,0,0,0,0.162050286827792,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.0734589324943146,0,0,0,0,0,0,0,0,0,-0.0521797613855381,0,0,0,0,-0.282676342792898,0,0,0,1.0635230083946,-0.710637048531604,3.46944695195361e-18,0,0.613459159165725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406635404899767,0,0,0,0,0,0,0,0,0,0,-0.0711537769587084,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0853485873299969,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.250547727023927,0,0,0,0.34819749306441,0,0,0.0648822902294456,0,0,0,0,0,0,0.00769726336131835,0,0,0,0,0,0,0,0.0144846940774381,0,0,0,0,0,0,0.072246919343664,0,0,0
X601658.CH.Equity,0,0,0,0.216597372182172,0,0,0,0.0455572880894969,0,0,0,0,0,0,-0.0826368700455921,-0.199096502956136,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.836826191564615,-0.143217356137942,0,0,-0.184519689216266,0,0,0,0,0,0,0,-0.188805074472901,0,0,0,0,1.00926946426887,0,0,0,-0.130742808790655,0,0,0,0.200862156603901
X601328.CH.EQUITY,0,0,0,0.223996236148611,0,0,0,0,-0.0118956543595137,-0.0460419622014962,0,0,0.192818435085517,0,-2.16840434497101e-19,0,0,0,0,0.272604377329325,0,0,0,0,0,0,0,0,0,0.0401688277355691,0.186062169299961,0,0,0,0.0862609522304734,0.052498248028845,0,0,0,0,0,0,0,0,0,0.0396794264642264,0,0,0,0,0,0.0475054265214412,-0.0362428405050008,0
X601166.CH.EQUITY,0,0.0376448427325054,0,0,0,0.16005826122423,0,0,0,0.0177812520278991,0,0,0,0.0198073970133109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254328781081582,0,0,0,0,0,0.00115104973730315,0,0,0,0,0.014402750183733,0.25610632062272,0,0,0,0.216005119855575,0,0,0.0304864547790406,0.0168643861434953,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0603396691026176,0,0,0,0,0,0,0,0,0.475155115472215,0,0,0,0,0,0.202741273557144,0,0,0,0,0,0,0,0,0.0889772138675284,0,0,0,0.0374800071437949,0,0,0.00435039989938639,0,0,0.0458558704386017,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.00801747951616309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106018880101837,0,0,0,0,0,-0.0412650743382476,0,0,0.0704842086646836,0,0.509675174735223,0,0.146676023382454,0,0.158142822536176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0.111461625075029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596983206244704,0,0,0,0.10859399285409,0,0,0,0.0628106725945039,0,0,0,0,0,-0.0787907346733191,0,0.19728311124108,0.0567283817413852,0.234669294633764,0,0,0.251115632961946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.196427362084718,0,0,0,0.477016938017968,0,0,0,0.0306001599277273,0,0,0.00444526558536496,0,0,0,0,0.00532200952404041,0,0,0,0,0,0.0587868927088538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158973276614871,0,0,0,0,0,0.00267406282131188,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080495590895938,0,0,0,0,0,0.0183642310502904,0,0.22425203100814,0,0.249124861649525,0,0,0,0,0,0,0,0,0,0.29804526963699,0,0,0,0.14176685310866,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0.148726408548961,0,0,0.0367544332775649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257311892471086,0.270205566106804,0,0,0,0,0,0,0.0658689410160451,0,0,0,0,0,0,0,0,0,0,0.1196154380449,0,0,0,0,0,0,-0.102499364389623
X000001.CH.EQUITY,0,0,0.268758850756951,0,0.203800312859142,0.169254601421446,0,0,0,0.237341385578675,0,0,0,0.0665741156569279,0,0,0,0,0,1.38777878078145e-17,0,0,-0.0296223996018159,0,0.0392006169871159,0,0,0,0,0,0,0.0333554649945587,0,0,0,0,0,0,0,0,0.0206940217243296,0,0,0,0,0,0,0,0,0,0,-0.142655881691597,0,0
X600016.CH.EQUITY,0,0,0,0.111610519902109,0,0,0,0,0,0,0.299327249251376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293566277693818,0,0,0,0,0.0366065611668284,0,0,0,0,0,0.0116385817160048,0,0,0,0,0.110524668430929,0,0,0,0.0716337421116763,0.0540773363143755,0,0,0,0,-0.00860488614972765,0,0
X601319.CH.EQUITY,0,0,0.100252576610263,0,0,0,0,0,0.139062349472551,0,0.19725722518769,0,0.0286859269497842,0,0,0,0,0,0,0,0,0.119588509296568,0,0,0,0,0.0704220366493172,0,0,0,0,0,0,0,0.252073569582167,0.00386627247215198,0,0,0,0,0.0363942048459408,0.0170407029797214,0.018964172667234,0,0,0,0,0,0.0166168786428455,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.0160162927525509,0.131545081496011,0,0,0.0961273968615837,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0440305350666799,-2.77555756156289e-17,0.392247955175478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12746564654654,0,0.0333614579981453,0,0,0,0,0.0894586927515229,0,0,0,0,0.00281418291489447,0
