,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.368634714755579,0,0.297488760916304,0.00315180163602454,0,0.172797948204202,0,0.128375743391028,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,-0.107703719212986,0,0,0,0,0,0,0,0,0,0,0,0.104499423251552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212739097677443,0,0,0,0,0
X601939.CH.EQUITY,0.369709912964182,0,0,0,0,0,0,0,0,0,0,0.0757471204518638,0.307440326050105,0,0,0,0,0.102139045235847,0.0709031803393648,0,0,0,0,0,0,0,-0.106724363619652,-0.012264676837914,0,0,0,0,0,0,0,0,0.0130944365939983,0,0,0,0,0,0,0,0,0,0.0298821026507789,0,0,0.0326443236322502,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0589403624058073,0,0,0,0,0.279113464753969,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139369779153,0,0,0,0,0,0,0,0,0.0946199948898837,0,0,0,0,0,0.421717441267614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.386972590594449,0.0536381523312917,0,0,0.354511714758563,0,0,0,0,0,0.113288497412712,-1.73472347597681e-18,0,0,0,0,0.0602075852534488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318160793345988
X601988.CH.EQUITY,0,0,0,0.264743603268547,0,0,0,0,0,0,0,0,0,0.0198555783219701,0,0,0,0,0.165418091868323,0.170935049215124,0,0,0,0,0,0,0,0,0,0,0.0668912749135968,0,0,0.0240364578064766,0,0,0,0,0,0,0,0,0,0.180931770531176,0,0,0.0979115159791431,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071067504940127,0,0,0.023617806183762,0,0,0,0,0,0,0,0,0.571614413599233,0.183445218967558,0,0,0,0,0,0,0,0,0,0.00183827197766969,0,0,0,0,0,0,0,0,0,0,0,0,0.403948298881415,0,-0.063449779218598,-0.0660998277750369,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.176155543549318,0,0,0,0.561555002839587,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.121148480605174,0.0981357516488866,0,0,0,0,0,0,0,0,0.093359339965612,0.0985022872426025,0,0.0500445817549436,0,0.0426231787604537,0,0,0,0,0,0,0,0,0,0,0,0,0.0385473286806049
X1299.HK.EQUITY,0.0280542879203982,0,0,0,0,0.0399509719960121,0.0707660031784787,0,0.0709220807327424,0,0,0,0,0,0,0,0.34754162932493,0,0,0,0.222815772693672,0,0.193677738231447,0,0,0,0,0.0911852463777824,0,0,0.1402749701168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.132362513044049,0.0404334054540753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39807920357083,0,0.0522686852503551,0,0,0,0,0,0,0.136813870587358,0,0,0,0,0,0,0,0,0.0272767826469464,0,0,0,0,0,0,0,0,0,0,0.0361240317564068,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.134069365604837,0,0,0,0.0383350905292063,0,0,0,0,0,0,0,0,0.378956500640676,0,0,0,0,0,0,0,0,-0.374444229720457,0.532498360062459,0.227342081567213,0,0,0,0,-0.578227603296657,0.620513833192941,0,0,0,0,-0.0540965089381917,-0.119058690744433,-0.106272331210805
