,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.248583930751569,0,0.246503498990846,0,0,0,0,0,0,0,0,0.26108769621677,0,0,0,0,0.0345455930249297,-0.134766810795457,0,0,0,0,0,0,0,-0.0566531623436319,0,0,0,0,0,0,0,0,0,0,0,0,0.0652460712509085,0,0,0,0,0,0,0,0.0688475969968393,0,0,0,0,0,-0.0111636708176598
X601318.CH.EQUITY,0,0,-0.0958874138391724,0,0,0.0424371322613711,0.0146487832227558,0,0.220191920143519,0,1.73472347597681e-18,0,0.12490501674073,-0.00270934098903957,0,0,0.225120434180682,0,0,0,0,0,0,-0.0719127210059141,0,0,-0.103939943060107,0,0,0,-0.17354644164961,0,0,0,0.257220869836986,0,0,0,0,0.205807044063762,0.284646514706996,-0.229375582083963,0,0.268644410361006,0,0,0,0,0,0,0,0,0,-0.055974655323652
X601939.CH.EQUITY,0.659598126969241,0,0,0,0,0,0,0,0,0,0.0833353177559802,-3.46944695195361e-18,0.0332653375830984,0,0,0,0,0,0,0,0,0,0,0,0.00169072356600978,0,0,0,0,0,0.0561473443238021,0,0,0.241398633490326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.496494276578168,0,0.0158003405578178,0,0,0.256097939788975,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0741208323867623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179656993447974,0,0,0,0,0,0,0,0,0,0,0,-0.0591952032778565
X5.HK.EQUITY,0,-0.209988684048794,0,0.242768600403751,0,0,0,-0.0531639127284327,0,0,0,0,0.196492707110186,0,0,0,0,0,0,0,0.489124588277874,0,0,0,0,0,0,0,0,0,0.308398418685718,0,0.0388389608141895,0,0,0,0,0,0,0,0,0.0476153892363068,0,0,0,0,0,0.212379881647082,0,-0.0736212120857083,0,-0.0783362333298146,0,0
X601988.CH.EQUITY,0.184971582314174,0.0381041863157855,0.2099360174186,0,0,0,0,0,0.143290999603519,0,8.67361737988404e-19,0.0170976328024503,0,-0.202495755805118,0,0,0,0,0,0,0.0785688020874443,0,0.154395581785685,0,0,0,0,0,0,0,0,0,0,0.0526517435260045,0,0,0.0295632263573992,0,0,0.194885309810005,0,0,0,0.0829025699048805,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.186499564832363,0,0,0.0291601697999653,0,0.124309522404335,0,0.364516140452876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555979534506448,0,0.0787730015967741,0.0119913851773402,0,0.0714249344075159,0,0,0,0.0580912364974538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.135276687812869,0,0,0,0.120739274503465,0,0,-0.0793522970092888,0,-3.46944695195361e-18,0,0.231239107457859,0,0,0.0624405458094653,0,0,0.0307420682178105,0,0.0316512956767785,0,0.0585878351447746,0,0,0,0,0.0187257916812403,0.250626646385512,0,0.00377488227789882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.307090693735993,0.155042355828471,0,0,0,0,0,0,0,0.0254254494435086,0,0,0,0,0,0,0,0.0533054556164284,0.0572939296164644,0,0,0,0,0,0,0,-0.0253658568773345,0,0,0,0,0,0,0,0,0,-0.000777740343815749,0,0,0,0,0,0,0,-0.0481670321570865,0,0.0784219751447535,0,0,0,0,0,0.0900934083895641,0.172014627478525
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262269654230013,0,0,0,0,0.0962462865692395,0,0,0,0,0,0,0,0.502173825868955,0,0,0,-0.451848393323113,0,0.266233468144996,0,0,0,0.252901882596001,0.0879497612831773,-0.141782003238921,-0.351422605621425,0,0,0,0,-0.309018078997807
