,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.134386100605195,0.0260644253437597,0,0,0,0,0,0,0.0713313721462421,0,0,0,0,0,0,0,0,-0.0641544298041526,-0.185984387610718,0,0.0215780992346264,0,-0.197341135191442,0,0,0,0,0,0.627976329026989,0,0.178551912258663,0,0,0,0,-0.00978121648423958,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.119002488286391,0,0.168297561401482,0.0154177070482341,0,0,0,0,0.0505904980356215,0,0,0,0,0,0.00779105211439745,0.0872525012293766,0,0,0,0,0,0.0682859398661637,0,0.0424003319776079,0,0,0,0,0,0.293909086892603,0,0,0,0,0,0,0.0405525638175995,0,0,0.0158442928535789,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.357279586980631,0,0,0,0.00777973534702998,0,0,0,0,0.0109659568741125,0,0,-0.0437936616324225,0,0,0,0,0.244923910357945,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.012267176771849,0,0.063615407811425,0,0,0,-0.20973823227488,-0.115574430028403,0,0,0,0.47672668774091,0.0322266253895536,0,0,0,0,0.0893714215289732,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.0896792166909502,0,0,-0.427049040078917,0.176519896990284,0,0.568830583840563,0,0,0,0,0.400818369523368,0,0,0,0,0,0,0,0,-0.255974276680707,0,0,0,0,0,0,-0.749585457254197,0,0,0,0,0,0,-0.10902559563683,0,0,0.328677320333136,0,0,0,0,0,0.160351885918659,0,-0.253979540135279,-0.441824127753285,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449331182072265,0,0,0,0.502020190422227,0,0,-6.93889390390723e-18,0,0.0596262264895136,0.000848765317387593,0,0,-0.0666642528619483,0,0,-0.221108060238764,0,0,0,0,0,0,0,0,0,-0.165691447595742,0,0.108229034048799,0,0,0,0,0,-0.110614923415404,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.359372241434393,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.357871858323775,0,0,-0.0575585044015473,0,0.0841918963079962,0,0,-0.236690282407338,0,0,0,0,0,0,0,0,0.0923205057222854,0,0,0,0,0.0317047980226589,0,0,0,0,0,0,-0.0466731213222539,0,3.46944695195361e-18
X600036.CH.EQUITY,0,0.0068183922718531,-0.108630138527761,0,0,0,0,0,0,0.136350624093208,0,0.617275816464489,0,0,0,0,0,0,0,0,-0.0285473905905847,0,0,0,0,0,0,0,0.0163348976343739,0,0.13771358058551,0,0,-0.134669100669299,0,0,0,0,-0.0247840698220714,0,0,0,0.136374044930197,0,0,0,0,0,0,0,0,0,-0.287076644365906
X1299.HK.EQUITY,0,0.0601292825926136,0,0,0.175149402594689,0.00443350437259053,0,0,0,0,0,-0.0235911825430417,0,0,0.00624716435074839,0.0944373722723874,0,0,0,0,0,0,0,0,0,0.22023883704829,0,0,0,0.00853666506780558,0,0,0.156114290496821,0,0,0,0,0,0,-0.00435116453776481,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0367168714959608,0,0,0,0,0,0,0,0.0697153696235136,0,0,0.355825768086412,0,0,0,0,0,0,0.0112245995248507,0.0221631888192515,0,0,0,0,0,0,0,0,-0.0043532732121746,0,0,0,0,0.184454132792128,0,0.129910836360551,-1.73472347597681e-18,0,0,0,0,0.0107733734190681,0,0,0,0,0,0,0,-0.146515262221406,0
X601328.CH.EQUITY,0,0,0.022763847531928,0,0,0,0.0799858226022878,0,0,0,0,0.333561008787919,0,0,0,0,0,0,0,0,0,0,0,0,0.253720056736984,0.100010163877839,0,0,0.0531045972631039,0,0,0,0,0,0,0,-0.222291239495808,0,0,0,0,0,-0.0810128810644579,0,0.150365492227252,0,0,0,0,0,0,-0.371632447108005,0
