,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.137615184142588,0,0,-2.77555756156289e-17,0,0.231055394268322,0,0.0863351489079316,0,0,0,0,0,0.012722519500237,0,0,0,0,0,0,0,0,0,0,0,0,0.0192249308611907,0,0,0,0,0.0762893729538074,0.0663176346800939,0,0,0.0509449667924072,0,0.112865020927168,0,0,0,0,0.158827716504119,0,0,0.0309782723765705,0,0,0,0
X002142.CH.EQUITY,0.25541391053122,0,0,0,0,0,0,0,0,0,0,0.103696728111599,0,0,0,0,0.151614193771394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136906564869922,0,0,0,0,0.0953825464867223,0,0,0,0,0,0.0923175827228339,0,0,0,0,0,0,-0.0816126038173427
X600000.CH.EQUITY,0,0,0,0.244428054358312,0.483674572265326,0,0,0.0280196200186312,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0387550234548746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497716122022401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0.0432063154971307,0.00119385882233275,0,0,0.0933090444691026,0,0.304876921494664,0,0,0.0474778441050917,0,0.140142658108843,0,0.108071935551511,0,0,0,0,0,0,0,0,0,0,0,0,0.149148949558813,0,0,0,0,0,0,0,0,0.0438993114258242,0,0,0,0.0190146720782401,0,0,0.0823493904037266,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.27850515890478,0,0,0.270887010271718,0,0,0.151537513876931,0.285264389983606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242635960693893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.147711739142606,0,0,0,0,0.368481268175082,0,0,0,0,0,0,0,0,0,0,0.0254399131639075,0,0.0511871377433464,0.230631682375575,0,0,0,0.0742016667835455,0,0,0,0.107222767392713,0,0,0,0.0260764179684735,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,5.42101086242752e-20,0
X601166.CH.EQUITY,0.132721715745176,0,0,0,-1.38777878078145e-17,0.129809575107507,0,0.264312731221751,0,0.0797558323909952,0,0,0.322716095767886,0,0,0,0,0.0031799921890559,0,0,0.0210818854373969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421611211168434,0
X601169.CH.EQUITY,0.00305605489322474,0,0,0.165654251213812,0,0,1.73472347597681e-18,0,0.323939875925017,0,0.0654925835203242,0,0,0,0,0.195886864565537,0,0,0,0,0,0,0,0.0129658460851513,0,0,0.0712683468497835,0,0,0.0557544014011036,0,0,0,0.0648672033032859,0.0374528197506223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.107725646640766,0.156735925117503,0.0134529346517289,0,0,0,0,0,0,0.326397259406969,0,0.0581227400060837,0.138063625311252,0.036382384918883,0,0.0863697876577123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0661310516004577,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0988331205143419,0.385887185339865,0.0193518304319847,0.030623844077519,0.357960958718926,0,0,0,1.73472347597681e-18,0,0.0345222213657269,0,0,0,0,0,0,0,0,0,0,0.0533544511833758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
