,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X000002.CH.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0,0,0,0.242226692768593,0,0,0,0.124080974424125,0,0,0,0,0,0,0,0,0,0,0,0,0.172461845467846,0,0,0,0,0.00376368586388595,0,0,0.0314066863346321,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.304215170538767,0.0211567230469578,0,0.0476125396504582,0,0,0.00867084776831146,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.262675814165998,0,0.19484755384153,0.021366671571399,0,0,0,0.0372278427942274,0,0,0,0,0.127541887054659,0,0,0,0.0562280778618453,0,0,0,0,-0.104228112004648,0,0,0,0.038808344905665,0,0,0,0,0,0,0,0,0,0,0,0,0.00575157979681268,0.132263123102056,0,0,0,0.041254118194075,0,0
X600000.CH.EQUITY,0,0,0,0.19359768922529,0,0.0600242097602633,0.208358365662759,0,0,0,0,0.359015223975805,0.0829798946237447,0,0,-0.103477015604562,0,0.117732732562468,0.00791858858374177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691952578806646,0,0,0,0,0,0,0,0,0,0,0,0.0348915369281115,0.0737793475360852
X600015.CH.EQUITY,0,0,0.148688987265272,0,0,0,0,0,0,0,0.372120481871837,0,0,0,0,0,0,0,0,0,0.143324162962617,0,-0.0498797972846048,0,0.306302945315752,0,0.0777943574371599,0.0239955744827501,0,0,0,0,-0.0401862114690438,0,0,0,-0.152741023300964,0,0,0,0,0,0,0,0.115685058745521,0,0,0,0,-0.0546499568457913,-0.0187413193051276
X600016.CH.EQUITY,0,0,0,0.225511154347754,0,0,0,0,0,0,0,0,0,0,0.0500747868601711,0.315653926132394,0,0.130977311478594,0,0,0,0,0,0.229663209753046,0,0,0,0,0,0,0.0183977732787202,0,0.0520378841697076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.385999166849459,0.0650090334112152,0,0,0.0207266842120422,0,0,0,0,0,0,0,0,0,0,0,0.112171901186945,0,0,0,0,0,0,0,0,0,0.237739461580377,-0.0156126463933781,0,0,0.109198582900882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238755476212717,0,0,-3.46944695195361e-18,0,0
X600919.CH.EQUITY,0,0,0,0.0670434545113891,0,0,0,0,0.09075097981404,0,0,0,0,0.167382694830014,0.16872548997635,0,0,0.164882237726303,0,0.134970633248962,0,0,0,0,0,0,0,0,-0.0609221464672703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.067134471412567
X600926.CH.EQUITY,0,0,0.0433514636071994,0,0,0,0.343963662559919,0,0.142322135543608,0,0,0,0,0.0978602683167654,0,0,0,0,0,0,0,0,0.0140263493993875,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0459552450711954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874625929432037,0,0
X601009.CH.EQUITY,0,0,0,0,-0.281002925362411,0,0.687844235646565,0.11402815968156,0,0,0,0,0.0109633570577982,0,0,0,0,0,0,0,0,0,0,0,0.123184951154337,0,0,0.108969437311225,0,0,0.207572641939783,0,0,0,0,0,0,0,0,0,0,0.204351952268588,0,0,0,0,-0.181169155083654,0,0,0,-0.178980268293925
X601166.CH.EQUITY,-3.46944695195361e-18,0,0,0,1.38777878078145e-17,0.130497185532433,0,0,0.10092401978354,0,0,0,0.211543675364172,-6.93889390390723e-18,0,0,0,0,0.0613045215466583,0,0,0,0,0,0,0,0,0,0,0,0.0167296013088971,0,0,0,0.00707245080035939,0,0,0,0,0,0,0,0.171348277062691,0,0,0,0,0,0.0561092720021685,0,0
