,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X17.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.179357800636713,0,0,0,0.142714689304429,0.0571322581708844,0,0.29208730601276,-0.10196904382573,0,0,0,0,0,0,0.0436368084929744,0,0,0.319685757791182,0,0,0.0524073884869232,0.396806613097422,0,0,-0.340510862725161,0,0,0,0,-0.0313053334677637,0,0,-0.0834432386451553,0,-0.0692459865397387,0.113510131436969,0,0,0,0,0,0,0,0,0,0,-0.0610942354213687,-0.0649729091673461
X002142.CH.EQUITY,0.170373008544039,0,0,0,0,0.0219051165616534,0,0,0,0,0,0,0,0,0.270010170332783,0,0,0,0,0.0334324975959076,0,0,0,0,0,0,0,0,0,0,0.0768300901659494,0,0,0,0,-0.047340462626951,0,-0.0107526795726951,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0645150901151686,0.00633655547166235,0,0,0.0788712019331946,0.253412494485792,0,0,0,0,0.405428526870971,0,0.109512496089502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0829339285983011,0,0,-0.0350042499801666,0,0,0.0493545926129657,0,0,0,0,0,0,0,-0.0355335607690073,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0.016234843345926,0,0,0.305012767508119,0.000731671652006025,0,0,0,0.305526316891611,0.0362702575609651,0,0,0,0,0.0640150556157899,0,0,0,0.0607126916347556,0,0,0,0,0,0,0,0.15859606004027,0,0,0,0.0587847479071791,0,0,0,0,0,0,0,0,0,0,-0.0567374793227151,0,0,0,0
X600016.CH.EQUITY,0,0,0.134536427550048,0.306902383976241,0,0,0,0,0.05622075663669,0,0.157507813286927,0,0,0,0,0,0,0,0,0,0.127084647871207,0,0,0.0966977516646618,0,0,0,-0.0822741621530624,0.111977219679407,0,0.0457996420475735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.17221659165218,0.156099920978681,0.10300593233129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788049863352498,-0.0382529999538769,0,0,0,0.33303661071745,0,0,0.0570884346847952,0,0.0264536559433427,0,0.154799353320071,0,0,0,0,0,0,0,0,0.0336291458050418,0,0,0,0,0
X601166.CH.EQUITY,0.123420700797609,0.412519391101054,0,0,0,0.0693895871205765,0,0,0,0,0,0.217481303702223,0,0,0.0753002384675013,0,0,0,0,0,0,0,0,0,0.20337490440545,0,0,0,0,0,3.46944695195361e-18,0.328901111086932,0.0793555204472573,0,0,0,0,0,0,-0.0742510962291479,0,0,0,0,0,0.0190540020410727,0,0,0,0
X601169.CH.EQUITY,0,0,0.172845459416111,0.589114287399355,0,0,0,0,0,0,0,-0.0170541618872722,0,0,0.182302825672719,0,0,0,0,0.063783878196228,0,0,0.00415741215313013,0,-0.0142589740010219,0,0,0,0.124784555022151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127784924523954,0,-0.052833493481104,0
X601229.CH.EQUITY,0,0,-0.0574122096136567,0.247392048535105,0,0,0,0,0,0.226562657632077,0,0,0,0.256308707135422,0,0,0,0,0.0273875092812191,0,0,0,0,0,0.210367066846504,0.237884983343115,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364680876818646,0,0,0,0,0.137705153091735,-0.0813642984136553,0,0,0,-0.141049296970119
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.0444272935559517,0.175487457474031,0,0,0.367756420874518,0,0.205128921054069,0.0731127381968887,0,0,0,0.158496512715119,0,0,0,0.0306620298771287,0,0.029919554914646,0,0,0,0,0,0,0,0.0434111747077558,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0853486585721191,0,0,0,0
