,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.1977579944034,0,0,0,0,0.0121820867706031,0,0.287599557137294,0,0,0,0,0,0,0,0,0,0,0,0.226564871179764,0,0,0.121676081378842,0.15529011301628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208548481026913,0,0.0933175919883763,0,0,0,0,0,0,0,-0.0532789240090308,-0.0991994948370364
X002142.CH.EQUITY,0.316654492690082,0,0,0,0,0.028933621053744,0,0,0,0,0,0,0.0693956542543193,0,0.122780436536813,-0.199412925204381,-0.0865591342474678,0,0,0,0,0,0,0,-0.0476178668329747,0,0,0,0,0.247783065105879,0,0.18387399841989,0,0,0,0,0,0,-0.154723049338678,0,0,0.15681399268774,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0673012261249523,0,0,0,0,0.219360867183381,0,0,0,0,0.423298887768224,0,0.191712870586865,0,0,8.67361737988404e-19,0.011694853173577,0,0,0,0.196305123611008,0,0,0,0.0432117070359776,0,0,0,-0.00084438458094689,0.0255409466408256,0,0,-0.0957585895228603,0,0,0,0,0,0,0,0,-0.020716782569339,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.180249229147549,0,0,0,0,0.342310279131002,0,0,0.0624515490521901,0.00141433075256275,0,4.33680868994202e-19,0,0,0,0.0200416326178136,0.118169123333685,0.0176691190870642,0,0,0,0,0,0,0.117605789919958,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00695637043549525,0,0,0,0
X600016.CH.EQUITY,0,0.00310416642440045,-1.73472347597681e-18,0.0137142320408177,0,0,0,0,0.157058709172448,0,0.365239317082505,0,0,0,0,0,0,0,0,0,0,0.12828546891523,0,0,0.365195378437477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.101471747100611,0.197646514458765,0.157360528296148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106287663488223,0,0,0,0,0.111108278426365,0,0.0358155882382661,0.248142204626826,0,0,0,0.0393343044610355,0,0,0,0,0,0,0,0,0,0,0,0,0.0457510991352987
X601166.CH.EQUITY,0.0940975597524644,-6.93889390390723e-18,0,0,0,0.313615496700394,0,0,0,0,0,0.128708686504858,0.0118628463129453,0,0.0988796171223129,0,0,0,0,0,0,0,0.142526264869848,0,0,0.0065189130223754,0,0,0,0,0,3.46944695195361e-18,0.424604888451165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0888708101916211,0.1969594180189,0.409066900559392,0,0,0,0,0,0,0.1991615765148,0,0.0704284273448714,0,0.0142681854853417,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.143443127432828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728377774651794,0,0,0
X601229.CH.EQUITY,0,0,-0.0203119398151971,0.158398510653395,0,0,0,0,0,0.386875195950253,0,0,0,0.0945661660507632,0,0,0,0,0,0.171993735057377,-0.0260623280454587,0,-1.38777878078145e-17,0,0,0.377759925528565,0,0,0,-1.73472347597681e-18,0,0,0.146819338847923,0,0,-0.0379965729416482,0,0,0.103454270666457,0.0650456421420701,-0.042611843618981,0,0,0,0,-0.12050278460155,0,0,0,-0.100475127464761
X601288.CH.EQUITY,-0.052972659805156,0,0,0,0,0,0,0,0.211012166990043,0,0,0.565647488746975,0,0.130024723158044,0.0697565555704262,0,0,0,0,0.125561913191547,0,0,0,0.0269312927127065,0,0,0,0.0513645669637845,0,0,0,0,-0.0294341215620194,0.0238474844882379,0,0.0201115417551828,0,0,0,0,0,0,0,0,0,0.0583528110648684,-0.0387289464723879,0,0,0
