,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0248188954117369,0,0.297793858461195,0,0,0,0,0,0,0,0,0,-0.168568408598418,0,0,0,-0.143796298166418,0,-0.154166306002897,0,0,-0.194718402231928,0.0460452536857137,0,0,0,0,0.704445896128257,0,0,0.126975117406505,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.142552850914696,0,0.0732048994595544,0,0,0,0,0,0.0561805379081577,0,0,0,0,0,0.112889638180985,0,0,0,0,0,0,0,0.0309393697818885,0.0347089064278581,0.0419828122935067,0,0,0,0,0.419142129380832,0,0,0,0,0,0,0.045729145489279,0,0,0.00465714012969303,-0.0103341626391845,0.0295204509322731,0,-0.0464725024765601,0
X601939.CH.EQUITY,0.149398759980212,0,0,0,0,0,0,0,0,0.2425759154891,0,0,0,-0.00972421364930471,0,0,0,0.13152293319954,0,0,0,0,0,0,0,0,0,0,0.00462332341105597,0.115349164391911,0,0,-0.196880394180393,0,-0.148412114661742,0,0,0.480889180262025,0.118744098286588,0,0,0,0,0.0796220062535486,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.512942862942106,0.207897044940288,0,0.679442981307522,0,0,0,0.141134314587255,0.423668863976347,-0.30926210874954,0,0,0,0,0,0,0,-0.2780410533315,0,0,0,0,0,0,0,0,-0.58057211434472,0,0,0,-0.179296720074552,-0.0831202245493247,0,0,0.157832749925051,0,0,0,0,0.484734611489341,0,0,-0.0364466170099583,0
X5.HK.EQUITY,-0.0762037905316844,-0.024113268809886,0,0,0,0,0,0,0,0,0,0,0,0,0.461250797753833,0,0,0,0.448939986731313,0,0,0,0,0.0649025438019551,0.0124176108724476,0,0,0,-0.129131565120885,0,-0.135972485863043,0,0,0,0,0.128556754556099,0,0,0,0,-0.100246565727427,0,0.180541476603525,0,0,0,0,0,-0.127022508049132,0,0
X601988.CH.EQUITY,-0.156450786842835,0,0,0,0.274253703374394,0,0,0,0,0,0,0,0,0,0,0.0484718662157019,0,0.276796010260856,0,0,0.505071479258912,0,0,0,0,0,0.0124024589681477,0,0,-0.392780492008959,0,0,0,0,0,0,0,0.00203066694476417,0,0,0,0,0,0.0256251305385063,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,-0.0945903992665848,0,0,0,0,0,0,0.380496238105404,0,0.37668782162733,0,0,0,0,0,0,0,0,0,-0.00353706302670508,0,0,0.079016836326722,0,0,0.0275196650712118,0,0,0,0,-0.132911699612676,0,0,0,0,0,0,0,0,0.0783151127333636,0.148911357872444,0,0,0,0,0,0,0,-0.28286493710169
X1299.HK.EQUITY,0,0.0798789445224884,0,0,0.172462017381806,0.00421972878198894,0,0,0,0,0,-0.0160743048917405,0.0169475005515756,0,0,0.11371937905731,0,0,0,0,0,0,0,0,0,0.186952982437873,0,0,0,0,0,0.148373655116787,0,0,0,0,0,0,-0.0184342443418152,0,0,0,0,0.010529595932593,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0150588370551504,0,0,0,0,0,0,0,0.0732324194903173,0,0.358584843155195,0,0,0,0,0,0,0,0,0.0158002815201135,0,0,0,0,0,0,0,0,-0.0261583711843434,0,0,0,0,0.262202153315951,0.0708726730485481,0,0,0,0,0,0,0.0737424269934869,0,0,0,0,0,-0.0568758396892333,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.381822570348053,0,0,0,0,0.0934986488615503,0,0,0,0,0,0,0,0,0,0,0.0288728458444531,0,0.25360721825553,0.173522918281581,0,0,0,0,0,0,0,0,-0.0743161093872906,0,0,0,0,-0.144503120311708,0,0,-0.0275464584946037,0,0.134337318661015,0,0,0,0,-0.239914089080415,0
