,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,-6.93889390390723e-18,0.141563504168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139426094129266,0,0.0177594780769063,0.417769370164812,0,0.454656782869766,-0.220360066672084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0603823791247684,0
X601318.CH.EQUITY,0,0,0,0.0160237261461781,0,0,0,0,0,-0.0184478643750136,0,0,0.0184391689748458,0,0.0289785259380249,0,0,0,0.520695026005113,0,0,0,0,0,0,0,0,0,0.125892978672027,0,0,0,0,0,0,0.0689854670231589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0600283983435503,0,0.788032068846497,0,0,0.000366728370407072,0.0121874077359311,0,0.0540260772670629,0.0521171400531855,-0.0196528618675791,-0.046751513625347,0.0118916586566317,0,0,0.0776885544987557,0,0,0,0,-2.16840434497101e-19,0,0,0.0253685367222475,0,0,0,0,0,0,0,0,0,0,0,0,0.102954639520087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00547513747882723
X601288.CH.EQUITY,0,0,0.892107326194418,0,-0.00708902183082868,0,0,-0.0782428486812616,0,0,0,0,0,0,0,0.017518651667218,0,0,0,6.93889390390723e-18,0.0214495159070802,0,0,0.0823390514545112,0.0908049125017284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151366585585891,0,0,0,0,0,0,0,0,0,0,-0.0157998251069476
X601628.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0280766366177142,0.304540422952406,0,0.268612383408703,0,0,0,0,0,0,0.438043533819488,0,0,-1.73472347597681e-18,0,0,-0.0748042574550909,0,0,0,0,0,0,0,0,0,0,0,0,0.035637965678654,0,0,0,0,0,0,0,0.129146357583576,0,0,0,0,1.73472347597681e-18,0
X600036.CH.EQUITY,0,0,0,0.3307032121847,0,0,0,0,0.0476154599149596,0,0,0,0,0,0,0,0.0680484347476945,0.110228661491869,0,0,0,0,0,0,0.0737393349781527,0,0,0,0.144489056899373,0.120393255629863,0,0,0.0161562355769112,0,0,0,0,0,0,0,0,0,0,0,0.0512037780638954,0,0,0.0356097466847274,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0683095019202289,0,0,0,0,-0.052868775229615,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0710733245884594,0,0,0,0,0.00187543268279901,0,0,0,0,-0.0220233890964595,0,0,0,0,0,0,0,0,0,0,0,-0.133625015653951,0,0.998804370530747,-1.73472347597681e-18,0.000563045097562616,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0282783367185675,0.201332086675988,0,0,0,0,0,0,0,0,0,0,0,0,0.295038168653176,0,0,0,0,0.0609933682253202,0,0,0,0,0.135567669496672,0,0,0,0.031212163350666,0,0.152222364839355,0,0,0.0230444270966459,0,0.0594455742732931,0,-0.0234343989808345,0,0,0,0.169126889271342,0,-0.0526568736331967
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421453808371625,0.23493828674507,0,0.336194776884769,-0.151398442853469,0,0.00400603480279892,0,0,0,0,0,0,0,0.0114038041304025,0,0,0,0,0.436930471326921,0.120230586400747,0,0,0,0,-0.329493545572023,0,0.0688379439711827
X388.HK.EQUITY,0,0,0,0,0.220904568146007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126832912459451,0,0.25483162377932,0,0,0,0.114415038035473,-0.00871425049715593,0,0,0,0,0.129507967384461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181377507295016,0,0,0.283910594383764,0
