,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.129857933330193,0,0.0559249347474849,0,0,0,0,0,0,0,0.364278367361051,0,0,0,-0.0343256318799601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465664707084881,0,0,0,0,0,0,0.249662016393333,0,0,0,0,0,0.072600014383788,0,0,0,0.012833700698257,0,0,0,-2.16840434497101e-19,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.112384657048505,0,0,0,0.00140128761979491,-0.176399245516877,0,0.0931261730853916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230403605174746,0,0,0,0,0,0,-0.254203247682005,0,0.448081286209129,0.0493989003328802,0.130399206241509,0,0,0,0,0.187094491479391,0,0,0
X601939.CH.EQUITY,0.221134477296574,0,0,0.255972292282439,0,0.14819788912316,0,-0.0489874039511977,-0.028956060430148,0,0,0,0,0,0.0320311141034683,0,0,0,0,0,-0.00975761966201902,0.0635259223489614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487389432292436,-0.0956204127537614,0,0,0.0178320628996426,0,-0.0385438130665772,0,0,0.0344963394648427,0,0,0
X601288.CH.EQUITY,0.511477300693853,0,0.254630035330732,0,0,0.171349526184608,0,0,0,0,0,0,0,0,-0.124019466560136,0,0.0392980143767244,0,0,0,0,0,-0.0690319090331631,0,0,0,0,0,0,0,0,0,-0.0582514964901935,0,0,0.095274350155372,0,0,0.0360509671333217,0.0282401397310556,0,0,0,0,0,0,0,0,0,0.123205996884478,-0.0584158837572652,0.102566526354372
X5.HK.EQUITY,0,-0.0446587721319137,0.0403425172572617,0.241474292731564,0,0.045885704489604,0,-0.139086492000891,0,0,0,0,0.131997668311198,0,0,0,0,0,0,0.690364604422144,0,0,0,0,0.117919451181941,0,0,-0.0900658192225941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184979213058536,0,0,-0.100435175782943,0,-0.0255623757616381
X601988.CH.EQUITY,0.1406118343677,4.33680868994202e-19,0.125687701759949,0.149429973251861,0,0,0,0,0.100382090224168,0,0.102035148150435,0,0,-0.241951608977474,0,0,0,0,0,0,0,0,0.0697205417183836,0.250660784767336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113191112948011,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.00305268104084707,0,0,0.103940195176534,0,0,0,0,0.0504486079477326,0,0.293884156434731,0.236989055145567,0,0,0,0.109458110586856,0,0,0,0,0,0,0.012259364869743,0,0,0,0.0776740203701014,0,0,0,0,0,0,0,0,0,0,0,0.0273487719920884,0,0,0,0,0.0938862494796224,0,0,-0.034367108303477,0
X1299.HK.EQUITY,0,0,0,0,0,-0.00308511025126937,0.0103310387932603,0,0,0,0.209831472594372,0,0,0,-0.141524895181245,0,0,0,0.335574430422346,0.239008810637059,0,0,0.0201943415677826,0,0,0,0,0.153084244745422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607875461185522,0,0.121180623989175,0,0,0,0,0
X601628.CH.EQUITY,0.0202314736988842,0.392739022847624,0,0,0.00897831553120454,0,0,0,0,0,0,0,0,0,0,0,0,0.095664122566692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10356435803589,-0.200008895493632,0,0,0,0,0,0.237947131939313,0,0,0,0.140696071968586,0,0,0,0.0803871354930739,0.195535573948347
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0335349872215881,0,0,0,0.46257681920532,0,0,0,0,0,0,0,0,0.241861617503244,0,0,0,0,0,0,0,0,0,0,0,0,0.0312536678488156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190209053558848,0,0.0126175224772705,0,0,0,0,0
