,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.524932893502395,0.16869228289009,6.93889390390723e-18,0,0,0,0,0,-0.0957643756326596,0.055260183707756,0,0,-0.0168168208489983,0,0,0,0,0,0,0,0,0,0,0,-0.0112181470384302,0,0,0,0,0.038435945943957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490248204161893,0.0942221376389061,0,0
X601939.CH.EQUITY,0.335075196539351,0,0,0.151176335791408,0,0,0,0,-0.0566136107341192,0,0.158796408768498,0,0,0.0438837815630753,-0.0242818313462086,0,0,0,0,0,0,0,0,0,0.202680815360048,0,0,0,0,0,0,0,0,0,0,0,-0.0374015093819001,0,0,0,0,0,0,0,0,0,0,0,0.116309309534703,0,0.0306119432203038,0
X601318.CH.EQUITY,0,0,0,0,0.166802212760597,0,0,0,0,0,0,0.182171358857895,0,0,0.0183187129094365,0,0,0,0,0,0,0.0954827873487464,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0580491677357605,0,0,0,0,0.19703620807802,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.176641524407004,0,0,0,0.365773232978181,0,0,0,0,0,0.040148408991069,0,0,0.0943840125361709,0,0,0,0,0,0.0652238665631147,0,0,0,0,0.0957782940398541,0,0,0,0,0,0,0,0,0,0.146835293104805,0,0,0,0,0,0,0,0.0114042822103342,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.380966336449608,0,0,0,0,0,0.228548798299818,0,0,0,0,0,0.0624534894943388,0.157932344628227,0,0,0,0.0191360497244011,0,0,0,0,0,0.100161311380412,0,0,0,0,0,0,0,0,0,-0.500064138421912,0,0,0,0,0,0,0.0835309144178734,0,0,0,0,0,0,0.289817503251881,0
X600036.CH.EQUITY,0,0.077191013934021,0,0,0,0,0,0,0.00089798944400032,0,0,0.190932335704475,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.273533887826864,0,0,0,0,0,0,0,0,0,0.282841851892066,0,0,0,0,0,0,0,0,0.0648233694782945,0.0539320539687696,0,0,0,0,0.024386582121532,0.0891241730594428,3.46944695195361e-18,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23624129308088,0,0,0,0.47973181303681,0,0,0,0,0,-3.46944695195361e-18,0,0.107385191636437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116677843313428,0,0,0,0,0.0458611139348823,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164114245269178,0,-0.259694708640594,0,0,0,0,0,0,-0.409458192241788,0,0.731627656312746,0,0.612032111390062,0,0,0.0447665663399015,0,0,0,0,0,0,0.357535684438792,0,0,0,0,3.46944695195361e-18,0,-0.0747319046537827,0,0,0.00178297314269172,0,0,0,-1.38777878078145e-17
X601628.CH.EQUITY,0,0,0,0,0,0.0310760409146866,0,0,0,0,0,0,-0.195439848169819,0,0,0,0,0,0,0,0,0.28357035531021,0,0,0.0813734224671133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273339833030934,0,0,0,0,0,0,0.184429421496701,0.0707234975950919,0,0,0
X601658.CH.Equity,0,0,0,0.158278360155821,0.182129637426696,0,0,0,0,0,0,0,0,0.118454542931201,0,0,0,0,0,0,0,-0.082896312565393,-1.38777878078145e-17,0,0,0,0.0367328657539883,0,0.0940730331729405,0,0,0,0,0,0,0,0,0.276513397697794,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.437060583764897,0,0,0
