,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.338183217027113,0,0.160429525167748,0,0.0775763315762508,0,0,0.2200246417026,0,0.145088871637671,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.0763341202854762,0,0,0,0,0,0,0,0.0600032388831846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.425345108656626,0,0,0.207425818209033,0,0,-0.123334486315112,0,0,0.0426165322886798,0.00602247826902664,0,0.203908316854793,0,-0.0267577124073122,0,0,0,0,0,0,0,0,-0.00859721438427982,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372123255459451,0,0,-0.0116298985895265,0,0,0,0,0,0,0,0.169328761406762,0,0,0,0
X601318.CH.EQUITY,0.0856221222104746,0,0,0,0.143602156497193,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.0300042356629489,0,0,0,0,0,0,0,0,0,0.182749925678026,0,0,0,0,0.244405416607641,0,0,0,0,0,0,0.0885160936854134,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.29218078343075,0.158886303950721,0,0,0.125041318986426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163526439828538,0,0,0,0,0,0,0,0,0,0,0.0382711522695046,0,0,0.0243132330626887,0,0,0,0.109930383960597,0,0.000708873232166637,0.0761790106374614,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0739427164008695,0,0.437881777487867,0,0,0,0,0,0.268362036806143,0,0,0,0,0,0.0997644098622512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146856762183062,0,0,0,0,0,0,0,0,0,0.0177504192394396,0
X600036.CH.EQUITY,0,0,0.0150977725453818,0,0,0,-2.71050543121376e-20,0,0,0,0,0.351606686846488,0,0.0240579785051101,0,0,0,0,0,0,0,0,0.00661943189975113,0.112363380022723,0,0,0,0,0,0.0324532114570526,0,0,0,0.0498373387403914,0,0,0,0,0,0,0.0531860529671654,0.0682242563387438,0,0,0,0,0,0,0.285736362127535,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.110701318803976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242740004584066,-3.46944695195361e-18,0,0,0.153989861533304,0,0,0.147899774027598,0,0,0,0,0,0,0,0,0,0,0,0.149872637404645,0,0.0294522935070803,0,0,0
X5.HK.EQUITY,0,-0.215733699599028,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-1.38777878078145e-17,0,-0.150510012438363,0,0,0,0,0,0,0,0.668709709594807,0,-0.343459415558907,0,0.787355564231884,0,0,0,0,0,0,0,0,0,0,0,0,0.433720689474751,0,0,0,-0.376949727210369,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127867187592492,0,0,0,0.146676409567573,0.127165015109889,0,0,0,0,0,0.189726784692003,0,0,0,0,0,0,0,0,0,0,0,0.0453892184229746,0,0,0.0275582480898326,0,0,0,0,0.251773260503712,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096877205451477,0.209182753829772,0,0,0,0.0215530983591005,0.504777672836124,0,0,0,0,0,0.161009140429673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
