,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.134275442378208,0,0.111010546205142,0,0.0703173021270805,0,0,0.335500683909515,0.0501848519431259,0,0,0,0,0,0,0,0,0,0.12315090723044,0,-0.0723886712447737,0,0,0,0,0,0,0,0,0.196581691362694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.399364042537575,0,0,0,0.13674824836303,0,-0.123972577074753,0,0,0.0484353027836723,0,0,0.393634277653143,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509792889905481,-0.00327391459780847,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.00216884065969213,0,0,0,0,-3.46944695195361e-18,0,0,0.0817185993189212,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.235072127083548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200776981335754,0,0,0,0,0,0.153601411919959,0,0,0.0799683024346344,0,0,0.175380426918362,0.18552591483332,0,0,0,0,0
X601288.CH.EQUITY,0.384268916612687,0.0323191967926127,0,0,0.357963200723299,0,0,-0.0184906259508845,0,0,0.0865449350110443,0,0,0,0,0.0833413426510876,0,0,0,0.0138515886230383,0,0,0,0,0,0,0,0,0,0,0.0248121031435024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0366578488082029
X601988.CH.EQUITY,0,0.00248645178374066,0,0.365276161009833,0,0,0,0.0283272216092331,0,0,0.232115392917733,0.0799953589168284,0,0.112001175875156,0,0,0,0,0,0.169753056283487,0,0,0,0,0,0,0.0338699462867674,-0.0384169074860848,0,0,0,0,0.0290561668221844,0,0,-0.0315627730863086,0,0,0,0,0.0434487727830612,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0395474082878935,0,0,0,0.0227313467163249,0,0,0,0,0.42723831117412,0,0,0,0,0,0,0,0,0,0.0210276903810257,0,0,0,0,0.116207663366464,0,0,0,0,0,0,0,0,0,0.0571355440116682,0,0,0,0.0479176984869497,0,0,0,0,0,0,0,0,0.248278649042403,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0213984359288064,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0255902005353972,0.234728787581819,0,0.159690569304153,0,0,0,0.132309804012983,0,0,0,0.170658696516187,0,0,0.0914569773208166,0,0,0,0,0,0,0,0,0,0,0,0.0804551945978889,0,0,0,0,0,0,0,0.196563246888917,0,0,0
X5.HK.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.342303095324304,0,0,0,-0.547569472394856,0,0.87578265190074,0,-0.865658894494228,0,0,0.163502799905689,0.618213871262057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182468964704972,0,0,0,0,0,0,0,0.0716399730472051,-0.143555447208483,0
X601628.CH.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.235440345248213,0,0,0,0,0,0,0,0.0485174503089454,0.207144650851156,0,0,0,0.0336862795706767,0,0,0,0.0743821930439021,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0444590751861238,0,0,0.025576783766184,0,0,0,0,0.260057887300571,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.354100358455398,0,0,0,0.0840499845402362,0,0,0,0,0,0,0,-0.200800564562626,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.0278165421747726,0,0.859507023028125,0,0,0,0,0,0,0,0,0,0,0,0,-0.295702663832722,0,0,0,0,0.136740776837581,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.321099387696484,0,0,0,0,0,-0.0433004041409874,0,0,0.366102116480194,0.0502730892041344,0,0,0,0,0.161627176076441,0,0,0,0,0,0,0,0,0,0,0,0.0292884543425695,0,0,0,3.46944695195361e-18,0.0206489152320463,0,0.0734094253069171,0,0,0,0.0530559406808238,0,0,0,0,0,0,0,0,0,0
