,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0885204978046403,0.0081178968096063,0.225831007343496,0.0528216567688664,0.0272503774355963,0,0,0,0,0,0,0,0,0,0,0,0.343250766298551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116949898278158,0,0,0.0641102586507868,0,0,0,0.0284833103527767,0.146221771829243,0,0.0486458539898673
X601318.CH.EQUITY,0,0,0,0.0649710638535578,0,0,0,0.00438863174622475,0.128718876185468,0,0,0.0797505602615276,0.109981010040849,0,0,0,6.93889390390723e-18,0,0.118536398104056,0,0.215836478258121,0.0651689692313292,0,0,0,0,0,0,0,0.0478792268481593,0.101173200892261,0,0,0,0,0,0.015700232617468,0,0,0,0,0,0,0,0,0.0850409874678577,0,0,0,0,0.112292438506254,0
X601939.CH.EQUITY,0,0,0,0,0.369550289668332,0,0,0,0,0,0,0.221092332247226,0,0,0.000326129021017684,0,0,0.125750817528771,0,0.075787941667231,0,-0.0945152565415571,0,0,0.244582322281994,0.236688590495074,-0.0667387186658955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494811462073742,0.0126712602414372
X600036.CH.EQUITY,0,0.115150861103735,0,0,0,0.0114166169254685,0,0.166723973437198,0,0,0,0,0.149540040642306,0,0,0,0,0,0,0,0,0,0.25001030894075,0.00783563646869775,0,0,0,0.0111048333820078,0,0.0554820528958892,0,0,0,0,0,0,0.00822153947767755,0,0,0,0.0850904574929063,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.211318147595764,0,0,0,0,0.0219358929073185,0,0.376109295377717,0,0,0,0,0,0,-0.0217179970499652,0.0744882427718124,0,0,0,0,0,0,0,0,0,0,0,0,0.172015203070318,0,0,0,0,0,0,0,0,0,0,0,0,0.00670982514514831,0,0,0,0.127916023082581,0,0.0621675129682517,0,0,-0.0868200306242553,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0561696781333387,0,0,0,0,0,0.190761514449914,0,0,0,0,0.147051954588852,-0.0570199422627561,0,0,0,0,0,0,0.0205807686695668,0,0.131424739872356,0,0,0,0.627149368269252,0,0,0,0,-0.032512686887874,0.157352401711109,0,0,0,0,0,0,0,0,0.117298885163626,-0.0672083223161587
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.146017973310912,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0299357541593152,0,0,0,0,0,0,0.110780385547094,0,-0.190487945540796,0,0,0,0.0104142700012542,0,0,0,0,0,0.0784086104885936,0,0.2389881593824,0.122452203974322,0.0562946348623039,0.0457867898276823,0.104591260549842,0,0,0,0,0,0,0.0346052789046596
X601988.CH.EQUITY,0,0,0.0928020331488662,0.106128835485828,0.166163538581522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230485986032994,0,0,0,0.211015790888055,0,0.0440854196472079,0,0.331400581412908,-0.0298398236700214,0,0,0.142517690965505,-0.074269871223535,0,0,0,0,0,0,0,0.0902163887816553,0,0,0,0,0,0.0287083391520824,0,0,0,0,0,0
X5.HK.EQUITY,0,0.111626836780719,0,0,0,0,0,0.213863590208996,0,-0.0487555141269496,0.0630309574131631,0,0,0,0,0,0,0,0,0,0.0881721431231524,0,0,0.12601474798974,0,6.93889390390723e-18,0.204362129223061,0,0,0.037634343408935,0,0,0,0,0,0,8.67361737988404e-19,0,0.180137460691242,-0.116680060698878,0,0.144799240415884,0,0,0.105165049196726,0,0,0.0695126744629453,0,0,0,0
X601166.CH.EQUITY,0,0,0.0336021918535344,0.101194898710868,0,0,0,0,0,0,0,0.032583048152061,0.0871303178578886,0,0.0510144642066068,0,0,0,0,0,0,0,0.165957811532786,0,0,0,0,0,0.36218851852707,0,0,0,0,0,0,0.0254693340997436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.138583800396124,0,0,-0.164923899649743,0.181411634199931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513611684410106,-0.00123223540771317,0,0,0,0.0857432245865575,0,0,0,0,0.100382394048494,0,0,0,0,0,0,0,0.169092528607951,0,8.67361737988404e-19,0,0.0904145385793314,0,0,0,0,0,0,0,0
X601658.CH.Equity,0.173701233026554,0,0,0.148756856528954,0.0695454407728865,0,0,0,0,0.436131503731535,-0.0712339475981722,0,3.46944695195361e-18,0,0.0874321637738085,0,0,0,0,-0.017527795924592,0,0,0,0,0,0,0,0,0.103411436911668,0.0880089349613807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116064578991486,0,0.081279526961592,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.594669511156207,0,0,0,0.0596802580597806,0,0,0.103081516946695,0,0,0,0,0,0,0.0361905054642669,0,0,0,0,0.150867524332493,0,0,0,0,0,0,0,-0.244578186550129,0,-0.124102121428979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377170637987288,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-6.44057558574042e-05,0,0.0163141311140436,0,0,0,0,0,0,0,0,0.46015752191684,0,0,0.213659340578164,0.0728766667261593,0,0,0,0,0,0,0,0,0,0,0,0.0187674811325259,0,0,0,0,0,0,0,0,0.205494729422299,0.0754519463169798,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.0929897273170691,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644049935197517,0,0,-0.0396692564946148,0,0,0,0,0,0,0.0145311110051446,0,0,0,0,0,0,0.0663694834954727,0,0,0,0.0215121715535316,-0.10684655054118
X601328.CH.EQUITY,0.0384472123436035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489078540845007,0,0,0,0,0,0,0.104969906044815,0,0,0,0.100058044394071,0,0,0,0,0.0229652225319542,0,0.10231456150303,0.0326511512637611,0,0,0,0,0,0,0,0.0883188186192855,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.306525060237481,0,0,0.179648540806254,0.0967933126605659,0,-6.93889390390723e-18,0,8.67361737988404e-19,-0.0622411933672132,0,0.0801437912971076,0,0,0,0,0,0,0,0.297716761208023,0,0.0435047547464823,0,0,0,0,0,0.0127876653936847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136817138008358,0
X601066.CH.EQUITY,0,0,0.143905898014198,0,0,0,0,0,0,0,0,0,0,0.353296586752424,0,0,0,0,0,0,0,0,0,0,0.00946421304716292,0.0306058616353483,-0.146193251400863,0,0,-0.111813263258122,0,0.228181196337056,0,0,0,0,0,0,0,0.255737183105346,0,0,0.0206053761404005,0,0,-0.0191842205054006,0,0,0.0145974941539145,0,0,0
X600000.CH.EQUITY,0,0.14702743885148,0,0.0488030354029999,0,0,0,0,0,0,0,0,0,0,0,0.393551002666856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399021809990129,0,0,0,0.0023781626323673,0,0,0,0,0,0,0,0,0.00729051287343412,0,0
X16.HK.EQUITY,0,0,0,0,0,0.0911966445591698,0,0.00378171652215378,0,0,0.0152331693089,0,0,0,-0.13399074421756,0.0425555897191266,0,0,0,0,0,0,0,0,0,0.0227050118586977,0,0.113598367998302,0,0,0,0,0.139438136865439,0,0,0,0,0,0,0,0.302776168445996,0,0,-0.594670600676298,0.313073935305911,0,0,-0.0522147687350275,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.486423523866718,0.160631329937709,0,0.0258256612555042,0,0,0,-0.0492603900847291,0,0,-0.128998283574132,0,0,0,0,0,0,0.102474473164144,-0.0758202457074117,0,0,0,0,0.327873697877487,0,0,0,-0.0199264025982341,-0.0683950634451632,0,0,0,-0.0517428273911816,0,0.132780717205493,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0.0599640250391532,0,0,0,0,0.071701329632336,0,0,0.278413780251405,0,-0.0710701296268473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.173973496298337,0,0,0,0,0,0,0,0,0,0.239577724053363,0,0,0,0,0.260653389322187,0,0.0251048227004593,0
X002142.CH.EQUITY,0,0,0,0.309477765764672,0,0,-0.17888786764012,0,0,0.0613307315414695,0,0,0,0,0,0,0,0,0.140101793301382,0,0,0,0,0,0,0,0,0,0,0,-0.065978422507628,0,-0.00915192458059322,0,0,0.197218553701949,0,0,0,0.184505836074883,0,-0.0467855718440109,0,0,0,0,0,0,0,0,0,0.0909143250675364
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.0656251043025448,0,0,0.129737105609451,0,0,0.284750675639328,0,0,0,0,0.154837149240897,0,0,0,0,0,0,0.170251318717556,0,0,0,0,0,0,0,0,-0.0931607647636522,0,0,0,0,0.0867450948446181,0.0558842853336159,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.308927205385878,0,0,0.0659390335730726,0,0,0,0,0,0,0.0540476115462458,0.205401234879445,0,0.31492615887271,0,0,0,-0.0138440982705263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052197930775364,0,0,0,0.161462941546748,0,0,0,0.0408361708755261,0
X600016.CH.EQUITY,0,0,0.224013669868751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0560292754531611,0.0453250888147844,0,0.0570455563269087,0.0973124203418932,0,0,0.744998670151395,0,0,0,0,0,0,0,0,-0.361260321143529,0,0,0.383928933925258,0,0,0,0,0,0
