,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.365328672690263,0,0.0580352145594861,0,0,0,0,0,0,0,0,0,0.0855193808539726,0.14053007460879,0,0,0,0,0,0,0,0,0,0.00144200545876123,0,0,0,0,0,0,0,0.106347950214011,0.0284950217896587,0,0.0824315814825789,0,0,-0.0170577501579954,0,0,0,0.0606899817994625,-0.033338293594536,0,0,0,0,0.0445746905425724
X601318.CH.EQUITY,0,0,3.46944695195361e-18,0,-6.93889390390723e-18,0,0,0,0,-0.0111088400557352,0,0,0,0,0.171692576128344,0,0,0,3.46944695195361e-18,0.328468277172216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20152502351876,0,0.0505651544375774,0,0,0,0,0,0.00331080715501133,0,0,0,0,0,-4.33680868994202e-19,0.144205040984453,0
X601939.CH.EQUITY,0,0,0,0,0.681197372297487,0,0,0,0,0.0136587548273262,0.242737429214725,0,0,0,0,0.0755706834794724,0,0,0,0.00130365542851527,0,0,0,0.0195989778124643,0,0,0.0228862147501356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461861113924843,0,0,0,0,0,0,0,0,0,0,0.0285322832499826
X601628.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.160333716057287,0,0.0669372241095604,0,0,0,0,0,0,0.335275844267697,0,0,0.196744967114477,0,0.0888626418345242,0,0,-0.00443348418740184,0,0,0,0,0,0.160792786387722,0.0343862819065455,0.0767435546430878,0,0,0,0,0,0,0,0,0,0,0,0.150681103210552,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.951131088002439,0.0107384491452023,0,0,0,-0.0621461201584459,0,0,0.070134149360509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405672958123116,0,0,0,0,0,-0.0245315439416732,0,0,0.00278655533310146,-0.0647824957583795,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.228066857431973,0.0740172246268275,0,0.159018818728378,0,0,0.0961261488668679,0,0,0,0,0,0,0.255796726690446,0,0,0.0865655355157485,0,0,0,0,0,0,0,0.203707078807708,0,0,0.0558058014978936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,1.73472347597681e-18,0.0820887132909671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208650430239331,0,0,0,0.0978722213492094,0,-0.0400470939486801,0,0,0,0,0,0,0,-0.0249482969490277,0,-0.036688649202535,0,0,0,-0.146383848934989,0.904549698486234,0,0,0
X1299.HK.EQUITY,0,0,-0.0821599103066627,0,0,0,0,0,0,0.193164384523069,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.214193956199469,0,0,0.109514794034542,0.121011861911707,0,0,-0.0445394376642315,0,0,0,0,0,0,0.0133215437388448,0,0,0,0.0213149006283587,0.0818327059317724,0,0.159788592866308,-0.027298568901394,0,0,0.14309493226386,0,0,-0.0624519255043785,-0.186339900176568
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.22530037930569,0,0,0,0,0,-0.0474514821741645,0,0,0,0,0,0,0,0.0826484649557915,0.345559390654979,0,0.126031823050178,0,0,0,0,-0.0545550249511879,0,0,0.0917932929859687,0,0,-0.0486739017993545,0.147205668676678,0,0.313559224722342,0.033920893513175,0,0,0,0,0.0682700819899042,0,0
X388.HK.EQUITY,0,0.0977958111995509,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0.0161158535918795,0,0,0,0.103681101336296,0,0.0552853920601777,0,0,0,0,0,0,0.110913575234935,0,0,0.0966028012136997,0,0,0,0.178368891246684,0.117174128468398,0.210260367356185,0,0,0,-0.260635832765575,0,0,0,0.302062644391748,-1.38777878078145e-17,0,0,0.0321645925527012,0
