,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.12047404046289,0,0,0,0,0,-0.0896544983069709,0,0,0,0,0,0,0,0,0,0,-0.0583362675136944,0,0,0.548916330543511,-0.167931697772448,0,0,0,0,0.372190146324606,0,0,0,-0.102114723085359,0,0,0,0,0,0,0,0,0,0.0783554169222498,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0214859981195872,-0.0222639644749476,0,0,0,0,0,0.156956117207222,0,0,0,0.418223924763218,0,0,0,0,0,0,0.031626461292699,0,0,0,0.0323076950108066,0,0,0,0.203997001193684,0,0.0508556878974548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166506702043822,0
X601939.CH.EQUITY,0,0,0,0.771503755256583,0,0,0,0,0,0,0.101124026030291,0,0,0,0,0.111055306306566,0,0,0,0,0,0,0,0,0.0101043715254765,0,0,0.0663334745790334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00571194289903945
X601288.CH.EQUITY,0,0,0.87865812163071,0,-0.0153870494601983,0,0,-0.0341002594382573,0,0,0,0,0,0,0,0,0.0167112362703711,0,0,0,0.00507187895441961,0,0,0.218015660837457,0,0.0583850903015359,0,0,0,0,0,0,0,0,0,0,0,0,-0.0970331227202424,0,0,-0.149328077874569,0,0,0,0.0491792458017107,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.00721788355330474,0,0,0,0,0,0,-0.101418910206817,0.268648274194269,0,0.276117895812307,0,0,0,0,0,0,0.302863398029072,0,0,0,0,0,0,0,0,-0.0839266439245569,0,0,0.0206979732126133,0,0,0,0.264186368816587,0,0,0,0,0,0,0,0,0,0,0.109309760766818,0,0,0,0,0.0416591427576685,0
X600036.CH.EQUITY,0,0,0,0.353492589585849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174818145184463,0,0,0,0,0,0,0,0.188642396376124,0,0.028227302498389,0,0,0,0,0,0,0,0,0.0624988897235439,0,0,0,0,0,0,0,0.0692670744860427,0,0,0,0,0.0131838136092226,-0.00927104563155041,0
X601988.CH.EQUITY,0,0,0,0.0691355479941042,0,0,0,0,-0.0269602612265832,-0.0729308023743336,0,0,0,0,0,0,0,0,0,0,0.00121010392305416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131453343600877,-0.0624348447778382,0,0.989429459258982,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.169412886136003,0,0,0,0.0606042362071922,0,0,0,0,0,0,0,0,0,0,0,0,0.315313098038017,-0.0473171845854072,0,0,0,0,0.0348891862547148,-0.0681895177549764,0,0,0,0,0,0,0.0407879980683277,0.0721537824733743,0,0,0,0,0.182516400208328,0.043005218894002,0,0,0,0.150276979358376,0,0,0,-0.0960156297219324
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.15524349032024,0,0,0,-0.20553943043389,0,0,0,0,-0.204258393976826,0,0,0,0,0,0,0,0,0.0584131040835128,0.433314579228992,0,-0.15207793032201,0,0,0,0,0,0.0662581212027513,0,0,0,0.352301402730914,0,0,0.183784186026023,0.360913430383187,0,0,0,0,0.327914311465008,-4.33680868994202e-19,0.03612124545008
X388.HK.EQUITY,-0.0250626820858215,0,0,0,0.156672161414249,0,0,0,0,0,0,0,0,0,0,0,0.102108037152921,0,0,0,0.264792264701273,0,0.236062413462037,0,0.196369290911379,0,0,-0.0847837197047113,0,0,0,-0.115173672722475,0,0,0,0,0.14349633580776,0,0,0,0,-0.0349456514973375,0.0507759124347342,-0.216845145975983,0,0,0,0,0,0,0.340853722204573,0.0292643355813795
