,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.166990153359793,0,0,0,0,0,-0.192226582262765,0,0,0,0,0,0,0,0,0,0,-0.022094986937062,0,0,0.38456761292722,-0.0313552664297415,0,0,0,0.430695995039758,0,0,0,0,-0.0693938730247678,0,0,0,-0.0344548305272289,0,0,0,0,0,0.0233532656149116,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.17358703143236,0,0,0,0.371382225585435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197297021165851,0,0,0.0121413765475783,0,0,0,0,0,0,0,0,0,0,0,0,0.1489241073077,0
X601939.CH.EQUITY,0,0,0,0.771516844867612,0,0,0,0,0,0,0.101782384759826,0,0,0,0,0.112936689764834,0,0,0,0,0,0,0,0,0.0100403226083687,0,0,0.0677986454352763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581049846028934
X601288.CH.EQUITY,0,0,0.946279597583129,0,-0.0368981306845932,0,0,-0.0324706739478356,0,0,0,0,0,0,0,0,0,0,0,0,0.0789065510691602,0,0,0,0,0.0717834419502054,0,0,0,0,0,0.0496847767759605,0,0,0,0,0,0,-0.0587034842842951,-0.0032012053009829,0,-0.0872557201559313,0,0,0,0,0,0,0,0,-0.0472651880747045,0
X601628.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.243171761110248,0,0,0,0,0,0,0,0,0.445580966454185,0,0,0,0,0,0,0,0,-0.0559497809479718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105129902058167,0,0.373783538572978,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.371042193085552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157717813517616,0,0,0,0,0,0,0,0.160521446347305,0,0,0,0,0,0,0,0,0,0,0,0.0563121874528788,0,0,0,0,0,0,0.0493757719219875,0,0,0,0,0.0296413672203756,-0.0116928260132315,0
X601988.CH.EQUITY,0,0,0,0.0587870528526302,0,0.0230580472599818,0,0,-0.0624658384326046,-0.00897960682826739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07066148674354,0,0,0,0,0,-0.0272468723974448,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.128493164084881,0,1.0010240433455,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.153724181254033,0,0,0,0.171387601374503,0,0,0,0,0,0,0,0,0.313739901002389,0,0,0.049251605317207,0,0,-0.0722979786567241,0,0.0468282679669612,0,0,0,0,0,0.0942101230976498,0.0620565037752951,0,0,0,0,0.162496359970284,0,0,0,0,0,0,0,0,-0.0140913846391456
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0521900478853846,0,0,0,0,0,0,0,0,0.083082250324589,0,0.556616457686473,0,0,0,0,0,0,0,0,0,0.0266924407837483,0,0,0,0.198230654784087,0.25913296710491,0.329746307563313,0,0,0,0.235879097421574,0,0
X388.HK.EQUITY,0,0.212751410386798,0,0,0.170889330690661,0,0,0.0421757819157911,-0.0550581427126539,0,0,0,0,0,0,0,0,-0.0727751487194825,0,0,0.0373187088600054,0,0.178695889066265,0,0.135868853678681,0,0,0,0,0,0,0,0,0,0,0,0,0.23263802702984,0,0,0,0,0,0,-0.145746866596889,0.0918328527504198,0,0,0,-0.0718977541574169,0.230239856643554,0
X601658.CH.Equity,0,0.0205009264757711,0.188993188776506,0.149098898510197,0,0,0,0,0,0,0,0,0,0,0,0.0375561883083405,0,0.0490829832095869,0,0,0,0,0,0,0,0,0.180578787444107,0,0,0,0,0,0,0,0,0,0.0053533655441072,0,0,-0.0380439079841424,0.128133568956184,0,0,0,0,0,0.072781560839354,0,0,0.051974930917522,0,0
X600030.CH.EQUITY,0,0,0,0,0.0135227783126336,0,0,0,-0.000849370545226941,0.110562805742727,0,0,0,0.333061100362566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487049725637687,0,0,0.0746656392048798,0,0,0.182414091176881,0,0,0,-0.0557920197284823,0.15375759782926,0,0,0,0.210872877860796,0,0,0,0.0449211622909612
X601166.CH.EQUITY,0,0,0.0325965057813562,0,0,0.0440355906447062,0.190203781527457,0,0,0,0,0,0,0,0,0.0646096276827794,0,0,0,0,0,0.0616970217559073,0.0661049763182913,0.374730854246963,0,0,0.0169855021363046,0,0,0,0,0,0,0.00344229692767417,0,0,0.0576242281198172,0,0,0,0,0,0,0,0,0,0,0,0.176132987438431,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0299280010764528,-1.73472347597681e-18,0,0,0,0,0,0.717401049287028,0,0,0.0245005248392381,0,0,0,-0.0314644371035826,0,0,0,0,0,0,0,0,0,0,0,0,-0.00273034673284015,0,0,0,0.000906568179049473,0,0,0.116698270177825,0,0,0,0.0663785506912753,0.00659438492805859,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.183792263522383,-0.17207509996316,0,0,0,0.259936528252343,0,0,0,0.15937427536325,0.351977966735754,0,0,0,0,0,0,0.039900901420787,0,0.026977711986491,0,0,0,0,0,-0.167105404735931,-0.00907935704158842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304337037698986,0,0,0,0,0.0445133630567497,0.0163208917316831
X000001.CH.EQUITY,0,0,0,0,0,0.191920102186699,0,0,0,0,0,0,0,0,0.10847006697688,0,0,0.105421916090047,0,0.0754679329329959,0,0,0,0,0,0.32222079563562,0,0,0,0,-0.212835709814943,0.0519727963391803,0,0,0,0,0,0,0.254654046334276,0,0,0,0,0.0169579321249905,0,0,0,0,0,0,-0.013313159928766,0
