,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.323904789854075,0.147165266194231,0.0571018943574379,0,0,-0.0757207923762327,0,0,0,0,0,0,0.0114552792490715,0,0.0645864681030982,0,0,0,0,0,0,0.0511483573907611,0,0,0,0,0,0.0238313418085715,0,0,0,0,0.144567301730768,0,0,0,0,0.0107290365727124,0,0,0.379300755002482,0,0,-0.050299893075808,0,0,-0.10026088779598,0
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0112353371470817,0,0,0,0,0,0.169686136219888,0,3.46944695195361e-18,0,0.33477536979454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198261890559459,0,0,0.0495023512964638,0,0,0,0,0,0.00325685560653504,0,0,0,0,0,0,0.15736136847365,0
X601939.CH.EQUITY,0,0,0,0,0.665863397881398,0,0,0,0,0.00634392990902435,0,0.30612218809266,0,-0.0368068638477631,0.044203047254604,0.0245252571983767,0,0,0.0232540534889045,0,0,0,0,0.0277969476895478,0,0.0460488302045113,0.0209423742988393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592074523477012,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.159703767740186,0.109962139948355,0,0,0,0,0,0,0.318300517301558,0,0,0,0,0.139764703743538,0.0842847154735354,0,0,-0.042335244849897,0,0,0,0.0217428246040087,0,0.0522968876722238,0.0962978094157828,0,0.142184688529778,0,0,0,0,0,0,0,0,0,0,0,0.135727723678814,0,0,0,-0.00228535229256313
X601288.CH.EQUITY,0.160885251557165,0,0.7936655237591,0,0,0,0,-0.0795842588265049,0,0,0,0.0517096324275612,0,0,0,0,0.0397341254777674,0.0228368601131826,0,0,0.00867248594366658,0,0,0,0,0,0,0,0,0.0219411465859842,0,0,0,0,0,0.0280773403539668,0,0,-0.0851358525080628,0,-0.184109771300539,0,-0.0142391412783129,0,0,0,0,0,0,0.0671414257473172,0,0
X600036.CH.EQUITY,0.230231508787404,0.0383348920692792,0.216992364993272,0,0,0,0,0,0,0,0,0,0,0,0,0.183103390826713,0,0,0.0291736462272513,0,0,0,0,0,0,0.240880320833615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212772676898471,0,0,0.0101033838582351,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0740613722790237,0,0,-0.0270110240479939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602552723189012,0,-0.00739973589462484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282798171634794,0,0,0,0,0,0,0,0.930134104915394,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.143254937219358,0,0,0,0,0,0,0,0,0,0,0,0.271385119264586,0,0,0,0.13467722769847,0,0,0,-0.0887909126562317,0.0291461169302706,0,0,0,0,0,0.0941246616128637,0.0559678790469645,0,0,0,0,0.124846196251295,0.112841795765351,0,0,0.0096417606739375,0,0,0,0,-0.0604075474890358
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759338782855975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295681834089816,0.0648240945643091,0,0,0,0,0,-0.25299009025543,0,0,0,0,0,0,0.0697346448339469,0.341180776589823,0.104197369932768,0,0,0.0589205548573522,0,0,0,0
X388.HK.EQUITY,0,0.0294213733676811,0,0.147946767466107,0,0,0,0.133931731353465,0,0,0,0,0,0,0,0,0,0,0,0,0.0820140885604506,0.395018261796376,0.138619055769762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263067851429737,0.120423141065416,0.134173156550921,0,-0.185716447722306,0,0,0,0,0,0,0,0,0,0.068144133255612,0
