,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.133823781088376,0,0.11076505699709,0,0.0698837611876223,0,0,0.333917399495323,0.0505182598615998,0,0,0,0,0,0,0,0,0.123658551404922,0,0,-0.0722468189434112,0,0,0,0,0,0,0,0,0.196134257803196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.395835686399651,0,0,0.0518553208279244,1.38777878078145e-17,0,-0.0804760849565785,0,0,0,0,0,0.489447247061521,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685037018013031,8.67361737988404e-19,-0.0305042272439547,0,0,-3.46944695195361e-18,0.0848405734752937,0,0,0,0,0,0,0,0,0.00765059612814465,0,0,0,0,0,-3.46944695195361e-18,0,0,0.031529761531134,0,-0.103502021335383
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0421753457074601,0,0.0228730781609813,0.303971564326777,-2.16840434497101e-19,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978477074194681,0,0,0.112967162482402,0,0,0.0819791146277936,0.207968159977971,0,0,0,0,0
X601288.CH.EQUITY,0.385392512875785,0.00416530745121732,0,0,0.345564424773316,0,0,0,0,0,0.10004977121546,0,0,0,0,0.0613650109034919,0,0,0.0616537532648627,0,0,0,0,0,0,0,0,0,0,0,0.0135243447669127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375781583595673
X601988.CH.EQUITY,0,0,0,0.361305792229939,0,0,0,0,0,0,0.25124170855146,0.0950635433126467,0,0.0855351913123042,0,0,0,0,0.1499732145014,0,0,0,0,0,0,0,-0.0117576964011988,0.0439962704539659,0,0.0149285252511859,0,0,0,0,0,-0.0315487577154606,0,0,0,0,0.0542047585184119,0,0,0,0,0,0,0,0,0.0155188147605307,0.0144970808719476,0
X600036.CH.EQUITY,0,0,0.0208627643024733,0,0,0,0,0,0,0,0,0.41351204566421,0,0,0,0,0,0,0,0,0,0.0528916386922198,0,0,0,0,0,0.131903969517757,0,0,0,0,0,0,0,0,0.0824452417401594,0,0,0,0.0590567091599964,0,0,0,0,0,0,0,0,0.259886581107176,0,0
X1299.HK.EQUITY,0,0,0,0,8.67361737988404e-19,0.0130362055523769,0,0,0,0,0,0,3.46944695195361e-18,0,0.00868366193433092,0.32459157034899,0,0.0701936398296728,0,0,0,0.0641118772445459,0,-6.93889390390723e-18,0,0.196652587450844,0,0,0,0,0,0,0,0,0.168109888926687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320932596458007,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406095559884928,0,0,-0.536024170464807,0,0,0.810582387755993,0,-0.833262585446283,0,0,0.635740346904967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15479092797556,0,0,0,0,0.255040074544005,0.0306738377128444,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.407166951247691,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0502374859510875,0,0.284474156264618,0,0,0,0,0,0,0,0,0,0,0.0128780670104705,0,0,-0.0480026424175456,0,0,0,0,0.129798152686574,0,0,6.93889390390723e-18,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.231708492510576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075703136323296,0,0.322773245572105,0.533396010263869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2551084948802,0,-0.578934104915809,0,0,0
