,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.368643766792183,0,0.297498754826416,0.00316857651667737,0,0.172788560850092,0,0.128369092830861,0,0,0,3.46944695195361e-18,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.107701285268178,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.104500420711964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212760769285944,0,0,0
X601939.CH.EQUITY,0.369711722277004,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0757389489515785,0.307434326119471,0,0,0,0,0.102132047147102,0.0709134413686373,0,0,0,0,0,0,0,-0.106721374146763,-0.0122648549620787,0,0,0,0,0,0,0,0,0.0130953916598017,0,0,0,0,0,0,0,0,0,0.0298854178992993,0,0,0.032649007432702,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0589403624058073,0,0,0,0,0.279113464753969,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139369779153,0,0,0,0,0,0,0,0,0.0946199948898837,0,0,0,0,0,0.421717441267614,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.386988455654197,0.0535893355323467,0,0,0.354551998176639,0,0,0,0,0,0.113285593739557,0,0,0,0,0,0.060204520540673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0318197396998733
X601988.CH.EQUITY,0,0,0,0.264722877333879,0,0,0,0,0,0,0,0,0,0.0198551623863907,0,0,0,0,0.16544122681837,0.170953988585239,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0669240151617793,0,0,0.0240132747508731,0,0,0,0,0,0,0,0,0,0.18092665200078,0,0,0.0978822024559003,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398776887922676,0,0,0.268506055640873,0,0,0,0,0,0.0363702301851839,0,0,0.436174401298691,0.0623381082595895,0,0,0,0,0,0,0,0,0,0.0230656326512315,0,0,0,0,0,0,0,0,0,0,0,0,0.416907543966392,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.176155543549318,0,0,0,0.561555002839587,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.121148480605174,0.0981357516488866,0,0,0,0,0,0,0,0,0.093359339965612,0.0985022872426025,0,0.0500445817549436,0,0.0426231787604537,0,0,0,0,0,0,0,0,0,0,0.0385473286806049
X1299.HK.EQUITY,0.0280663518201577,0,0,0,0,0.0399686764460838,0.0707855184880939,0,0.0708981777115454,0,0,0,0,0,0,0,0.347542788278809,0,0,0,0.222792353022746,0,0.193695534481322,0,0,0,0,0.0911743566203371,0,0,0.14027046965896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0966739294446782,0.0303326698966609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459895192438864,0,0.0342560164376749,0,0,0,0,0,0,0.152413507116324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026058443741217,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.122693441858818,0,0,0,0,0,0,0,0,0,0,0,0,-0.22787469583963,0,0,0,0.0196612396860534,0,0,0,0,0,0,0,0,0.325083892411153,0,0,0,0,0,0,0,0,-0.259267497058277,0.542220890475052,0.174424190412663,0,0,0,0,-0.378680872259967,0.594894886346239,0,0,0,-0.140607227909955,-0.0661611446006807
