,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.213677153488299,0,0,0.0118655655082128,0,0.405101497298184,0,0,0.0132581046681685,0,0,0.0239755378399043,0,0,0,0,0,0,0,0,0,0,0.246757507038905,0,0,0,0,0,0,0,0,0.0671527943013103,0.0640784097378299,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0912061674675615,0,0,0
X601318.CH.EQUITY,0,0,0.125414565685454,0,0,0,0,0,0.21528165589391,0,0,0,0,0,0.238666284486344,0,0,0,0,0,0,0.00991220810902924,0,0,0,0,0,0.167011818585244,0.224032056883556,0,0.074781442377793,0,0,0,0,0,0,0,0,0,0.0646910190211051,0,0,0,-0.0614816734520406,0,0.0402616505267673,0,0,0,0,-0.0727336842614227
X601939.CH.EQUITY,0.348527842934101,0,0,0,0,0,0.0455057082192927,0.380920958367276,0.319250340845537,0,0,0,0,0,0,0.0184891821740683,0,0.0634570218218273,0,0,0,0,0,0,0,0.0654138268524477,0,0.173266550860825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.228387410943576,0,0,0,-0.0645978743654583,0.0472104006217361,0,0.0409798958418879,0,0,0.0571979913334542,0,0,0.138368242353988,0,0,0,0,0,0,0.412220017338466,0,0.0820229208140196,0,0,0,0,0,0,0,0,0,0,0,0,-0.06782566437294,0,0,0,0,0,0,0,0,0,0,-0.0499976373787427
X601288.CH.EQUITY,0,0,0.0378983058021783,0,0,0,0,0.535287536560379,0,-0.0497913955396608,0,0.00728713248264433,0,0,0,0,0,0,0.0744552666124776,0,0,0,0.0836116502781965,0,0.105191283128998,0,0,0.105669696025367,0,0,0,0,0,0.0295417991773556,0,0,0,0,0,0,0,0,0,0,0,0,0.0301160723200343,0,0.0210264878216772,0.050433308388163,0,0
X1299.HK.EQUITY,0,0,-0.00133708560576359,0,0,0,0,-0.103047848734763,0,0.280141380487505,0,-0.108713707512274,-0.00431579263222093,0,0,0,0,0,0,0,0,0,0.175463190211565,0,0,0,0,0,0,0.0721154466147972,0,0,0,0.182298051140209,0.0239221232483207,0,0,0,0,0.210188566579995,0,0,0.202112458266335,0,0,0,0,0,0.160465757787237,0,0,0
X601628.CH.EQUITY,0.0698209456783574,0,0,0,0,0,0,0,0,0,0,0,-0.0236893325222342,0,0,-0.0223695897026518,0.117104096425632,0,0,0,-0.0233266947025487,0,0,-0.145554810474433,0,0,0,0,0,0,-0.0401638845776056,0,0,0,0,0,0,0.456166592050887,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0191234626842647,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.523853833150955,0,0,0,-0.00784709683125809,0,0,0,0,0,0,0,0,0.283661908468364,0.0428269188076655,0.146062644089333,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417892452851653,0,0,0,0,0,0,0,0,0,0,-0.0982981927286593,0,0,0.00142623157064641,0,0,0,0
X5.HK.EQUITY,0,0,0.0512282938939841,0,0,0,0,0,0,0,0.166250723832525,0,0,0,0,0,0,0,0,0,0,0,0.130875460710401,0.0314281479176553,0,0,0.115411456988492,0,0,0,0,0.0255532738823605,0,0.143740562462026,0.0281516611113264,0,0,0,0,0,0.378203960853376,6.93889390390723e-18,0,0,0,0,0.0303544730408231,0,0,0,-0.0356037455517827,0
X388.HK.EQUITY,0,0,0,-0.181983301937411,0.0571455990868574,0,-0.14263339229847,0,-0.172044111065881,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.140133043842036,0,0,0,0,0,0,0,0,0,0,0,-0.228473074058147,0,0,0,0.225283431114047,0.180290420538814,0,0,0,0,0,0,0.277720715495956,0,0,0.199161501367945,0,0,0
