,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.072303097560379,0,0.63686829893528,0,0,0.000111015909637959,0,0,0,0,0,0,0,0,0,0,0.116592645548066,0,0,0,0,0,0,0,0,0,0,0.0379089420389796,0,0,0,0,0,0,0,0,0,0,0,0,-0.0086966692641888,0,0,0,0,0,0.0598070965577333,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0605930209470732,0,-2.16840434497101e-19,0,0,0,0,0.15947716059639,0,0,0,0,0,0.474111504863348,0,0,0,-0.039247737622456,0,0,0,0,0,0.056289821959608,0,-4.33680868994202e-19,0,0,0.0783546840174214,0,0,0.0641768382072842,0,0,0,0,0,0,0,0,0,0,0,0.0140117225762138,0.128755982892476,-0.0164267872652183
X601939.CH.EQUITY,0,0,0,0,0.519992667484254,0,0,0,0,0,0.204730695276956,0,-0.0710310544432439,0,0,0,3.46944695195361e-18,0,0,0,0.0244990260872391,0,0,0,0.449662928362601,0,0,0,0,0,0.0197075826056118,0,0,0,0,0,0,0,0,-0.177566787351349,0,0,0,-0.0529166783811525,0,0,0,0,0,0,0,0.0595974078819095
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0385798237185808,0,0,0.231412841226051,0,0,0,0,0.153664004626802,0,0,0,0.206548184750348,0,0,0,0,0,0,0,0,0,0.0220612668687507,0,0,0,0.204659121403521,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0.0890773968756635,0,0.105784870885638,0,0,0
X601288.CH.EQUITY,0.0850998400054481,0,0,0,0,0,0.0719472197667048,-0.0296864551614816,0,0,0,0,0,0.0388344488972569,0,0,0.278833147738068,0,0,0,0,0,0,0,0.405410105915003,0,0,0,0.0357920292901858,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197393597338579,0,0,0,0.00410324903376124,0,0,-0.0294522959354024,-0.11176210510804,0.015466422841305
X600036.CH.EQUITY,0.0111567602604773,0.243255473993252,0,0,0.0804286653258228,0,0,0.128911930923939,0,0,0,0,0,0.280415233398189,0,0,0,0,0.116918261939724,0,0,0,0,0,0,0.254451778168043,0,0.0659477882345942,0,0.0166320704225572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023662426096671,0,0,-0.0231787737883475,0,0
X601988.CH.EQUITY,0,0,0,0,0.2603669825703,0.306926156987532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205701987861199,0,0,-0.0303299079032319,0,0.11551092460732,0,0,0,0,0,0.208864814695783,-0.0547040602026942,0,0,0,0,0,0,0,0,0,-0.028721109562599,0,0.112778746471952,0,0,0,0,0,0,0.0783392705566383
X1299.HK.EQUITY,0,0,-0.22111265237891,0,0,0,0,0,0,0.237680436020405,0,0,0,0,0,0,0,0,0,0,-0.137206573378755,0,0,0.20426890827612,0,0,0.311040834751106,0,0,0,0,0,0,0,0,0,0.078415805070595,0,0,0.0963019477474406,0,0.0609902997011891,0.0903566369257162,0.135478041472395,-0.00593604769022641,0,0,0.0208808156608632,0,0,-0.0823694067650364,-0.0680164740047723
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.178808240802595,0,0,0,0,0,-0.159626775010136,0,0,0,0,0.205568554103529,0,0,0,0.0692757282723809,0,0,0.399879093885551,0.0599754366575626,-0.0492505445665113,0,0,0,-0.0386845120013871,0,0,0,0,0,0,0.215336500796357,0.181160375902468,0,0,0,0,0,0.125344496581815,0,0
X388.HK.EQUITY,0,0.0422485882248499,0,0,0,0,0,0.029343022508177,0,0,0,0,1.0842021724855e-19,0.0207074124511634,0,0,0,0,0,0,0.0814966276579812,0.212621989404868,0,0.082868130495056,0,0,0,0,0,0,0.198491855485036,0,0,2.77555756156289e-17,0,0,0.194774280182191,0.148584550881559,0,0,-0.165658154917439,0,0,0,0,0,0.222892301604168,0,0,0,0.076627474653708,0
