,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.0871281284098521,0,0.394155473177304,0,0,0.101966626371903,0,0.10908249936646,0,0,0,0,-2.77555756156289e-17,0,0.189510195929119,0,0,0,-0.0718651736549155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872280587329765,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0662007297655103,0,0,0
X601939.CH.EQUITY,0.223578350202973,0,0,0.0349910005441183,0.0743364487794316,0,0,0,0,0,0,0.0695270109456027,0,0.334379350315413,0,0.206708780980155,0,0,0,0,0,0,0,-0.0514950714576935,0,-0.0868002592914084,0,0,0,0,0,0.0636850525628923,0,0.0262638971808301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0849702756140689,0,0,0,0,0,0.151772540397751,0,0,0,0,0,0,0,0,0.0136597233838794,0,0,0,0,0,0,0.13107999228909,0,0,0,0,0,0,0,0,0,0.158775790327014,0.00134039533898777,0,0,0,0.0289345739207083,0,0.326713643974751,0,0,0.0543514561879101,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.356442259094588,0.0304177165222169,0,0,0.354615404530922,0,0,0,0,0,0.114634014032995,0,0,0,0,0.0484877514421312,0,0.0511706405174142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121932547939769,0,-0.034513617761907
X601988.CH.EQUITY,0,0,0,0.27188335155611,0,0,0,0,0,0,0,0,0,0.0883216961855205,0,0.100867014491568,0,0,0,0,0.26801777349457,0,0,0,0.00322883215954285,0,0,0,0,0,0.0383616717395405,0.0509670272726597,0,0,0.122842682797935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.0553845804408168,0,0,0,0,0.0409495658547857,0,0.232453616596165,0,0,0,0,0.409258487764179,0,0,-0.281764179878151,0,0,0,0.086841755376813,0,0,0,0.0508747002814747,0,0,0,0,0,0.381915832791081,0,0,0,0,0,0,0,0,-0.0726653479251267,0
X600036.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0491845843954216,0,0,0,0,0,0.438411796314129,0,0,0,0,0,0,0,0,0,0,0,0.0294789592308597,0,0.0912239158714053,0,0,0,0,0,0,0,0.121533568626268,0,0,0,0,0,0,0.0375606599541747,0,8.67361737988404e-19,0,0,0,0,0,0,0.224540453267655,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.184952805409326,0,0,0,0,0,0,0,0,0,0,0,0.207075260201164,0,0.130957046910516,0,0,0,0.0961275249333698,0,0,0,0.0762449234536414,0,0,0,0,0.147017811752814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.31172823352626,0,0,0,0,0,0,0,0,0,0,0,0.00916015724767739,0,0,3.46944695195361e-18,0.13656705579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461992647331485,0,0,0.117962055830624,0,0,0,0.164595163431385,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195161602734143,0,0,0,0,0,0,0.00460853609793688,0,0,0,0,0.0550962209843183,0,0,0,0,0,0,-0.492805801206304,0,0,0,0.286801277697645,0,-0.187598097088655,0,1.33984454542517,0,0,0,0,0,0,-0.0523364722791009,-0.0610400062960684
X601328.CH.EQUITY,0,0,0,0.271823981993617,0,0,0,0,0,0,0,0,0,0.314918708913501,0,0,0,0.065430708954547,0,0,0.0942734661559531,0,0,0,0,0,0.100899253256909,0,0,0,0,0,0,0,0.0917189450773794,0,0.103698373621262,0,0,0,0,0,0,0,0.0256851928163923,0,0,0,0,0,-0.0184093981722283,0
X601166.CH.EQUITY,0,0,0,0.0835780597559988,0,0,0.137067991693495,0,0,0,0,0,0,0.0387019596830867,-0.058716268478325,0.00919447551058598,0,0,0,0,0,0,0,0.0154124708677551,0,0,0,0,0,0.337800606947396,0,0,0,0,0,0,0,0.0708422740241009,0,0,0,0,0,1.38777878078145e-17,0.321060898282838,0,0,0,0,0.0606838022224303,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386141144246454,0.563210364258574,0,0.0936264983349406,0,0,0,0,0,0.128137497926515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.177659870071525,0,0,0,0,0,0.0112665650365148,0,0,0,0.380915249078778,0,0,0,0.0706062326995564,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.257320158440258,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121422063776932,0,0,0.314723977553689,0,0,0,0,0,0.00160229464278544,0,0.11950983519852,0,0,0.255505084791952,0,0.0816149352313427,0,0,0,0
X000001.CH.EQUITY,0,0.272895904397802,0,0,0,0,0.137428566550069,0,0,0,0,0.102940355956018,0,0,0,0,0,0.0736935284887369,0,0,0,0,0,0.0310268590866012,0,0,0,0,0,0.0259755391725144,0,0,0,0.0893413555180675,0,0,0,0,0,0.117768355474004,0,0,0.107385628539059,0,0,0,0,0,0.0427588638260221,0,0,0
X16.HK.EQUITY,0,0,0,0.0676862845015703,0,0,0,0,0.0958090557080584,-0.0140014214599783,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087953279311384,0.513420766733508,0,0.274599179547736,0.00658581050485772,0,0,0,0,0,0,0,0.0161588489006732,0,0,0,0,0.0609940629704492
X388.HK.EQUITY,0,0,0,0.0353561293739154,0.0871756232675583,0,1.73472347597681e-18,0.0647231639680219,0.191260558425394,0,0,0,0,0,0,0.151037313745883,0.0469546645191093,0,0,0,0,0,0.0341395460058165,0,0,0,0,0,0,0,0,0,0,0.0671599369725601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285840448769619,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.308261377877622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021646990407903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368058387326038,0,0.044885755968841,0,0,0.135780604963211,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.0500077038362799,0.174780869939,0,0,0,0.119809516762822,1.73472347597681e-18,0,0,0.0387380308308497,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.495747058433882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12244098497673,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.132630349835681,0,0,0.244324690961758,0,0,0,0,0,0.271865690164894,0,0,0,0,0,0,0,0,0.036074106022925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630813857614564,0,0,0,0,0,0,0,0,0,0.271703258037503,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.166914751913293,0,0,0,0,0.0102315716766388,0,0,0,0,0,0,0,0,0,0,0,0,-0.108796643758909,0.103223584225014,0,0,0,0,0,0,0,0,0.390951122013718,0,0,0,0.0450278063097777,0,0,0,0,0,0,0,0,0,0.137930539849964,0.190402215608252,0,0,0,0.0571555639578838,0,0,0
X601601.CH.EQUITY,0,0.226411793038439,0,0.193512801393409,0,4.33680868994202e-19,0.0536321029748742,0.0169457627826143,0.0528091331386654,0,0,3.46944695195361e-18,0,0,0,0.0335692005392474,0,0,0,0,0,0,0,0,0,0,0,0.0158704902259038,0.00331574978690121,0,0.0658540602257824,0,0,0,0,0,0,0,0,0,0,0,0.362359941410834,0,0,0,0,0,0,0,0.025531214949392,0
X11.HK.EQUITY,0,0,0,-0.0871205373622194,0,0.251089119378087,0,0.293557606683522,0,0.0393108194424203,0,0,0,0,0,0,0,0,0,-0.195850248502291,0,0,0,0,0.604756457381608,0,0,0,0.13206031419234,0,0,0,0,0,0,0,-0.159611258372358,0,0,0,0,0,0.0387909179166551,0,0,0,0,0,0,0,0,0.094069782950774
X2388.HK.EQUITY,0,0,0,0,0,0.261489151431965,0,0,0,-0.00129166122321227,0,0,0,0,0,0,0,0.0930023854986104,0,0,0,0,0,0.331817409755183,0,-0.00851165114657598,0,0,0.0946623379845349,0,0,0,0,0,0,0.254714344401596,0,0,0,0.0594487069500818,0,0,-0.0551405891435901,0,0,0.0210603646027857,0,0,0,0.0827372840747888,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0702172902772786,0,0,0,0.264297972126557,0,0,0,0,0,0,0.819471951284234,0,0,0,0.0704808905683752
X267.HK.EQUITY,0,0,0,0,0,0,0.110770969838055,0,0,0,0,0,0,0,0,0,0.193885893128128,0,0,0.126347148223161,0,0.126237746624462,0,0,0.109372372192526,0,0,0.264791167936073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901128210874811,0,0,0,0,0,0.0426651054840153,0,0.0481232571925626,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.249374381231414,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0.229069322763774,0,0,-1.38777878078145e-17,0,0,0.229869944812005,0.0832154392439249,0,0,0,0.497733365307596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.319421073665642,0,0,0,0,0,0,0.112377538222549,0,0,0,0.00367621124821873,0,0,0,0,0,0,0,0,0,0.11015967504197,0,0,0,0,0,0.152372245405298,0.0528633208100249,0.151320880117887,0,0,0,0,0,0,0,0,-0.00618275089959493,-0.024451342278615
X601818.CH.EQUITY,0,0,0,0,0,0,0.022125793697698,0,0,0,0,0.363564828033328,0,0,-0.0560844016507808,0.0136471736759076,0,0,0,0.0297219378808983,0,0.551215062711567,0,0,0,0,0,0,0,0,0,0,0,0.0319339860031353,0,0,0,-0.0375878904398868,0,0,0,0,0,0,0,0,0,0,0,0,0,0
