,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.115558236842188,0,0.626257873209893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113253864247098,0,-0.0101786253462229,0,0.0143858112110832,0,0,0,0,0,0,0.0767095407503209,-0.0224262496650337,-0.00407687296539205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.00168098335173691,-0.0146627299756223,0,0,0,0.18215783853889,0,0,0,0,0,0.344078931065631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182533221986111,0,0,0.0897776062112603,0,0,0,0,0,0,0,0,0,0,0,0,0.140431722156495,-0.00518041710060656
X601939.CH.EQUITY,0,0,0,0,0.322432892259536,0,0.000416579237785621,0,0,0.11356820266258,0.181335613229172,0,0,0.0710216372021158,-0.0445460706714241,0.184368917674028,0,0,0.0700247780134449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153869596521646,0,0,0,0,0,0,0,0,0,0,0,0,0.0531725047981852
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0186970576654148,0,0,0.252983369864324,0,0,0,0,0.165639747669315,0,0,0,0.23247096466368,0,0,0,0,0,0,0,0,0,0.0247749690517991,0,0,0,0.192822456642684,0,-3.46944695195361e-18,0,0,0,0,0,0.0862783056617275,0,0,0.104486263667103,0,0,0,0,0
X601288.CH.EQUITY,0.446867311645697,0.0104040354899698,0,0,0,0,0,-0.0244368017873855,0,0,0,0,0,0.0633147395277913,0,0,0.0761421282958616,0,0,0.0931758475859698,0,0,0,0,0,0,0,0,0.070249576913151,0,0,0,-0.038677198889935,0,0,0,0,0,0,0,0,0.0564481463131261,-0.055765615966023,0,0,0,0,0,0,0.27151096385757,-0.050517693325889,0
X600036.CH.EQUITY,0.0113750252049153,0.205203740409628,0,0,0,0,0,0,0,0,0,0,0,0.276444831324621,0,0,0,0,0.100034674942646,0,0,0,0,0,0.00780887779885845,0.24871757671167,0,0.0873975753656615,0,0.0733102979224221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.0308136957094371,0.149716566496553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0627198183467099,0,0.000506709384972381,-0.071901007469506,0,0,-0.126843596854223,0,0,0,0,0,0,0,0,-0.0771731534116636,0,0,-0.0590009982007819,0.934820696458825,0,0,0
X1299.HK.EQUITY,0,0,-0.12935276561264,0,0,0,0,0,0,0.255869195638466,0,0,0,0,0,0,0,0,0,0,-0.131965595569625,0,0,0,0.187923155198136,0,0.292683030091245,0,0,0,0,0,0,0,0,0,0.0370925999977478,0,0.0184134753047969,0,0,0.0616578057873794,0.117016420672727,0,0.121507079662982,0,0,0.0604634404106905,0,0.022643422884566,-0.076411207020163,-0.0290833318787769
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.229900553351719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543332003084232,0,0,0.356209620363832,0.136994302722234,0,0,0,0,0,0,0.0677718099508678,0,0,0,0,0.167099999025072,0,0.341281971273671,0,0,0,0,-0.0660184065084854,0,0
X388.HK.EQUITY,0,0.0703381367310451,0,0.130514441047537,0,0,0,0.0287954629120276,0,0,0,0,0,0,0,0,0,0,0,0,0.0604998910251719,0.0503076955291941,0,0,0,0,0,0,0,0,0.15198072324534,1.73472347597681e-18,0,0,0,0,0.060792869909604,0.134149505844519,0.244094919935335,0,-0.234824497079332,0,0,0,0.0176824205041618,0,0.316817526035252,0,0,0,0,0
