,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.125357913547606,0,0,0,0,0,0,-0.0807670437981927,0,0,0,0,0,0,0,0,0,0,-0.141315246332641,0.0720529514325389,0,0.561720879673099,-0.179352711431702,0.51665685602789,0,0,0,-0.0887312263581059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104941439068761,0
X601318.CH.EQUITY,0,0,0,0,0,0.325918904290651,0,0,0,-0.0623034273342937,0,-1.38777878078145e-17,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845269043789285,0.0965569990037346,0,0,0,0,0.221131723486317,0,0,0,0,0,0,0,0,0,0,0,0,0.056708036844546,0,0.0569379616973694,0
X601939.CH.EQUITY,0,0.0818928178722269,0,0.802213957138638,0,0,0.00154273852358939,0,0,0.0438358643392591,0,0,-0.0103329336625158,0.014480054606833,0,0,0,0.0800873858337054,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0256947456014891,0,0,0,0,0,0,0,0,0,0,0.0686881403714713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.920864719574575,0,-0.0675564660293079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932413789403786,0,0,-0.0412028726988327,0,0,0,0,0.0694684508310897,0,0,0,0,0,0,0,0,0.0428997833340464,0,0,0,-0.0488347103244698,-0.0906544834680553,0,0,0,0,0,0,0,0,0,0,-0.0160467790846616
X601628.CH.EQUITY,0.0122369065468674,0,0,0,0,0,0,0,0,0.260189780659269,0,0.154845109147911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365257489422404,0,0,0,0,0,0,0,0,0,0,0.568566857359133,0,0,0,0,0,0,0,7.22408276745515e-05,0,0.301499356696163,0,0,0.0829625453431907,0
X600036.CH.EQUITY,0,0,0,0.328859916754126,0,0,0.00603443957582312,0,0.0354580878620281,0,0,0,0,0,0,0,0.172008318115292,0.0120347437229992,0,0.0251103433319435,0,0,0,0,0,0,0.0349672973477582,0.170452763150123,0,0,0.113410841607609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405970533004662,0,0,0,0,0.0420902663331991,0,0
X601988.CH.EQUITY,0,0,0,0.0791699395811677,-0.0287142833250528,0,0,0,-0.0381897049184333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462807030779315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000846769890682265,-0.120310465244461,0,0.991417168761956,0,0.0170406577381269,0
X1299.HK.EQUITY,0,0,0,0,0.0179107965879285,0.0632748746542265,0,0,0.0765747662154792,0.18598339100157,0,0,0,0,0,0,0,0,0,0,0,0.305792085375957,0,-0.0611660289487274,0,-0.0785087220096,0,0,0,0,0,0,0,0.206540575388541,0,0,0.0311386703456095,0,0.109602059514355,0,0,0,0.147381141537633,0.0283220176997698,0,-0.0132185432513261,0,0.144205975095532,0,0,0.0118067700996833,-0.0959335764136618
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176136673911146,-0.0912859409164312,0,0,0,0,0,0,0,0.166051337546556,0,0.443550748267747,0,0,0,0,0,0,0,0,-0.232099565225806,0.114735394495711,0,0,0,0,0,0.158548059530682,0,0,-0.189182199510423,0,0.0287402841169276,0,0
X388.HK.EQUITY,0,0,0,0,0.223646565426845,0,0,0,0.0930265587265476,0,0,0,0,0,0,0,0,-0.0788672561025093,0,0,0.0606403548079767,0.263402204252217,0,0,0.156930226909991,0,-0.0438916608192061,0,0,0,0,0,0,0.204403401773123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20428391713788,0.254050655195198,0.000716899455753518
X601658.CH.Equity,0,0,0.202660388250992,0.0480385916081454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135299532105977,0,-0.0138055579908625,0,0,0,0,0,0,0,0,0.206845686733989,0,0,0,0,0,0,0,0,-0.140905470669657,0,0,0,0.535950343435853,0,0,-0.171265337644031,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0110622535003383,0,0,-0.0750160067502998,0,0.124890612926297,0.0702540945562844,0,0.33662491606131,0,0,0.00343472419130154,0,0,0,0,-0.0122586972286755,0,0,0,0,0,0,0,0,0,0,0,0.0318498879551794,-0.00981662417923529,0,0.097070579910919,0,0,0,0.163734376377715,0,0.072238289037676,0,0.0982040298165227,0,0,0,0.185719493189699,0,0,0.0396446930644621,0.0533687972282197
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.027769362405555,0,0,0,0.690702576850562,0,0,0.0189995593042736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129814011301034,0.0193753463410307,0.18691527713653,0,0,0,0.000701775084191279,0,0,0,0,0,0,0,-0.0151097428140528
X601166.CH.EQUITY,0,0,0.0125543708007997,0,0,0.0819081525038205,0.192841756658787,0.0479266344377455,0,0,0.055743457540102,0,0,0,0,0,0.0532680203214762,0,0,0,0,0,0.0686288611883993,0.00841957078638778,0,0,0,0,0,0,0,0.120934500339699,0,0,0,0,0,0,0.0209845023209329,0,0,0,0,0,0,0,0,-0.0029050192471964,0.433851981314228,0,0,0.0174320229335154
X000002.CH.EQUITY,0,0,0,0.239852543285476,0,0,0.0459748900765162,0,0.119644590675468,0,0,0,0.157673108882241,0,0,0,0,0,0,0,0.0169957493390534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778809097201629,0,0,0,0,0,0,0,0,0,0.061388693169092,0,0,0.0560289854588385,0,0.0158936648120055,0
X601328.CH.EQUITY,0.108298998299042,0,0,0.140318842746476,0,0,0,0,0,0,0,0.0536316748988868,0,0,0,0,0.0849482033582087,0,0,0,0,0,0.390225203381312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254456339220018,0,0,0,0,0.078551023301781,0,0,0,0.0055973685143849,0,0,0
X600000.CH.EQUITY,0,0,0.0337133780395575,0.263309218808826,0,0.178819449460643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0656177549955312,0,0,0,0,0,0,0,0,0,0,0,0,0.27719106222771,0,0,0,0,0,0.68542699404322,0,0,0,0,0,0,0,0,0.06874105823333,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.462320153425326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106709507233605,0.00648547275004281,0,0,0,0,0.0250128922542786,0,0.0839421255852086,0,0,-0.192250672960003,0,0,0,0,0,0,0,0,0.30018465427287,0.0562191285377216,0,0,0.0295781861424171,0,0,0,0,0,0,-0.0954212657680448,0
X601319.CH.EQUITY,0,0,0,0.150262874692736,0,0,0,-0.0482645209850652,0,0,0,0.0994506363507132,0,0,0.326998000911917,0,0,0,0,0.0632132341282644,0,-0.0121809198133632,0,0,0,0,0,-0.0525695655886807,0,0,0,0,0.0555395464118363,0,0,0,0,0,0,0,0,0,-0.0497694035810676,0,0.0502342929989321,-0.00580305866067568,0.219845126161856,0,0,0,-0.107446486556476,0
X601601.CH.EQUITY,0,0,0,0,0.299682231164258,0.0119397230978642,0,-0.0911237598475517,0,0.0559641631802349,0,0,0,0,0,0,0,0.14928032355878,0.509771554669716,0,0,0,0,0,0.0630257509174132,0.0334336149696161,0,0.0550329063317893,0.135084612571276,0,0.0428945230285049,0,0,0,0,0,0,0,0,0,0,0,0,0.253547315396309,0,0,0,-0.179072796584713,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0861465948844988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429539248090618,0,0,0,0,0,0,0,0.0417633026840761,0,0,0,-0.0461230168360959,0.113146173586985,0,0,0,0.0442840929795297,0,0,0.304273272010877,0,-0.0521390193305756,0,0,0,-0.0497075039960685
X1109.HK.EQUITY,0,0,0,0,0,0.226834588371266,0,0.207260289856809,0.126754793690089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201557567553837,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0716608590002657,0.140959601715072,0,0,0.108319956183048,0,0.139552141913758,0.102694653116746,-0.117993485987997,-0.26795442328792,0
X600016.CH.EQUITY,0,0,0,0.0520643377497266,0,0,0,0,-0.03563393303262,0,0,0,0,0.0732650328007581,0,0.113932521437954,0,0,0,0,0,0,0,0,0,0,0.0461843600309607,0.0489828196887644,0,0,0.0275130109979101,0.215269743501777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153091003497576,0.0544334792381998,0,0,0,0,0
X601998.CH.EQUITY,0.130751296877172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0934893119819974,0,0,0,0,0,0,0.111019593891514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300845396792193,0,0,0,0,0,0.0678130223082097,0,0.515342355263324,0,-0.0260076637569523,-0.0340890011666671
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.23410413656194,0,0,0,0,0,0,0,0,0,0,0,-0.0494613067648368,0,0,0,0,0,0,0,0,-0.0245130377133333,0,0.39942867803543,0,0.00779879635842607,0.137411241223206,0,0.0123780017697337,0,0,0,0,0,0,0,0,0.0402946368814914,0.142320238536179,0,0,0,0
X688.HK.EQUITY,0.291856327161059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363100437487282,0,0,0,0,0,0,0.0138548698256704,0.058822054187579,0,0.280044103108182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0.0188759276526642,-0.102648118827918,0,0,0,0.0333105306997805,0,0,0,-0.000371909255603716,0,0,0,0.173029334518243,0,0,0,0,0,0,0,0,0,0,0,0.417476881317958,0,0,0,0,0,0,0,0,0,0.160635440611076,0,-0.00402503600675366,0,0,0,0.025477730997568,0.241218239626619,0,0,0,0,-0.236922249529949,0
X002142.CH.EQUITY,0,0,0,0,0,0.144788678727909,0,-0.325587899451776,0,0,0,0,0,0,0,0,0,0.331583114752105,0,0,0,0,0.0859689320972389,0,0,0.0455330706242445,0,0,0,0.368757428484412,0,0,0,0,0,0,0,0,0,0,0.196678954279932,0,0,0,0,0,0,0,0,0.0934157859744154,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.082669117712498,0.499468757536135,0,0,0.120760144291096,0,0,0,0,0,0,0.031181919150125,0.0426522209125169,0.0462291533845257,0.0201149549867741,0,-0.213412874841575,0,0.0677939831362825,0.190633563446801,0,0,0.0344157475672332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00629872840812776,0,0,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0158156904792312,0,0,0,0.714134042317826,0,0,0,0,0,0,0,0,0,0,0,0.117285885626093,0.100900199795527,0,0,0.00980588094280641,0,0,0,0,0,0,0,-0.0837739267655303,0,0.101380897743209,0,0,0,0,0,0,0,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,0,0.0424627167568481,0,0.163662077852067,0,0.0611306874261478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17543338937629,0,0,0,0.0813850979636601,0,0,0,0.352800858226017,0,0,0,0,0,0,0,0,0,0.068657304215069,0.0115563750568273,0.0897701707068914,0,0.0342341868161004,0,-0.144656503660426,0,0
X601818.CH.EQUITY,0,0,0,0.175205500036899,0,0,0.0947434011428298,0,0,0,0,0,0,0,0,0,0.0925557375028625,0,0.139002123321622,0,0,0,0,0,0.0413041644057851,0,0,0,0,0,0,0,0,0.0798521204433723,0,0,0,0,0,0,0,0.0400357603358887,0,0,0,0,0.072563372091656,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0.00976204042806813,0,0,0,0.245631457807496,0,0,0,0,0,0,0,0,0.0280940191925622,0,0,0,0.140231795229598,0.0194797654598992,0,0,0.0026460610584141,0,0,0,0,0,0,0.190975433321327,0.161952062403462,0,0.0781225126059964,0,0,0,0,0,2.71050543121376e-20,0,0.138555941193985,0.00490262163245669,0,0,0,0
X267.HK.EQUITY,0,0.0823239963739477,0,0,0,0,0,0,0,0.0304029147455654,0,0,0.223461020524765,0,0,0,0,0,0,0,0,0.102001913373778,0,0,0,0.0938792453815181,0.0861813693929023,0.0813398060658673,0,0,0.153297145148106,0.100306033079035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118620149729162,0,-0.0795825460880136,0,0,-0.106948866102011,-0.161958215605944
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0169950639106232,0,0,0,0,0,0,0.151388504905155,0,0,0,0.0584086085838092,0,0,0,0.289208895598611,0,0,0,-0.480175282962201,0,0,0,0,0,0,0,0,0,0,0,-0.305236325299793,0,0,0,0,0.0327020561548854,0,-0.0028366737747981,0,0,-0.136110474401267,0.248605316254466
