,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.455324732630544,0,0.0797004335328613,0.11940810989358,0.044923361827842,0.0822001659339537,0,0,0,0,0,0.0316683703950372,-0.0195140260073711,0,0,0,0.0641292574441119,0.0159816339529973,0,0,0,0,0,0,0.0907116244136041,0,0,0,0,0,0,0,0,0,0,0,0,0.0131792918701771,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.253419185184586,0,0,0.368501580232708,0,0.149068965056802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315467730231327,0.0469398469390953,0,0,0,0,0,0.0814264715555013,0,0,0,-0.012404721517496,-3.46944695195361e-18,0,0.00856476568834513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109456745202686,0
X601318.CH.EQUITY,0,0.0860142702827651,0,-1.38777878078145e-17,0,0,0,0,0.00711072975982909,0.0591621603127143,0,0,0,0,0,0,0,0.114063940667684,0.0256168041404635,0,0,0,0,0,0,0,0,0,0,0,0,0.0887726838482587,0,0.167777707191176,0.0316731291877221,0,0,0,0.109687908175426,0,0,0,0,0,0,0.219715183603998,0,0,0,0,0
X601288.CH.EQUITY,0.126909756510492,0.319688228351717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881772489949705,0,0,0,0.0620558269307078,0,0,0.0236818104661506,0,0,0.0944897602103962,0,0,0,0,0,0,0,0,0,0,0.0697668748330486,0,0,0,0,0,0,0.125355137137334,0,0,0,0,-0.100036558839394
X5.HK.EQUITY,0,0,0,0,0,0.233747323805299,0,0.372780385885919,0,0,0,0,0,0,0.312409390101891,0,-0.252374961484024,-0.235811307448639,0,0,0.160498976279744,0,0,0,0,0,0,0,0,0.17580194940424,0,0,0,0.372468894340911,0,0,0,0,0,0,0,0,0,0,-0.670159322135149,0,0,0,0,-0.0910473739133194,0
X601988.CH.EQUITY,0.110870242814308,0.116251356539534,0,0,0.0466562280058511,0,0,0,0.180187007681835,0,0,0.105951873378421,0.0597309139589281,0,0,0,0,0.100808597409459,0,0,0,0,0.406224473938253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0136608128995126,0,0,0,0,-0.00215707149904322,0,0,0,0,0.0477073727737909,0,0,0,0,0,0,0.731060088695915,0,0,0,0.139067216048739,0.00315994353095007,0,0,0,0,0,0,0,0,0,-0.00173547053739587,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.100056008887552,0,0,-0.110266900555514,0,0,0.169918414364048,0,0,0,0,0,-0.0850900151413403,0,0.282417695191407,0,0,0,0.0140664816207895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524715011923319,0,-0.00369592279398402,0,0,0,0,0,0,0.28944586455198,0.123140238641163,0
X601628.CH.EQUITY,0,0,0.144560693586552,0.0728659014567341,0,-6.93889390390723e-18,0,0,0,0,0.0492341628857163,0,0,0,0,0,0.0666365008061534,0.0941932946519562,0,0,0,0,0,0,0,0.0812953598943109,0,0,0,0,0,0,0,0.034947090800116,0,0.230250837065263,0,0,0,0,0,0,0.133114696269456,0,-0.0404751189905367,0.0848523653580574,0,0,0,0,-0.00172869142240112
X601328.CH.EQUITY,0,0,0.0665080432404052,0,0.000898796827092603,0,0.046838070221858,0.00578649707549834,0,0,0,0.116058232549442,0,0,0,0,0,0,0,0,0.0128711267534336,0.200604123752524,0,0,0,0,0,0,0,0,0,0.150602869802893,0,1.73472347597681e-18,0,0,0,0,0.170690815205307,0.267134557436666,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0310094601917977,0.216500899183831,0,0,0,0.014625595390612,0.16761327015845,0,0.134993034538651,0,0,0,0,0,0,0.0444791806731229,0,0,0,0,0,0,0.120435923780825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113999317143532,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0714086108282792,0.00251730830391574,0.257010811648196,0.089179220571107,0,0.100881250153106,0.0804752698393634,0,0,0,0,0,0,0,0,0,0,0,0.12404234508053,0,0,0,0,0,0,0,0,0,0,0,0,0.0255090366138431,0,0,0.00167010548346996,0,0,0.00258483468492251,0,0,0,0,0,0,0.0430169025741298,0,0
X11.HK.EQUITY,0,0,0,0,0.126967678356493,0,0,0.0138135187877016,0,0,0,0,0,0,0.312051328441124,0,-0.0608919559186908,0,0.315517180696735,0.216344402311322,0,0,0,0,0,0,-0.45907452479137,0,0.00269575402869918,0,0.0868448722179116,0,0.163823147711896,0,0,0,0,0,0,0,0,0.225029130784533,0,0,-0.0972480489370597,0,-0.0381114329924569,0.0728652582014385,0,0,0
X16.HK.EQUITY,0.136911796828171,0,0,0,0.00671512824306613,0,0,0,-0.159764802219528,0,0,0,-0.0639843659729055,0,0,0,0,0,0,0,0,-0.165652795225143,0,0,0,0,0,0,0.177273025415535,0.126583649751352,0.154659020957577,0.23531226866405,0.241918748764061,0,1.0842021724855e-19,-2.16840434497101e-19,-0.0162556306349126,0,0,0,0.0699837375242768,0,0,0,0.125564503581393,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.0599376476602577,0,0,0.0557065927919861,0,0,0,0,0,0,0,0,0,0,0.024979613088523,0.0673655343473904,0.0425225776884741,0,0,0,0.142591369141424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0497047070395184,0,0.00148724553558963,0,0
X000002.CH.EQUITY,0,0,0,0,-0.0364216916966288,0,0,0,0,0,0,0,0,0,-0.0148659930131174,0,0,0,0,-0.030351520495688,0,0,0,0,0.0888540887578628,0,0,0,0.0530361153061518,0,0.0675002036660115,0,0,0.777395224764376,0,0,0,0,0,0,0.160369165886633,0,0,0,0,0,0,0,0,0,0
